Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"3,219,000","7,530,000","7,588,000","70,428,000","55,828,000","26,868,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,"87,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"3,219,000","7,530,000","94,588,000","70,428,000","55,828,000","26,868,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-58.810%,-92.039%,34.305%,26.152%,107.786%,-14.707%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"330,755,000","330,123,000","240,813,000","159,938,000","96,951,000","86,125,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-327,536,000","-322,593,000","-146,225,000","-89,510,000","-41,123,000","-59,257,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","197,090,000","173,612,000","177,977,000","96,803,000","52,820,000","39,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"197,090,000","173,612,000","177,977,000","96,803,000","52,820,000","39,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-524,626,000","-496,205,000","-324,202,000","-186,313,000","-93,943,000","-98,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-80,982,000","-57,668,000","-51,156,000","-29,332,000","-38,676,000","-27,360,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"44,106,000","27,629,000","11,342,000","331,000","5,329,000","4,535,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-14,900,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-576,402,000","-526,244,000","-364,016,000","-215,314,000","-127,290,000","-121,692,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-24,939,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-576,402,000","-526,244,000","-388,955,000","-215,314,000","-127,290,000","-121,692,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-576,402,000","-526,244,000","-388,955,000","-215,314,000","-127,290,000","-121,692,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-576,402,000","-526,244,000","-388,955,000","-215,314,000","-127,290,000","-121,692,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"107,223,500","96,524,000","89,825,000","76,886,000","64,524,000","57,575,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"107,223,500","96,524,000","89,825,000","76,886,000","64,524,000","57,575,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.360%,7.458%,16.829%,19.159%,12.069%,5.798%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.376,-5.452,-4.330,-2.800,-1.973,-2.114,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.376,-5.452,-4.330,-2.800,-1.973,-2.114,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-407,050,000","-415,749,000","-310,851,000","-191,394,000","-2,109,000","-93,526,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.796,-4.307,-3.461,-2.489,-0.033,-1.624,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-154.591%,-127.094%,-73.660%,-220.549%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-16297.794%,-6589.708%,-342.752%,-264.544%,-168.272%,-367.973%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-17906.244%,-6988.632%,-411.210%,-305.722%,-228.004%,-452.925%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-12645.231%,-5521.235%,-328.637%,-271.758%,-3.778%,-348.094%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-511,143,000","-484,313,000","-318,388,000","-184,037,000","-92,112,000","-97,574,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-261.312%,-164.992%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,483,000","11,892,000","5,814,000","2,276,000","1,831,000","1,293,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-524,626,000","-496,205,000","-324,202,000","-186,313,000","-93,943,000","-98,867,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-264.544%,-168.272%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"3,219,000","7,530,000","94,588,000","70,428,000","55,828,000","26,868,000",Upgrade,Financials in USD,Fiscal year is January - December
