Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"349,643,000","377,709,000","60,920,000","51,844,000","24,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),328.726%,520.008%,17.506%,215916.667%,33.333%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"406,194,000","437,381,000","311,594,000","232,134,000","103,179,000","54,619,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-56,551,000","-59,672,000","-250,674,000","-180,290,000","-103,155,000","-54,601,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","126,122,000","116,813,000","87,805,000","57,222,000","29,605,000","20,553,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"126,122,000","116,813,000","87,805,000","57,222,000","29,605,000","20,553,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-182,673,000","-176,485,000","-338,479,000","-237,512,000","-132,760,000","-75,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-9,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"50,230,000","46,676,000","15,297,000",-,"1,051,000","2,228,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-25,500,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"500,000","7,500,000","23,900,000","-1,000,000","-63,400,000","-5,400,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-131,943,000","-122,309,000","-324,782,000","-238,521,000","-195,109,000","-78,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-13,725,000","-18,592,000","20,200,000","17,690,000","517,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"3,482,000","9,740,000","18,904,000","5,146,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-142,186,000","-131,161,000","-285,678,000","-370,638,000","-194,592,000","-78,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,405,000","1,366,000","3,410,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-143,591,000","-132,527,000","-289,088,000","-370,638,000","-194,592,000","-78,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-143,591,000","-132,527,000","-289,088,000","-370,638,000","-194,592,000","-78,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"1,277,000","12,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-143,591,000","-132,527,000","-289,088,000","-370,638,000","-195,869,000","-91,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"81,830,849","77,151,771","70,015,305","64,227,676","46,733,221","6,479,591",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"81,830,849","77,151,771","70,015,305","64,227,676","46,733,221","6,479,591",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.658%,10.193%,9.011%,37.435%,621.237%,123.899%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.755,-1.718,-4.129,-5.771,-4.191,-14.050,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.755,-1.718,-4.129,-5.771,-4.191,-14.050,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-145,373,000","-182,927,000","-26,424,000","-113,079,000","-112,098,000","-84,521,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.777,-2.371,-0.377,-1.761,-2.399,-13.044,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-16.174%,-15.798%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-52.246%,-46.725%,-555.612%,-458.128%,-553166.667%,-417522.222%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-41.068%,-35.087%,-474.537%,-714.910%,-816120.833%,-505777.778%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-41.578%,-48.431%,-43.375%,-218.114%,-467075.000%,-469561.111%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-160,829,000","-156,473,000","-324,332,000","-230,061,000","-128,025,000","-71,651,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-45.998%,-41.427%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"21,844,000","20,012,000","14,147,000","7,451,000","4,735,000","3,503,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-182,673,000","-176,485,000","-338,479,000","-237,512,000","-132,760,000","-75,154,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-52.245%,-46.725%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
