Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"175,689,000","168,325,000","143,644,000","164,314,000","153,880,000","135,563,000","153,764,000","167,328,000","177,353,000","170,051,000","152,506,000","159,050,000","148,464,000","141,329,000","130,932,000","143,557,000","155,135,000","126,729,000","94,976,000","100,446,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),14.173%,24.167%,-6.582%,-1.801%,-13.235%,-20.281%,0.825%,5.205%,19.459%,20.323%,16.477%,10.792%,-4.300%,11.521%,37.858%,42.920%,51.885%,21.046%,11.117%,-13.359%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"17,583,000","17,916,000","16,309,000","19,627,000","19,601,000","21,091,000","23,460,000","22,954,000","25,878,000","20,457,000","17,932,000","16,994,000","18,085,000","25,028,000","14,954,000","18,533,000","21,388,000","8,386,000","4,152,000","4,113,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"158,106,000","150,409,000","127,335,000","144,687,000","134,279,000","114,472,000","130,304,000","144,374,000","151,475,000","149,594,000","134,574,000","142,056,000","130,379,000","116,301,000","115,978,000","125,024,000","133,747,000","118,343,000","90,824,000","96,333,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","81,253,000","85,904,000","86,516,000","81,282,000","82,700,000","86,782,000","85,597,000","73,972,000","112,314,000","100,476,000","90,459,000","101,735,000","72,032,000","69,535,000","61,457,000","48,100,000","54,460,000","48,103,000","41,614,000","32,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"29,036,000","26,183,000","24,930,000","23,347,000","22,655,000","24,379,000","21,212,000","17,774,000","19,554,000","16,385,000","20,839,000","21,078,000","19,654,000","15,455,000","34,280,000","17,938,000","16,839,000","22,247,000","18,937,000","19,792,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"129,777,000","132,195,000","131,583,000","125,698,000","126,597,000","131,269,000","126,775,000","112,444,000","152,512,000","137,505,000","131,942,000","134,838,000","97,695,000","90,938,000","101,744,000","71,926,000","77,407,000","72,795,000","61,812,000","53,817,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"28,329,000","18,214,000","-4,248,000","18,989,000","7,682,000","-16,797,000","3,529,000","31,930,000","-1,037,000","12,089,000","2,632,000","7,218,000","32,684,000","25,363,000","14,234,000","53,098,000","56,340,000","45,548,000","29,012,000","42,516,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,"-910,000","-1,505,000","-1,594,000","-1,724,000","-1,810,000","-1,942,000","-5,934,000","-5,925,000","-5,467,000","-6,097,000","-6,096,000","-6,088,000","-5,815,000","-5,755,000","-5,777,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,098,000","3,733,000","3,396,000","1,986,000","1,751,000","1,370,000","5,346,000","15,274,000","2,803,000","1,788,000","1,810,000","1,540,000","2,281,000","2,589,000","3,812,000","2,075,000","2,659,000","7,477,000","5,777,000","5,626,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,"-12,888,000",-,-,"12,888,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"77,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"32,427,000","21,947,000","-852,000","20,975,000","9,433,000","-16,337,000","7,370,000","32,722,000","42,000","12,067,000","15,388,000","2,824,000","29,040,000","22,485,000","11,949,000","49,077,000","52,911,000","47,210,000","29,034,000","42,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-8,400,000",-,-,-,"-1,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,"14,000",-,-,-,"347,000",-,-,-,"716,000",-,-,-,"170,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-20,189,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"1,016,000","4,355,000","1,095,000","204,000","456,000","-790,000","1,647,000","2,404,000","-486,000","-743,000","-665,000","-1,120,000","-80,000","8,750,000","-1,020,000","-1,700,000","-200,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"44,943,000","26,302,000","243,000","990,000","9,889,000","-17,127,000","9,017,000","35,140,000","-444,000","11,324,000","14,723,000","2,051,000","28,960,000","31,235,000","10,929,000","39,693,000","52,711,000","47,210,000","29,034,000","40,912,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"6,446,000","6,386,000","119,000","-185,000","25,865,000","-16,296,000","-7,931,000","9,659,000","-2,193,000","3,459,000","-10,893,000","-391,000","7,398,000","7,509,000","5,235,000","8,925,000","12,714,000","12,543,000","7,516,000","7,783,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"38,497,000","19,916,000","124,000","1,175,000","-15,976,000","-831,000","16,948,000","25,481,000","1,749,000","7,865,000","25,616,000","2,442,000","21,562,000","23,726,000","5,694,000","30,768,000","39,997,000","34,667,000","21,518,000","33,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"38,497,000","19,916,000","124,000","1,175,000","-15,976,000","-831,000","16,948,000","25,481,000","1,749,000","7,865,000","25,616,000","2,442,000","21,562,000","23,726,000","5,694,000","30,768,000","39,997,000","34,667,000","21,518,000","33,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-99.268%,-95.389%,-,-,-33.838%,943.448%,-91.889%,-66.851%,349.877%,-92.063%,-46.091%,-31.560%,-73.538%,-7.127%,38.590%,5.928%,17.328%,27.946%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"55,149,760","54,978,781","54,801,748","54,647,835","54,608,963","54,502,993","54,380,947","54,104,908","53,789,674","53,426,163","53,330,837","53,235,082","53,187,764","53,005,344","52,927,467","52,708,643","52,658,850","52,557,035","52,534,787","52,471,389",Upgrade,Financials in USD,Fiscal year is January - December
