Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters,,
Revenue,"10,324,000","9,074,000","7,966,000","7,313,000","7,028,000","11,997,000","5,304,000","8,498,000","3,219,000","7,358,000","2,176,000","6,093,000","775,000","3,067,000","11,897,000","81,000","-161,000","20,000","99,000","459,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),46.898%,-24.364%,50.189%,-13.944%,118.329%,63.047%,143.750%,39.472%,315.355%,139.909%,-81.710%,7422.222%,-,15235.000%,11917.172%,-82.353%,-,-,-80.200%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,022,000","3,448,000","2,959,000","3,683,000","2,625,000","2,315,000","1,958,000","2,138,000","1,201,000","2,745,000","849,000","372,000","654,000","174,000","1,590,000","300,000","-144,000","28,000","102,000","453,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,302,000","5,626,000","5,007,000","3,630,000","4,403,000","9,682,000","3,346,000","6,360,000","2,018,000","4,613,000","1,327,000","5,721,000","121,000","2,893,000","10,307,000","-219,000","-17,000","-8,000","-3,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,288,000","5,591,000","5,156,000","4,576,000","4,336,000","4,674,000","5,345,000","4,354,000","4,169,000","5,263,000","4,796,000","3,726,000","3,290,000","3,228,000","4,067,000","3,814,000","3,442,000","2,935,000","2,624,000","2,443,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"505,000","2,970,000","651,000","1,047,000","615,000","1,125,000","535,000","944,000","744,000","690,000","1,618,000","681,000","2,678,000","1,990,000","877,000","3,387,000","2,813,000","1,595,000","6,254,000","219,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,793,000","8,561,000","5,807,000","5,623,000","4,951,000","5,799,000","5,880,000","5,298,000","4,913,000","5,953,000","6,414,000","4,407,000","5,968,000","5,218,000","4,944,000","7,201,000","6,255,000","4,530,000","8,878,000","2,662,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"509,000","-2,935,000","-800,000","-1,993,000","-548,000","3,883,000","-2,534,000","1,062,000","-2,895,000","-1,340,000","-5,087,000","1,314,000","-5,847,000","-2,325,000","5,363,000","-7,420,000","-6,272,000","-4,538,000","-8,881,000","-2,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-211,000","-52,000","-238,000","-255,000","-267,000","-124,000","-265,000","-256,000","-150,000","-218,000","-247,000","-276,000","-247,000","-237,000","-264,000","-267,000","-232,000","-192,000","-195,000","-98,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"203,000",-,"227,000","1,039,000","236,000",-,"139,000","106,000",-,-,"4,000","1,000",-,-,"17,000",-,-,-,"27,000","58,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-800,000",-,"800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"501,000","-2,987,000","-811,000","-2,009,000","-579,000","4,559,000","-2,660,000","912,000","-3,045,000","-1,558,000","-5,330,000","1,039,000","-6,094,000","-2,562,000","5,116,000","-7,687,000","-6,504,000","-4,730,000","-9,049,000","-2,696,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,"181,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"365,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
