Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,640,348,000","1,243,336,000","933,013,000","701,887,000","540,099,000","380,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),48.450%,33.260%,32.929%,29.955%,41.820%,26.508%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,031,057,000","1,027,730,000","1,017,079,000","862,131,000","785,625,000","617,295,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"609,291,000","215,606,000","-84,066,000","-160,244,000","-245,526,000","-236,462,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","525,699,000","481,871,000","451,421,000","282,660,000","317,875,000","284,812,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"528,266,000","483,430,000","452,135,000","283,366,000","318,537,000","285,661,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"81,025,000","-267,824,000","-536,201,000","-443,610,000","-564,063,000","-522,123,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-19,150,000","-22,010,000","-53,248,000","-63,525,000","-59,947,000","-30,669,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"31,478,000","36,257,000","16,488,000","354,000","2,970,000","7,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,108,000","617,000","-6,921,000","-936,000","517,000","-236,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"92,245,000","-252,960,000","-579,882,000","-507,717,000","-620,523,000","-545,790,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"45,722,000","19,391,000","8,660,000","-4,331,000","4,489,000","15,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"102,000,000",-,"102,000,000","108,069,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-100,000","-200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-8,565,000","-388,529,000","-118,741,000","-8,900,000","-45,000,000","-10,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"129,402,000","-520,098,000","-689,963,000","-418,948,000","-553,065,000","-713,880,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"7,557,000","15,879,000","13,525,000","-168,000","1,063,000","1,195,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"121,845,000","-535,977,000","-703,488,000","-418,780,000","-554,128,000","-715,075,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"121,845,000","-535,977,000","-703,488,000","-418,780,000","-554,128,000","-715,075,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"96,943,000","92,398,000","87,559,000","81,262,000","77,956,000","73,615,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,620,250","92,398,000","87,559,000","81,262,000","77,956,000","73,615,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.802%,5.527%,7.749%,4.241%,5.897%,11.117%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.257,-5.801,-8.034,-5.153,-7.108,-9.714,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.220,-5.801,-8.034,-5.153,-7.110,-9.714,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-470,403,000","-577,099,000","-356,170,000","-481,662,000","25,264,000","-516,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.675,-6.246,-4.068,-5.927,0.324,-7.011,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,37.144%,17.341%,-9.010%,-22.830%,-45.459%,-62.091%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,4.940%,-21.541%,-57.470%,-63.202%,-104.437%,-137.100%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7.428%,-43.108%,-75.400%,-59.665%,-102.597%,-187.766%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-28.677%,-46.415%,-38.174%,-68.624%,4.678%,-135.517%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"119,666,000","-223,427,000","-494,337,000","-405,593,000","-537,601,000","-498,074,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,7.295%,-17.970%,-52.983%,-57.786%,-99.537%,-130.785%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"38,641,000","44,397,000","41,864,000","38,017,000","26,462,000","24,049,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"81,025,000","-267,824,000","-536,201,000","-443,610,000","-564,063,000","-522,123,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,4.939%,-21.541%,-57.470%,-63.202%,-104.437%,-137.100%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,640,348,000","1,243,336,000","933,013,000","701,887,000","540,099,000","380,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"28,600,000","14,600,000","7,700,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
