Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+5 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+5 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"312,000","528,000","7,031,000","15,288,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-69.412%,-83.174%,127.136%,-70.699%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,388,000","8,213,000","6,108,000","5,003,000","5,129,000","9,498,000","10,354,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,-,-,-,-,-,-,-,"-12,388,000","-8,213,000","-6,108,000","-4,691,000","-4,601,000","-2,467,000","4,934,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,800,000","10,093,000","9,699,000","9,509,000","9,453,000","8,214,000","7,199,000","7,003,000","6,885,000","6,376,000","5,948,000","5,126,000","5,021,000","4,904,000","4,587,000","5,348,000","5,598,000","2,802,000","3,674,000","2,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"63,614,000","54,294,000","52,705,000","48,719,000","50,127,000","38,871,000","36,038,000","36,742,000","29,936,000","29,479,000","25,470,000","20,514,000","14,798,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"75,414,000","64,387,000","62,404,000","58,228,000","59,580,000","47,085,000","43,237,000","43,745,000","36,821,000","35,855,000","31,418,000","25,640,000","19,819,000","4,904,000","4,587,000","5,348,000","5,598,000","2,802,000","3,674,000","2,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-75,414,000","-64,387,000","-62,404,000","-58,228,000","-59,580,000","-47,085,000","-43,237,000","-43,745,000","-36,821,000","-35,855,000","-31,418,000","-25,640,000","-19,819,000","-17,292,000","-12,800,000","-11,456,000","-10,289,000","-7,403,000","-6,141,000","2,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,779,000","5,393,000","4,057,000","3,870,000","4,198,000","2,741,000","2,268,000","2,110,000","1,500,000","272,000","107,000","107,000","115,000","120,000","125,000","71,000","23,000","3,000","47,000","61,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,000","44,000","-1,000","864,000",-,"268,000","2,382,000","2,473,000","259,000","656,000","677,000","621,000","620,000","623,000","947,000","24,000","-270,000","7,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-70,634,000","-58,950,000","-58,348,000","-53,494,000","-55,382,000","-44,076,000","-38,587,000","-39,162,000","-35,062,000","-34,927,000","-30,634,000","-24,912,000","-19,084,000","-16,549,000","-11,728,000","-11,361,000","-10,536,000","-7,393,000","-6,094,000","2,301,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-871,000",-,-,-,"-456,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,000","7,463,000",-,-,"-4,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-70,634,000","-58,950,000","-58,348,000","-54,365,000","-55,382,000","-44,076,000","-38,587,000","-39,618,000","-35,062,000","-34,927,000","-30,634,000","-24,912,000","-19,084,000","-16,549,000","-11,728,000","-11,338,000","-49,983,000","-7,393,000","-6,094,000","2,297,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-70,634,000","-58,950,000","-58,348,000","-54,365,000","-55,382,000","-44,076,000","-38,587,000","-39,618,000","-35,062,000","-34,927,000","-30,634,000","-24,912,000","-19,084,000","-16,549,000","-11,728,000","-11,338,000","-49,983,000","-7,393,000","-6,094,000","2,297,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-70,634,000","-58,950,000","-58,348,000","-54,365,000","-55,382,000","-44,076,000","-38,587,000","-39,618,000","-35,062,000","-34,927,000","-30,634,000","-24,912,000","-19,084,000","-16,549,000","-11,728,000","-11,338,000","-49,983,000","-7,393,000","-6,094,000","2,297,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"104,400,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-70,634,000","-58,950,000","-58,348,000","-54,365,000","-55,382,000","-44,076,000","-38,587,000","-39,618,000","-35,062,000","-34,927,000","-30,634,000","-24,912,000","-19,084,000","-16,549,000","-11,728,000","-115,738,000","-49,983,000","-7,393,000","-6,094,000","2,297,000",Upgrade,Financials in USD,Fiscal year is January - December
