Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"40,190,000","28,640,000","27,357,000","4,252,000","2,138,000","957,000","1,226,000","221,000","4,459,000","51,579,000","7,314,000","7,548,000","5,370,000","3,870,000","3,552,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1779.794%,2892.685%,2131.403%,1823.982%,-52.052%,-98.145%,-83.238%,-97.072%,-16.965%,1232.791%,105.912%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"51,526,000","37,603,000","44,097,000","47,141,000","59,503,000","59,036,000","62,372,000","59,971,000","70,157,000","64,898,000","74,963,000","79,134,000","70,333,000","68,475,000","64,059,000","-179,096,000","59,877,000","61,560,000","57,659,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-11,336,000","-8,963,000","-16,740,000","-42,889,000","-57,365,000","-58,079,000","-61,146,000","-59,750,000","-65,698,000","-13,319,000","-67,649,000","-71,586,000","-64,963,000","-64,605,000","-60,507,000","179,096,000","-59,877,000","-61,560,000","-57,659,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","10,421,000","8,912,000","9,756,000","10,343,000","12,247,000","13,335,000","13,827,000","9,825,000","18,924,000","18,813,000","20,571,000","21,817,000","19,849,000","19,397,000","17,738,000","16,143,000","14,829,000","16,392,000","17,038,000","18,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"244,650,000",-,-,-,"61,640,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"10,421,000","8,912,000","9,756,000","10,343,000","12,247,000","13,335,000","13,827,000","9,825,000","18,924,000","18,813,000","20,571,000","21,817,000","19,849,000","19,397,000","17,738,000","260,793,000","14,829,000","16,392,000","17,038,000","79,699,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-21,757,000","-17,875,000","-26,496,000","-53,232,000","-69,612,000","-71,414,000","-74,973,000","-69,575,000","-84,622,000","-32,132,000","-88,220,000","-93,403,000","-84,812,000","-84,002,000","-78,245,000","-81,697,000","-74,706,000","-77,952,000","-74,697,000","-79,699,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,183,000","-1,262,000","-1,153,000","-1,176,000","-1,395,000","-1,378,000","-1,336,000","-117,000","-123,000","-129,000","-4,000",-,-,-,"-90,000",-,-,-,-,"-115,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"459,000","450,000","604,000","711,000","1,218,000","1,695,000","1,802,000","1,155,000","973,000","704,000","228,000","1,853,000","148,000","225,000",-,"1,226,000","364,000","497,000","1,188,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"555,000","-6,000","68,000","-12,000","-27,000","-10,000","-197,000","-69,000","-309,000","-214,000","-109,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-21,926,000","-18,693,000","-26,977,000","-53,709,000","-69,816,000","-71,107,000","-74,704,000","-68,606,000","-84,081,000","-31,771,000","-88,105,000","-91,550,000","-84,664,000","-83,777,000","-78,335,000","-80,471,000","-74,342,000","-77,455,000","-73,509,000","-79,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-356,000","-4,751,000","-6,730,000",-,-,"-45,000","-5,964,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-1,769,000",-,-,-,"-828,000",-,-,-,"1,330,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,"50,237,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,926,000","-19,049,000","-31,728,000","-60,439,000","-69,816,000","-71,107,000","-74,749,000","-74,570,000","-84,081,000","18,466,000","-88,105,000","-93,319,000","-84,664,000","-83,777,000","-78,335,000","-81,299,000","-74,342,000","-77,455,000","-73,509,000","-78,484,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-17,000",-,"24,000","11,000","-19,000","1,000","22,000","2,000","10,000",-,-,"30,000",-,"16,000",-,"8,000","6,000","1,000",-,"12,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-21,909,000","-19,049,000","-31,752,000","-60,450,000","-69,797,000","-71,108,000","-74,771,000","-74,572,000","-84,091,000","18,466,000","-88,105,000","-93,349,000","-84,664,000","-83,793,000","-78,335,000","-81,307,000","-74,348,000","-77,456,000","-73,509,000","-78,496,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-21,909,000","-19,049,000","-31,752,000","-60,450,000","-69,797,000","-71,108,000","-74,771,000","-74,572,000","-84,091,000","18,466,000","-88,105,000","-93,349,000","-84,664,000","-83,793,000","-78,335,000","-81,307,000","-74,348,000","-77,456,000","-73,509,000","-78,496,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,466,000","6,143,000","5,623,480","4,325,400","4,256,000","4,204,000","4,158,760","4,127,120","4,096,920","4,064,040","4,029,040","3,896,280","3,744,080","3,686,080","3,658,240","3,412,040","3,247,040","2,719,000","2,448,320","2,306,480",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,466,000","6,143,000","5,623,480","4,325,400","4,256,000","4,204,000","4,158,760","4,127,120","4,096,920","4,074,640","4,029,040","3,896,280","3,744,080","3,686,080","3,658,240","3,412,040","3,247,040","2,719,000","2,448,320","2,306,480",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),75.423%,46.123%,35.220%,4.804%,3.883%,3.175%,3.220%,5.925%,9.424%,10.541%,10.136%,14.192%,15.307%,35.567%,49.418%,47.933%,47.808%,46.416%,32.703%,25.963%,Upgrade,Financials in USD,Fiscal year is January - December
