Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Cost of Revenue,-,-,-,-,-,"17,663,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,"-17,663,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","16,719,000","11,357,000","9,680,000","9,597,000","9,330,000","12,293,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"12,898,000","3,991,000","17,967,000","17,008,000","11,166,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"29,617,000","15,348,000","27,647,000","26,605,000","20,496,000","12,293,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-29,617,000","-15,348,000","-27,647,000","-26,605,000","-20,496,000","-29,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"600,000","600,000",-,-,-,"587,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-246,000","-92,000","318,000","-12,000","76,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,263,000","-14,840,000","-27,329,000","-26,617,000","-20,420,000","-29,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"12,000","-928,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"10,000","36,000",-,"66,000","86,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"387,000","-823,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-29,241,000","-15,732,000","-27,329,000","-26,164,000","-21,157,000","-29,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,241,000","-15,732,000","-27,329,000","-26,164,000","-21,157,000","-29,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-29,241,000","-15,732,000","-27,329,000","-26,164,000","-21,157,000","-29,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,708,445","4,598,715","4,539,318","4,440,338","1,743,335","1,226,773",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"13,708,445","4,598,715","4,539,318","4,440,338","1,743,335","1,226,773",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),201.871%,1.309%,2.229%,154.704%,42.107%,66.475%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.133,-3.421,-6.021,-5.892,-12.136,-23.940,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.133,-3.421,-6.021,-5.892,-12.136,-23.940,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,870,000","-19,808,000","-24,865,000","-23,911,000","-20,481,000","-26,625,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.033,-4.307,-5.478,-5.385,-11.748,-21.703,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-29,502,000","-15,229,000","-27,478,000","-26,484,000","-20,333,000","-29,801,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"115,000","119,000","169,000","121,000","163,000","155,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-29,617,000","-15,348,000","-27,647,000","-26,605,000","-20,496,000","-29,956,000",Upgrade,Financials in USD,Fiscal year is January - December
