Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"190,000","202,000","141,000","135,000","163,000","140,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-1.554%,43.262%,4.444%,-17.178%,16.429%,-61.853%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"36,000","42,000",-,"850,000","806,000","893,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"154,000","160,000","141,000","-715,000","-643,000","-753,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,798,000","21,635,000","13,294,000","8,672,000","8,654,000","7,039,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"7,277,000","10,441,000","6,770,000","7,672,000","5,562,000","4,651,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"28,075,000","32,076,000","20,064,000","16,344,000","14,216,000","11,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-27,921,000","-31,916,000","-19,923,000","-17,059,000","-14,859,000","-12,443,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-453,000",-,-,"-67,000","-672,000","-427,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,637,000","1,069,000","629,000",-,-,"89,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"309,000","1,667,000","1,525,000","2,464,000","1,063,000","2,415,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-24,428,000","-29,180,000","-17,769,000","-14,662,000","-14,468,000","-10,366,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"497,000","200,000","-1,679,000","-201,000","219,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"2,000","18,000","3,000","216,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,779,000","-293,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,"1,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-2,701,000","142,000","-255,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-23,929,000","-28,962,000","-19,445,000","-19,127,000","-14,400,000","-9,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-23,929,000","-28,962,000","-19,445,000","-19,127,000","-14,400,000","-9,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-23,929,000","-28,962,000","-19,445,000","-19,127,000","-14,400,000","-9,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"52,236,153","48,585,404","48,047,288","47,339,975","31,842,799","3,642,717",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"52,236,153","48,585,404","48,047,288","47,339,975","31,842,799","3,642,717",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.964%,1.120%,1.494%,48.668%,774.150%,262.712%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.458,-0.596,-0.405,-0.404,-0.452,-2.582,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.458,-0.596,-0.405,-0.404,-0.452,-2.582,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,699,000","-21,267,000","-16,194,000","-14,006,000","-10,390,000","-9,135,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.396,-0.438,-0.337,-0.296,-0.326,-2.508,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,81.053%,79.208%,100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-14695.263%,-15800.000%,-14129.787%,-12636.296%,-9115.951%,-8887.857%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-12594.211%,-14337.624%,-13790.780%,-14168.148%,-8834.356%,-6717.143%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10894.211%,-10528.218%,-11485.106%,-10374.815%,-6374.233%,-6525.000%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,681,000","-31,678,000","-19,667,000","-16,284,000","-14,126,000","-11,651,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"240,000","238,000","256,000","775,000","733,000","792,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-27,921,000","-31,916,000","-19,923,000","-17,059,000","-14,859,000","-12,443,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"190,000","202,000","141,000","135,000","163,000","140,000",Upgrade,Financials in USD,Fiscal year is January - December
