Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"168,573,000","178,023,000","167,117,000","181,244,000","163,926,000","169,467,000","160,341,000","171,955,000","167,466,000","169,411,000","157,991,000","159,194,000","127,722,000","135,590,000","119,027,000","130,974,000","117,484,000","75,505,000","105,684,000","122,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2.835%,5.049%,4.226%,5.402%,-2.114%,0.033%,1.487%,8.016%,31.118%,24.944%,32.735%,21.546%,8.714%,79.578%,12.625%,6.984%,12.226%,-26.411%,15.738%,28.713%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"57,968,000","46,187,000","65,654,000","67,155,000","60,580,000","49,929,000","66,160,000","79,421,000","70,083,000","76,909,000","57,679,000","54,521,000","46,229,000","47,821,000","47,228,000","50,628,000","44,644,000","35,925,000","45,551,000","51,556,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"110,605,000","131,836,000","101,463,000","114,089,000","103,346,000","119,538,000","94,181,000","92,534,000","97,383,000","92,502,000","100,312,000","104,673,000","81,493,000","87,769,000","71,799,000","80,346,000","72,840,000","39,580,000","60,133,000","70,868,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","74,333,000","68,126,000","72,026,000","65,801,000","67,947,000","64,850,000","70,843,000","63,970,000","61,283,000","65,003,000","64,260,000","52,154,000","47,856,000","50,813,000","48,522,000","52,833,000","52,561,000","43,342,000","46,880,000","54,223,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"18,413,000",-,-,-,"17,102,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,"-3,000,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"88,655,000","100,861,000","86,348,000","80,123,000","82,269,000","96,274,000","85,165,000","78,292,000","75,605,000","79,325,000","78,582,000","56,807,000","49,823,000","52,780,000","50,489,000","54,799,000","54,528,000","45,309,000","48,847,000","56,190,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"21,950,000","30,975,000","15,115,000","33,966,000","21,077,000","23,264,000","9,016,000","14,242,000","21,778,000","13,177,000","21,730,000","47,866,000","31,670,000","34,989,000","21,310,000","25,547,000","18,312,000","-5,729,000","11,286,000","14,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,689,000","-3,884,000","-3,316,000","-3,388,000","-3,464,000","-3,865,000","-9,589,000","-11,041,000","-9,856,000","-8,833,000","-10,246,000","-10,423,000","-7,333,000","-7,023,000","-6,971,000","-7,062,000","-7,132,000","-5,456,000","-6,022,000","-5,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,482,000","4,749,000","3,903,000","3,425,000","2,766,000","2,111,000","3,142,000","2,785,000","1,234,000","252,000","271,000","80,000","177,000","224,000","415,000","693,000","1,025,000","1,323,000","1,589,000","1,667,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-122,000","-39,000","-159,000","515,000","-422,000","-269,000","-10,000","81,000","-598,000","-647,000","-124,000","-34,000","-46,000","104,000","-157,000","1,442,000","-71,000","-31,000","-133,000","-625,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"22,621,000","31,801,000","15,543,000","34,518,000","19,957,000","21,241,000","2,559,000","6,067,000","12,558,000","3,949,000","11,631,000","37,489,000","24,468,000","28,294,000","14,597,000","20,620,000","12,134,000","-9,893,000","6,720,000","9,723,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,478,000","-1,226,000","-5,709,000","-375,000","-563,000","-1,645,000","-489,000","-1,083,000","-1,532,000","-3,222,000","-5,408,000","-39,497,000","-1,396,000","-7,000",-,"-1,000","-692,000",-,"-135,000","-119,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,"-10,000,000",-,-,"-32,000",-,"-2,500,000",-,"-1,161,000","2,779,000","4,000,000","-3,971,000","-300,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-26,134,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-159,999,000","6,009,000","3,806,000","-423,000","-2,793,000","18,258,000","-28,544,000","3,082,000","1,043,000","21,280,000","1,071,000","-4,158,000","1,159,000","-139,000","-1,873,000","-6,764,000","-8,071,000","-1,418,000","3,843,000","-9,345,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-138,856,000","36,584,000","13,640,000","33,720,000","16,601,000","37,854,000","-26,474,000","-18,068,000","2,069,000","22,007,000","7,294,000","-6,198,000","24,231,000","25,648,000","12,724,000","12,694,000","6,150,000","-7,311,000","8,557,000","-3,541,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,610,000","17,698,000","4,661,000","8,850,000","5,743,000","12,091,000","-6,938,000","-7,966,000","2,762,000","2,131,000","466,000","-1,068,000","6,571,000","6,567,000","2,355,000","-1,821,000","-123,969,000","-42,000","398,000","1,347,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-143,466,000","18,886,000","8,979,000","24,870,000","10,858,000","25,763,000","-19,536,000","-10,102,000","-693,000","19,876,000","6,828,000","-5,130,000","17,660,000","19,081,000","10,369,000","14,515,000","130,119,000","-7,269,000","8,159,000","-4,888,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-143,466,000","18,886,000","8,979,000","24,870,000","10,858,000","25,763,000","-19,536,000","-10,102,000","-693,000","19,876,000","6,828,000","-5,130,000","17,660,000","19,081,000","10,369,000","14,515,000","130,119,000","-7,269,000","8,159,000","-4,888,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-26.693%,-,-,-,29.619%,-,-,-,4.166%,-34.150%,-,-86.428%,-,27.087%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,134,000","46,174,000","46,499,000","46,437,000","46,416,000","46,088,000","45,949,000","45,882,000","45,831,000","45,501,000","44,869,000","44,594,000","44,476,000","44,145,000","43,833,000","43,503,000","42,928,000","42,221,000","42,032,000","41,784,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,134,000","50,539,000","52,193,000","52,064,000","52,067,000","52,054,000","45,949,000","45,882,000","45,831,000","52,478,000","46,438,000","44,594,000","45,463,000","45,592,000","45,966,000","44,730,000","44,275,000","42,221,000","42,785,000","41,784,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-11.395%,-2.910%,13.589%,13.474%,13.607%,-0.808%,-1.053%,2.888%,0.809%,15.104%,1.027%,-0.304%,2.683%,7.984%,7.435%,7.051%,6.315%,-0.293%,3.746%,-1.030%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.110,0.409,0.193,0.536,0.234,0.559,-0.425,-0.220,-0.015,0.437,0.152,-0.115,0.397,0.432,0.237,0.334,3.031,-0.172,0.194,-0.117,Upgrade,Financials in USD,Fiscal year is January - December
