Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
"Selling, General & Admin","63,092,000","71,023,000","73,788,000","49,711,000","28,618,000","11,684,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"140,952,000","206,298,000","267,591,000","217,340,000","107,389,000","37,506,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"204,044,000","277,321,000","341,379,000","267,051,000","136,007,000","49,190,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-204,044,000","-277,321,000","-341,379,000","-267,051,000","-136,007,000","-49,190,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-13,000","-18,000","-47,000","-25,000","-8,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,915,000","16,733,000","7,071,000","298,000","2,966,000","1,568,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,335,000","-736,000","-565,000","-165,000","-81,000","24,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-192,464,000","-261,337,000","-334,891,000","-266,965,000","-133,147,000","-47,606,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"846,000","846,000","1,068,000","-25,000","51,000","241,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-191,618,000","-260,491,000","-333,823,000","-266,990,000","-133,096,000","-47,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-191,618,000","-260,491,000","-333,823,000","-266,990,000","-133,096,000","-47,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-191,618,000","-260,491,000","-333,823,000","-266,990,000","-133,096,000","-47,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"52,541,311","52,414,256","52,249,620","51,788,918","45,741,845","37,853,616",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"52,541,311","52,414,256","52,249,620","51,788,918","45,741,845","37,853,616",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.322%,0.315%,0.890%,13.220%,20.839%,152.753%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.647,-4.970,-6.389,-5.155,-2.910,-1.251,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.647,-4.970,-6.389,-5.155,-2.910,-1.251,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-147,248,000","-195,610,000","-253,822,000","-245,568,000","-90,426,000","-39,583,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.803,-3.732,-4.858,-4.742,-1.977,-1.046,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-185,234,000","-259,023,000","-337,583,000","-266,048,000","-135,530,000","-48,652,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"18,810,000","18,298,000","3,796,000","1,003,000","477,000","538,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-204,044,000","-277,321,000","-341,379,000","-267,051,000","-136,007,000","-49,190,000",Upgrade,Financials in USD,Fiscal year is January - December
