Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"33,432,000","25,115,000","41,463,000","26,607,000","26,384,000","24,724,000","23,499,000","20,123,000","11,147,000","12,853,000","9,040,000","-12,534,000","17,587,000","16,288,000","15,971,000","16,373,000","17,788,000","16,608,000","49,593,000","8,279,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),26.713%,1.581%,76.446%,32.222%,136.691%,92.360%,159.945%,-,-36.618%,-21.089%,-43.397%,-,-1.130%,-1.927%,-67.796%,97.765%,66.057%,84.267%,68.197%,-27.827%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"33,432,000","25,115,000","41,463,000","26,607,000","26,384,000","24,724,000","23,499,000","20,123,000","11,147,000","12,853,000","9,040,000","-12,534,000","17,587,000","16,288,000","15,971,000","16,373,000","17,788,000","16,608,000","49,593,000","8,279,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,953,000","8,395,000","7,754,000","7,827,000","6,813,000","7,401,000","7,977,000","7,667,000","10,490,000","11,748,000","10,543,000","9,456,000","11,085,000","9,393,000","9,227,000","9,145,000","8,634,000","8,680,000","9,572,000","9,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"21,368,000","25,172,000","22,052,000","19,386,000","16,448,000","20,671,000","21,175,000","14,464,000","30,367,000","31,159,000","30,559,000","36,579,000","29,143,000","26,100,000","22,371,000","22,007,000","24,049,000","24,066,000","42,814,000","36,441,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"29,321,000","33,567,000","29,806,000","27,213,000","23,261,000","28,072,000","29,152,000","22,131,000","40,857,000","42,907,000","41,102,000","46,035,000","40,228,000","35,493,000","31,598,000","31,152,000","32,683,000","32,746,000","52,386,000","45,658,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"4,111,000","-8,452,000","11,657,000","-606,000","3,123,000","-3,348,000","-5,653,000","-2,008,000","-29,710,000","-30,054,000","-32,062,000","-58,569,000","-22,641,000","-19,205,000","-15,627,000","-14,779,000","-14,895,000","-16,138,000","-2,793,000","-37,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,693,000","1,971,000","2,194,000","2,503,000","2,699,000","2,308,000","2,327,000","732,000","616,000","262,000","68,000","73,000","70,000","44,000","68,000","106,000","200,000","454,000","1,075,000","1,511,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-7,000","-2,000","-11,000","9,000","-7,000","-47,000","15,000","1,000","30,000","296,000","13,000","7,000","-13,000","-82,000","5,000","-28,000","-15,000","5,000","12,000","-9,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"5,797,000","-6,483,000","13,840,000","1,906,000","5,815,000","-1,087,000","-3,311,000","-1,275,000","-29,064,000","-29,496,000","-31,981,000","-58,489,000","-22,584,000","-19,243,000","-15,554,000","-14,701,000","-14,710,000","-15,679,000","-1,706,000","-35,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-7,500,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"5,797,000","-6,483,000","13,840,000","1,906,000","5,815,000","-1,087,000","-3,311,000","-8,775,000","-29,064,000","-29,496,000","-31,981,000","-58,489,000","-22,584,000","-19,243,000","-15,554,000","-14,701,000","-14,710,000","-15,679,000","-1,706,000","-35,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"61,000","51,000","49,000","1,069,000","2,823,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"-13,911,000","-421,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"5,736,000","-6,534,000","13,791,000","837,000","2,992,000","-1,087,000","-3,311,000","-8,775,000","-29,064,000","-29,496,000","-31,981,000","-58,489,000","-22,584,000","-19,243,000","-15,554,000","-14,701,000","-14,710,000","-15,679,000","12,205,000","-35,456,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"5,736,000","-6,534,000","13,791,000","837,000","2,992,000","-1,087,000","-3,311,000","-8,775,000","-29,064,000","-29,496,000","-31,981,000","-58,489,000","-22,584,000","-19,243,000","-15,554,000","-14,701,000","-14,710,000","-15,679,000","12,205,000","-35,456,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,91.711%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"85,093,227","84,880,632","82,029,466","81,556,649","80,731,951","66,536,202","66,248,992","66,104,890","65,912,334","65,542,762","65,393,691","65,308,637","65,208,066","65,055,998","60,968,111","46,603,894","46,195,121","46,057,063","45,723,955","45,459,929",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"85,204,709","84,880,632","82,630,020","81,556,649","80,991,722","66,536,202","66,248,992","66,104,890","65,912,334","65,542,762","65,393,691","65,308,637","65,208,066","65,055,998","60,968,111","46,603,894","46,195,121","46,057,063","47,044,774","45,459,929",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.202%,27.571%,24.726%,23.375%,22.878%,1.516%,1.308%,1.219%,1.080%,0.748%,7.259%,40.136%,41.158%,41.251%,29.596%,2.516%,1.711%,1.581%,4.260%,0.858%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.067,-0.077,0.168,0.010,0.037,-0.016,-0.050,-0.133,-0.441,-0.450,-0.489,-0.896,-0.346,-0.296,-0.255,-0.315,-0.318,-0.340,0.267,-0.780,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.067,-0.080,0.168,0.010,0.037,-0.020,-0.050,-0.133,-0.441,-0.450,-0.489,-0.896,-0.350,-0.296,-0.255,-0.315,-0.318,-0.340,0.260,-0.780,Upgrade,Financials in USD,Fiscal year is January - December
