Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"194,000",-,"297,000","3,942,000","2,296,000","4,507,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-92.466%,71.690%,-49.057%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,315,000","1,315,000","5,579,000","37,636,000","56,414,000","95,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,121,000","-1,315,000","-5,282,000","-33,694,000","-54,118,000","-90,633,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,065,000","8,332,000","13,258,000","20,620,000","28,816,000","34,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-1,261,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,804,000","8,332,000","13,258,000","20,620,000","28,816,000","34,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,925,000","-9,647,000","-18,540,000","-54,314,000","-82,934,000","-125,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-16,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"281,000","358,000","294,000",-,"300,000","1,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"363,000",-,-,-,"288,000","129,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,281,000","-9,289,000","-18,246,000","-54,330,000","-82,346,000","-123,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-3,304,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"2,683,000","4,544,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,281,000","-12,593,000","-18,246,000","-51,647,000","-77,802,000","-123,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-5,281,000","-12,593,000","-18,246,000","-51,647,000","-77,802,000","-123,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"7,330,000","-25,832,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,281,000","-5,263,000","-44,078,000","-51,647,000","-77,802,000","-123,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,281,000","-5,263,000","-44,078,000","-51,647,000","-77,802,000","-123,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,496,250","2,338,000","2,173,000","1,957,200","1,520,150","1,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,496,250","2,338,000","2,173,000","1,957,200","1,520,150","1,369,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.088%,7.593%,11.026%,28.750%,11.041%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.116,-2.251,-20.284,-26.388,-51.180,-89.852,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.117,-2.251,-20.284,-26.388,-51.180,-89.852,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,234,000","-21,245,000","-40,611,000","-36,524,000","-74,014,000","-109,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.497,-9.087,-18.689,-18.661,-48.689,-79.695,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3054.124%,-,-6242.424%,-1377.829%,-3612.108%,-2774.284%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2722.165%,-,-14841.077%,-1310.173%,-3388.589%,-2729.266%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3213.402%,-,-13673.737%,-926.535%,-3223.606%,-2420.746%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"-9,582,000","-18,475,000","-53,842,000","-80,637,000","-122,337,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"65,000","65,000","472,000","2,297,000","2,700,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,925,000","-9,647,000","-18,540,000","-54,314,000","-82,934,000","-125,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"194,000",-,"297,000","3,942,000","2,296,000",-,Upgrade,Financials in USD,Fiscal year is January - December
