Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"16,743,000","8,780,000","12,405,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),81.084%,-29.222%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"16,743,000","8,780,000","12,405,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","46,560,000","41,322,000","38,924,000","31,897,000","20,847,000","11,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"87,488,000","82,231,000","77,837,000","54,168,000","32,197,000","23,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"134,048,000","123,553,000","116,761,000","86,065,000","53,044,000","35,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-117,305,000","-114,773,000","-104,356,000","-86,065,000","-53,044,000","-35,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,255,000","9,908,000","3,122,000","120,000","700,000","3,351,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-407,000","166,000","167,000","140,000","101,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-105,457,000","-104,699,000","-101,067,000","-85,805,000","-52,243,000","-32,325,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-105,457,000","-104,699,000","-101,067,000","-85,805,000","-52,243,000","-32,325,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-105,457,000","-104,699,000","-101,067,000","-85,805,000","-52,243,000","-32,325,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"50,985,633","43,994,862","38,897,442","36,739,269","33,488,456","17,971,443",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"50,985,633","43,994,862","38,897,442","36,739,269","33,488,456","17,971,443",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.650%,13.105%,5.874%,9.707%,86.343%,2433.559%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.068,-2.380,-2.598,-2.336,-1.560,-1.799,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.068,-2.380,-2.598,-2.336,-1.560,-1.799,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-84,697,000","-82,683,000","-35,828,000","-68,107,000","-43,271,000","-32,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.661,-1.879,-0.921,-1.854,-1.292,-1.819,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-700.621%,-1307.210%,-841.241%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-629.857%,-1192.472%,-814.728%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-505.865%,-941.720%,-288.819%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-115,030,000","-112,304,000","-102,810,000","-85,091,000","-52,156,000","-35,228,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,275,000","2,469,000","1,546,000","974,000","888,000","450,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-117,305,000","-114,773,000","-104,356,000","-86,065,000","-53,044,000","-35,678,000",Upgrade,Financials in USD,Fiscal year is January - December
