Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,"97,323","136,558","647,824","658,204","1,230,621","286,346","1,762,059","2,573,520",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-92.092%,-52.310%,-63.235%,-74.424%,-52.482%,-99.016%,-6.556%,33.529%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"10,808,000","6,865,000","5,761,494","6,980,116","6,551,000","4,249,000","13,388,343","6,242,758","4,108,190","2,499,642","3,286,236","5,763,601","8,315,641","11,265,220","10,720,823","16,110,287","27,522,989","30,686,071","23,947,866","23,487,676",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-10,808,000","-6,865,000","-5,761,494","-6,980,116","-6,551,000","-4,249,000","-13,388,343","-6,242,758","-4,108,190","-2,499,642","-3,286,236","-5,763,601","-8,218,318","-11,128,662","-10,072,999","-15,452,083","-26,292,368","-30,399,725","-22,185,807","-20,914,156",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,697,000","4,123,000","3,861,251","3,123,231","2,937,000","3,940,000","3,908,682","4,554,062","4,073,266","4,840,368","5,230,923","4,234,760","5,051,090","5,572,397","5,341,197","5,360,230","7,681,573","7,738,968","7,699,479","6,276,155",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,697,000","4,123,000","3,861,251","3,123,231","2,937,000","3,940,000","3,908,682","4,554,062","4,073,266","4,840,368","5,230,923","4,234,760","5,051,090","5,572,397","5,341,197","5,360,230","7,681,573","7,738,968","7,699,479","6,276,155",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,505,000","-10,988,000","-9,622,745","-10,103,347","-9,488,000","-8,189,000","-17,297,025","-10,796,820","-8,181,456","-7,340,010","-8,517,159","-9,998,361","-13,269,408","-16,701,059","-15,414,196","-20,812,313","-33,973,941","-38,138,693","-29,885,286","-27,190,311",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-381,000","-652,000","-812,000","-924,000","-980,000","-1,008,000","-937,000","-904,000","-811,000","-698,000","-684,000","-693,000","-686,000","-401,170","-646,550","-679,705","-460,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,189,000","906,000","634,985","216,990","217,000","232,000","258,978","263,046","269,111","207,661","225,091","302,101","294,133",-,-,-,"5,681","12,649","101,993","151,477",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"201,000","31,000","-36,676","31,814","-20,000","-2,000",728,"186,330","-136,087","-209,856","-267,823","25,716","-414,048","-12,538","16,672","-346,096","-251,117","20,721","126,493","-14,427",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"713,000","706,000","2,937,665","2,756,359","218,000","183,000","229,507","194,452","77,712","-208,683","-193,351","-418,686","12,505,174","-23,609","-21,094","13,226,206","-215,972",-,-,"472,500",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-13,783,000","-9,997,000","-6,898,771","-8,022,184","-10,053,000","-8,784,000","-17,744,812","-11,056,992","-8,781,720","-8,248,888","-9,437,242","-10,782,230","-1,570,149","-17,138,376","-16,065,168","-8,611,908","-34,895,349","-38,105,323","-29,656,800","-26,580,761",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,790,-,-,-,"177,939",-,-,-,"521,497",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,"-606,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,"-5,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,783,000","-9,997,000","-6,898,771","-8,021,394","-10,053,000","-8,784,000","-17,744,812","-10,879,053","-8,781,720","-13,248,888","-9,437,242","-10,260,733","-2,176,149","-17,138,376","-16,065,168","-8,611,908","-34,895,349","-38,105,323","-29,656,800","-26,580,761",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,783,000","-9,997,000","-6,898,771","-8,021,394","-10,053,000","-8,784,000","-17,744,812","-10,879,053","-8,781,720","-13,248,888","-9,437,242","-10,260,733","-2,176,149","-17,138,376","-16,065,168","-8,611,908","-34,895,349","-38,105,323","-29,656,800","-26,580,761",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,783,000","-9,997,000","-6,898,771","-8,021,394","-10,053,000","-8,784,000","-17,744,812","-10,879,053","-8,781,720","-13,248,888","-9,437,242","-10,260,733","-2,176,149","-17,138,376","-16,065,168","-8,611,908","-34,895,349","-38,105,323","-29,656,800","-26,580,761",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"12,014,700","11,053,241","8,310,508","4,423,683","4,423,617","4,277,701","4,181,556","4,171,297","4,170,881","4,170,464","4,170,043","4,174,362","4,173,666","3,878,804","3,878,163","2,906,909","2,729,304","2,462,851","2,309,080","2,155,763",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"12,014,700","11,053,241","8,310,508","4,423,683","4,423,617","4,277,701","4,181,556","4,171,297","4,170,881","4,170,464","4,170,043","4,174,362","4,173,666","3,878,804","3,878,163","2,906,909","2,729,304","2,462,851","2,309,080","2,155,763",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),171.604%,158.392%,98.742%,6.051%,6.060%,2.571%,0.276%,-0.073%,-0.067%,7.519%,7.526%,43.601%,52.921%,57.492%,67.953%,34.844%,26.630%,7.844%,12.317%,12.980%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.147,-0.904,-0.830,-1.813,-2.273,-2.053,-4.244,-2.608,-2.105,-3.177,-2.263,-2.458,-0.521,-4.418,-4.142,-2.963,-12.785,-15.472,-12.844,-12.330,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.147,-0.904,-0.830,-1.813,-2.273,-2.053,-4.244,-2.608,-2.105,-3.177,-2.263,-2.458,-0.600,-4.418,-4.142,-2.963,-12.785,-15.472,-12.844,-12.330,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-13,942,000","-8,942,632","-7,967,368","-6,008,873","-7,176,000","-7,801,028","-15,114,972","-7,454,985","-7,245,046","-12,229,054","-10,628,799","-9,756,747","856,954","-17,528,571","-21,809,505","-18,172,222","-27,309,911","-26,623,294","-28,064,767","-23,853,337",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.160,-0.809,-0.959,-1.358,-1.622,-1.824,-3.615,-1.787,-1.737,-2.932,-2.549,-2.337,0.205,-4.519,-5.624,-6.251,-10.006,-10.810,-12.154,-11.065,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-13634.401%,-12230.011%,-2379.380%,-3161.985%,-2760.715%,-13319.094%,-1696.043%,-1056.542%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-2236.007%,-12550.254%,-2479.866%,-1308.395%,-2835.589%,-13307.440%,-1683.076%,-1032.856%,Upgrade,Financials in USD,Fiscal year is January - December
