Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"2,771,900,000","2,645,600,000","2,690,600,000","2,517,700,000","2,483,500,000","2,493,200,000","2,374,800,000","2,302,700,000","2,334,300,000","2,196,200,000","2,097,500,000","2,072,600,000","1,984,100,000","1,793,400,000","1,723,300,000","1,626,937,000","1,536,271,000","1,524,485,000","1,515,107,000","1,413,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000,000","900,000","2,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"2,771,900,000","2,645,600,000","2,690,600,000","2,517,700,000","2,483,500,000","2,493,200,000","2,374,800,000","2,302,700,000","2,334,300,000","2,196,200,000","2,097,500,000","2,072,600,000","1,984,100,000","1,793,400,000","1,724,300,000","1,627,837,000","1,538,271,000","1,524,485,000","1,515,107,000","1,413,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),11.613%,6.113%,13.298%,9.337%,6.392%,13.523%,13.221%,11.102%,17.650%,22.460%,21.644%,27.322%,28.982%,17.640%,13.807%,15.183%,61.953%,61.956%,76.496%,62.424%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,268,500,000","1,338,500,000","1,131,700,000","1,192,600,000","1,128,700,000","1,094,300,000","1,009,500,000","977,400,000","934,400,000","848,900,000","846,900,000","815,200,000","703,500,000","676,700,000","648,300,000","669,648,000","679,679,000","605,448,000","611,025,000","665,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,503,400,000","1,307,100,000","1,558,900,000","1,325,100,000","1,354,800,000","1,398,900,000","1,365,300,000","1,325,300,000","1,399,900,000","1,347,300,000","1,250,600,000","1,257,400,000","1,280,600,000","1,116,700,000","1,076,000,000","958,189,000","858,592,000","919,037,000","904,082,000","748,242,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","371,800,000","372,200,000","342,700,000","369,100,000","263,800,000","262,600,000","241,100,000","267,400,000","246,800,000","215,300,000","215,200,000","255,200,000","198,200,000","194,600,000","192,100,000","211,887,000","184,551,000","191,804,000","182,258,000","195,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"371,800,000","372,200,000","342,700,000","369,100,000","263,800,000","262,600,000","241,100,000","267,400,000","246,800,000","215,300,000","215,200,000","255,200,000","198,200,000","194,600,000","192,100,000","211,887,000","184,551,000","191,804,000","182,258,000","195,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,131,600,000","934,900,000","1,216,200,000","956,000,000","1,091,000,000","1,136,300,000","1,124,200,000","1,057,900,000","1,153,100,000","1,132,000,000","1,035,400,000","1,002,200,000","1,082,400,000","922,100,000","883,900,000","746,302,000","674,041,000","727,233,000","721,824,000","552,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-7,500,000","-9,900,000","-10,400,000","-10,600,000","-10,900,000","-11,200,000","-11,400,000","-11,600,000","-13,700,000","-14,600,000","-14,900,000","-15,100,000","-15,200,000","-15,500,000","-15,700,000","-16,337,000","-13,856,000","-13,871,000","-14,136,000","-14,249,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"132,200,000","156,500,000","181,200,000","179,500,000","167,900,000","144,700,000","122,600,000","86,000,000","46,200,000","10,800,000","1,600,000","1,200,000","1,100,000","1,100,000","1,500,000","2,281,000","3,100,000","4,243,000","12,576,000","12,359,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"100,000","-13,400,000","-2,400,000","-6,800,000","-22,000,000","600,000","3,600,000","23,800,000","-22,100,000","-8,400,000","-8,400,000","-4,500,000","-400,000","-1,000,000","-8,000,000","-31,824,000","25,897,000","6,056,000","-16,229,000","5,674,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-19,800,000","3,000,000","-26,100,000","4,300,000","12,300,000","-8,200,000","-8,700,000","-48,900,000","39,300,000","14,500,000","11,200,000","-500,000","-3,900,000","-1,500,000","7,600,000","17,769,000","-11,345,000","24,798,000","-31,000","-7,034,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,236,600,000","1,071,100,000","1,358,500,000","1,122,400,000","1,238,300,000","1,262,200,000","1,230,300,000","1,107,200,000","1,202,800,000","1,134,300,000","1,024,900,000","983,300,000","1,064,000,000","905,200,000","869,300,000","718,191,000","677,837,000","748,459,000","704,004,000","549,715,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,800,000","-12,700,000","-2,700,000","-7,300,000","-6,200,000","9,200,000","6,400,000","-6,000,000",-,"-84,200,000","-75,600,000","12,100,000","46,700,000","10,600,000","-52,300,000","171,034,000","69,834,000","85,511,000","-44,870,000","128,735,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,"-13,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-300,000","-500,000","100,000","50,300,000","-1,200,000","600,000","1,900,000","-1,800,000","2,600,000","49,200,000","7,500,000","2,000,000","-1,200,000","-1,600,000","3,900,000","-500,000","-1,800,000","-9,200,000","-1,600,000","-1,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"1,224,100,000","-3,391,200,000","1,279,100,000","1,147,600,000","1,179,200,000","1,161,500,000","891,500,000","1,076,800,000","1,176,400,000","1,024,400,000","954,800,000","870,900,000","1,082,800,000","-44,200,000","820,900,000","888,725,000","745,871,000","824,770,000","657,534,000","676,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"178,700,000","202,400,000","179,500,000","178,800,000","143,900,000","245,800,000","191,700,000","257,900,000","245,900,000","213,900,000","192,700,000","100,800,000","230,900,000","-111,200,000","167,800,000","284,482,000","78,437,000","-12,500,000","54,781,000","93,716,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"1,045,400,000","-3,593,600,000","1,099,600,000","968,800,000","1,035,300,000","915,700,000","699,800,000","818,900,000","930,500,000","810,500,000","762,100,000","770,100,000","851,900,000","67,000,000","653,100,000","604,243,000","667,434,000","837,270,000","602,753,000","583,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"1,045,400,000","-3,593,600,000","1,099,600,000","968,800,000","1,035,300,000","915,700,000","699,800,000","818,900,000","930,500,000","810,500,000","762,100,000","770,100,000","851,900,000","67,000,000","653,100,000","604,243,000","667,434,000","837,270,000","602,753,000","583,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,045,400,000","-3,593,600,000","1,099,600,000","968,800,000","1,035,300,000","915,700,000","699,800,000","818,900,000","930,500,000","810,500,000","762,100,000","770,100,000","851,900,000","67,000,000","653,100,000","604,243,000","667,434,000","837,270,000","602,753,000","583,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,045,400,000","-3,593,600,000","1,099,600,000","968,800,000","1,035,300,000","915,700,000","699,800,000","818,900,000","930,500,000","810,500,000","762,100,000","770,100,000","851,900,000","67,000,000","653,100,000","604,243,000","667,434,000","837,270,000","602,753,000","583,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,0.976%,-,57.131%,18.305%,11.263%,12.980%,-8.175%,6.337%,9.226%,1109.701%,16.690%,27.449%,27.638%,-91.998%,8.353%,3.602%,1060.392%,213.084%,124.380%,-62.385%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"258,000,000","258,100,000","258,200,000","257,700,000","258,000,000","257,700,000","257,400,000","256,900,000","256,500,000","255,900,000","255,100,000","254,600,000","257,900,000","259,000,000","259,400,000","260,038,000","260,392,000","259,637,000","259,815,000","258,003,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"261,000,000","258,100,000","261,100,000","260,900,000","260,600,000","260,400,000","260,300,000","260,300,000","259,500,000","258,700,000","257,900,000","257,000,000","259,700,000","261,000,000","261,900,000","263,106,000","264,079,000","263,403,000","263,515,000","262,108,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.153%,-0.883%,0.307%,0.231%,0.424%,0.657%,0.931%,1.284%,-0.077%,-0.881%,-1.527%,-2.321%,-1.658%,-0.912%,-0.613%,0.381%,1.384%,1.378%,1.284%,0.884%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),4.052,-13.923,4.259,3.759,4.013,3.553,2.719,3.188,3.628,3.167,2.987,3.025,3.303,0.259,2.518,2.324,2.563,3.225,2.320,2.261,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),4.010,-13.923,4.210,3.708,3.970,3.520,2.690,3.140,3.590,3.130,2.960,2.990,3.280,0.259,2.490,2.293,2.530,3.180,2.290,2.222,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,1.008%,-,56.506%,18.081%,10.585%,12.460%,-9.122%,5.024%,9.451%,1109.956%,18.876%,30.379%,29.644%,-91.865%,8.734%,3.212%,1050.000%,208.738%,122.330%,-62.758%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,302,100,000","-3,822,600,000","1,238,200,000","176,500,000","1,227,800,000","1,074,800,000","857,800,000","1,044,800,000","901,300,000","1,086,500,000","892,600,000","933,200,000","874,800,000","-249,600,000","850,100,000","443,836,000","732,953,000","1,020,663,000","796,248,000","429,247,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.989,-14.811,4.742,0.677,4.711,4.127,3.295,4.014,3.473,4.200,3.461,3.631,3.369,-0.956,3.246,1.687,2.776,3.875,3.022,1.638,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,54.237%,49.407%,57.939%,52.631%,54.552%,56.109%,57.491%,57.554%,59.971%,61.347%,59.623%,60.668%,64.543%,62.267%,62.402%,58.863%,55.815%,60.285%,59.671%,52.944%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,40.824%,35.338%,45.202%,37.971%,43.930%,45.576%,47.339%,45.942%,49.398%,51.544%,49.364%,48.355%,54.554%,51.416%,51.261%,45.846%,43.818%,47.704%,47.642%,39.127%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,37.714%,-135.833%,40.868%,38.480%,41.687%,36.728%,29.468%,35.563%,39.862%,36.905%,36.334%,37.156%,42.936%,3.736%,37.876%,37.119%,43.389%,54.921%,39.783%,41.269%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,46.975%,-144.489%,46.019%,7.010%,49.438%,43.109%,36.121%,45.373%,38.611%,49.472%,42.555%,45.026%,44.091%,-13.918%,49.301%,27.265%,47.648%,66.951%,52.554%,30.373%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"1,184,800,000","988,900,000","1,269,700,000","1,003,200,000","1,133,100,000","1,177,700,000","1,163,000,000","1,096,300,000","1,189,800,000","1,169,300,000","1,071,300,000","1,036,000,000","1,114,100,000","953,400,000","912,700,000","775,642,000","700,683,000","753,930,000","748,645,000","579,221,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,42.743%,37.379%,47.190%,39.846%,45.625%,47.236%,48.972%,47.609%,50.970%,53.242%,51.075%,49.986%,56.151%,53.161%,52.932%,47.649%,45.550%,49.455%,49.412%,40.984%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"53,200,000","54,000,000","53,500,000","47,200,000","42,100,000","41,400,000","38,800,000","38,400,000","36,700,000","37,300,000","35,900,000","33,800,000","31,700,000","31,300,000","28,800,000","29,340,000","26,642,000","26,697,000","26,821,000","26,256,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,131,600,000","934,900,000","1,216,200,000","956,000,000","1,091,000,000","1,136,300,000","1,124,200,000","1,057,900,000","1,153,100,000","1,132,000,000","1,035,400,000","1,002,200,000","1,082,400,000","922,100,000","883,900,000","746,302,000","674,041,000","727,233,000","721,824,000","552,965,000",Upgrade,Financials in USD,Fiscal year is January - December
