Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"13,547,000","12,735,000","13,272,000","12,628,000","18,629,000","17,928,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),11.811%,-4.046%,5.100%,-32.213%,3.910%,-5.493%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"8,329,000","7,990,000","8,795,000","8,635,000","12,070,000","9,806,000",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"5,218,000","4,745,000","4,477,000","3,993,000","6,559,000","8,122,000",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","7,508,000","7,575,000","8,840,000","9,755,000","9,453,000","14,173,000",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"1,986,000","1,871,000","207,000","125,000","555,000","1,339,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"9,494,000","9,446,000","9,047,000","9,880,000","10,008,000","15,512,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-4,276,000","-4,701,000","-4,570,000","-5,887,000","-3,449,000","-7,390,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,-,-,-,"-10,000",-,"-16,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,-,-,-,-,"4,000","50,000",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-825,000","-825,000","-692,000","-579,000","-690,000","306,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"1,359,000","495,000","78,000","185,000","96,000","-66,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-3,742,000","-5,031,000","-5,184,000","-6,291,000","-4,039,000","-7,116,000",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,"150,000","137,000","3,572,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,"723,000",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-3,742,000","-5,031,000","-5,184,000","-5,418,000","-3,902,000","-3,544,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"-56,000","-196,000","-33,000","-332,000","713,000","29,000",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-3,686,000","-4,835,000","-5,151,000","-5,086,000","-4,615,000","-3,573,000",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Discontinued Operations,-,-,-,-,"665,000","265,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-3,686,000","-4,835,000","-5,151,000","-5,086,000","-3,950,000","-3,308,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-3,686,000","-4,835,000","-5,151,000","-5,086,000","-3,950,000","-3,308,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"799,500","454,500","169,700","132,650","99,800","73,850",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"799,500","454,500","169,700","132,650","99,800","73,850",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),265.611%,167.826%,27.931%,32.916%,35.139%,59.848%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-4.610,-10.638,-30.354,-38.342,-39.579,-44.794,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-4.610,-10.638,-30.354,-38.342,-39.579,-44.794,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-1,539,000","-2,415,000","-6,421,000","-4,385,000","-3,557,000","-4,797,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-1.925,-5.314,-37.837,-33.057,-35.641,-64.956,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,38.518%,37.260%,33.733%,31.620%,35.209%,45.303%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-31.564%,-36.914%,-34.433%,-46.619%,-18.514%,-41.220%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-27.209%,-37.966%,-38.811%,-40.276%,-21.203%,-18.452%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-11.360%,-18.963%,-48.380%,-34.724%,-19.094%,-26.757%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-4,116,000","-4,525,000","-4,445,000","-5,701,000","-3,222,000","-7,078,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-30.383%,-35.532%,-33.492%,-45.146%,-17.296%,-39.480%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"160,000","176,000","125,000","186,000","227,000","312,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-4,276,000","-4,701,000","-4,570,000","-5,887,000","-3,449,000","-7,390,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-31.564%,-36.914%,-34.433%,-46.619%,-18.514%,-41.220%,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,-,-,-,-,-,"17,928,000",Upgrade,Financials in USD,Fiscal year is April - March
Advertising Expenses,-,"156,000","156,000","86,000","41,000","35,000",Upgrade,Financials in USD,Fiscal year is April - March
