Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"102,400,000","76,500,000","25,300,000","-43,100,000","34,600,000","54,500,000","32,500,000","37,800,000","33,200,000","33,800,000","26,500,000","33,200,000","9,300,000","5,500,000","5,500,000","2,215,915","7,596,776","5,747,681","6,239,628","4,893,273",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),195.954%,40.367%,-22.154%,-,4.217%,61.243%,22.642%,13.855%,256.989%,514.545%,381.818%,1398.252%,22.420%,-4.309%,-11.854%,-54.715%,-74.720%,43.102%,55.350%,42.239%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"102,400,000","76,500,000","25,300,000","-43,100,000","34,600,000","54,500,000","32,500,000","37,800,000","33,200,000","33,800,000","26,500,000","33,200,000","9,300,000","5,500,000","5,500,000","2,215,915","7,596,776","5,747,681","6,239,628","4,893,273",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","75,800,000","31,300,000","24,300,000","27,000,000","22,600,000","25,700,000","24,900,000","15,100,000","20,000,000","24,300,000","20,200,000","18,800,000","16,000,000","14,400,000","12,300,000","12,227,596","9,331,925","8,815,474","7,925,005","7,268,390",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"86,900,000","93,700,000","84,300,000","95,200,000","85,900,000","103,400,000","95,300,000","98,300,000","77,500,000","75,300,000","64,000,000","61,900,000","40,600,000","43,000,000","34,900,000","33,244,306","30,012,918","23,416,090","21,726,686","20,414,783",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"162,700,000","125,000,000","108,600,000","122,200,000","108,500,000","129,100,000","120,200,000","113,400,000","97,500,000","99,600,000","84,200,000","80,700,000","56,600,000","57,400,000","47,200,000","45,471,902","39,344,843","32,231,564","29,651,691","27,683,173",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-60,300,000","-48,500,000","-83,300,000","-165,300,000","-73,900,000","-74,600,000","-87,700,000","-75,600,000","-64,300,000","-65,800,000","-57,700,000","-47,500,000","-47,300,000","-51,900,000","-41,700,000","-43,255,987","-31,748,067","-26,483,883","-23,412,063","-22,789,900",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-51,250","-16,250","-16,250","-16,250","-16,250",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"14,300,000","13,600,000","14,000,000","12,200,000","10,000,000","9,000,000","7,600,000","5,700,000","3,400,000","1,800,000","1,200,000","600,000","300,000","400,000","500,000","534,780","800,236","965,851","1,299,133","1,162,991",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,"-100,000","-1,300,000","-1,100,000","-2,800,000","-2,900,000","-2,500,000","-2,300,000","-6,900,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-200,000","-100,000",-,"800,000",-,-,"-1,100,000","1,000,000","-200,000","-100,000","-100,000","1,000,000","200,000","200,000","200,000","1,258,033","144,215","307,743","390,009","595,443",Upgrade,Financials in USD,Fiscal year is January - December
