Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"43,086,000","36,275,000","52,121,000","33,053,000","57,994,000","43,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-16.766%,-30.402%,57.689%,-43.006%,34.547%,41.628%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"458,415,000","435,069,000","419,979,000","229,807,000","150,408,000","108,413,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-415,329,000","-398,794,000","-367,858,000","-196,754,000","-92,414,000","-65,310,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","122,379,000","116,497,000","90,306,000","71,096,000","44,169,000","41,058,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"122,379,000","116,497,000","90,306,000","71,096,000","44,169,000","41,058,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-537,708,000","-515,291,000","-458,164,000","-267,850,000","-136,583,000","-106,368,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"49,635,000","49,832,000","8,542,000","1,283,000","2,352,000","6,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-4,728,000","-15,633,000","-11,079,000","-1,325,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-492,801,000","-481,092,000","-460,701,000","-267,892,000","-134,231,000","-99,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-100,000","-13,485,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-522,284,000","-481,192,000","-474,186,000","-267,892,000","-134,231,000","-99,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-522,284,000","-481,192,000","-474,186,000","-267,892,000","-134,231,000","-99,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-522,284,000","-481,192,000","-474,186,000","-267,892,000","-134,231,000","-99,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"95,998,500","88,770,000","76,972,000","70,894,000","55,987,000","47,247,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"95,998,500","88,770,000","76,972,000","70,894,000","55,987,000","47,247,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.022%,15.328%,8.573%,26.626%,18.499%,9.701%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.441,-5.421,-6.160,-3.779,-2.398,-2.107,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.441,-5.421,-6.160,-3.779,-2.398,-2.107,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-363,056,000","-408,071,000","-346,845,000","-237,786,000","-53,497,000","-110,034,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.782,-4.597,-4.506,-3.354,-0.956,-2.329,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-159.351%,-151.521%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1247.988%,-1420.513%,-879.039%,-810.365%,-235.512%,-246.776%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1212.190%,-1326.511%,-909.779%,-810.492%,-231.457%,-230.919%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-842.631%,-1124.937%,-665.461%,-719.408%,-92.246%,-255.282%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-527,523,000","-506,315,000","-450,592,000","-260,959,000","-130,272,000","-100,781,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-224.630%,-233.814%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,185,000","8,976,000","7,572,000","6,891,000","6,311,000","5,587,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-537,708,000","-515,291,000","-458,164,000","-267,850,000","-136,583,000","-106,368,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-235.512%,-246.776%,Upgrade,Financials in USD,Fiscal year is January - December
