Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"4,448,000","3,659,000","2,972,000","4,531,000","3,678,000","4,786,000","4,493,000","5,360,000","3,165,000","3,918,000","3,492,000","3,215,000","3,179,000","3,376,000","3,084,000","739,628",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),20.935%,-23.548%,-33.853%,-15.466%,16.209%,22.154%,28.666%,66.719%,-0.440%,16.055%,13.230%,334.678%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,565,000","1,493,000","1,467,000","993,000","570,000","671,000","654,000","694,000","740,000","731,000","694,000","726,000","890,000","714,000","694,000","237,712",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,883,000","2,166,000","1,505,000","3,538,000","3,108,000","4,115,000","3,839,000","4,666,000","2,425,000","3,187,000","2,798,000","2,489,000","2,289,000","2,662,000","2,390,000","501,916",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,359,000","20,118,000","20,424,000","17,320,000","10,734,000","9,420,000","7,969,000","6,362,000","6,920,000","7,113,000","12,718,000","8,645,000","5,058,000","4,421,000","5,337,000","6,367,404","7,151,788","5,226,264","3,823,197","5,789,199",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,713,000","9,245,000","9,882,000","12,654,000","7,265,000","17,520,000","5,102,000","4,801,000","4,336,000","5,044,000","4,552,000","5,206,000","4,311,000","4,595,000","6,054,000","5,248,073","7,660,979","8,490,418","10,822,924","8,160,904",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"32,072,000","29,363,000","30,306,000","29,974,000","17,999,000","26,940,000","13,071,000","11,163,000","11,256,000","12,157,000","17,270,000","13,851,000","9,369,000","9,016,000","11,391,000","11,615,477","14,812,767","13,716,682","14,646,121","13,950,103",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-29,189,000","-27,197,000","-28,801,000","-26,436,000","-14,891,000","-22,825,000","-9,232,000","-6,497,000","-8,831,000","-8,970,000","-14,472,000","-11,362,000","-7,080,000","-6,354,000","-9,001,000","-11,113,561","-14,812,767","-13,716,682","-14,646,121","-13,950,103",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,996,000","-2,600,000","-2,524,000","-1,962,000","-1,761,000","-1,426,000","-1,124,000","-698,000","-620,000","-542,000","-478,000","-204,000","-205,000","-203,000","-150,000","-201,455","-190,546","-211,050","-254,948","-636,193",Upgrade,Financials in USD,Fiscal year is January - December
