Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"38,753,000","41,921,000","40,523,000","42,971,000","41,465,000","44,302,000","37,924,000","39,622,000","40,264,000","39,657,000","36,693,000","35,821,000","39,536,000","38,145,000","34,292,000","32,688,000","31,694,000","30,678,000","35,397,000","29,772,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-6.540%,-5.374%,6.853%,8.452%,2.983%,11.713%,3.355%,10.611%,1.841%,3.964%,7.002%,9.585%,24.743%,24.340%,-3.122%,9.794%,6.725%,0.855%,43.174%,10.447%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"37,313,000","14,556,000","15,423,000","16,642,000","15,773,000","15,330,000","15,081,000","14,928,000","14,849,000","14,795,000","14,889,000","15,021,000","15,055,000","15,125,000","10,740,000","10,338,000","11,078,000","14,904,000","12,117,000","8,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,440,000","27,365,000","25,100,000","26,329,000","25,692,000","28,972,000","22,843,000","24,694,000","25,415,000","24,862,000","21,804,000","20,800,000","24,481,000","23,020,000","23,552,000","22,350,000","20,616,000","15,774,000","23,280,000","21,123,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","19,112,000","19,806,000","26,527,000","-5,665,000","24,827,000","23,689,000","26,996,000","23,049,000","21,276,000","21,268,000","19,201,000","20,432,000","17,500,000","17,989,000","18,175,000","16,011,000","15,903,000","14,550,000","11,758,000","8,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"7,244,000","7,398,000","8,164,000","7,585,000","7,791,000","8,914,000","8,400,000","7,749,000","7,301,000","6,975,000","6,157,000","5,400,000","7,673,000","7,293,000","6,361,000","6,218,000","5,217,000","4,532,000","6,050,000","4,084,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"26,356,000","27,204,000","34,691,000","1,920,000","32,618,000","32,603,000","35,396,000","30,798,000","28,577,000","28,243,000","25,358,000","25,832,000","25,173,000","25,282,000","24,536,000","22,229,000","21,120,000","19,082,000","17,808,000","13,073,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-24,916,000","161,000","-9,591,000","24,409,000","-6,926,000","-3,631,000","-12,553,000","-6,104,000","-3,162,000","-3,381,000","-3,554,000","-5,032,000","-692,000","-2,262,000","-984,000","121,000","-504,000","-3,308,000","5,472,000","8,050,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,"-154,000","-47,000","-48,000","-50,000","-43,000","-184,000","-228,000","-169,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"406,000","595,000","592,000","577,000","635,000","561,000","539,000","276,000","436,000","96,000",-,-,-,-,-,-,-,-,"279,000","360,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-24,510,000","756,000","-8,999,000","24,986,000","-6,291,000","-3,070,000","-12,014,000","-5,828,000","-2,726,000","-3,285,000","-3,708,000","-5,079,000","-740,000","-2,312,000","-1,027,000","-63,000","-732,000","-3,477,000","5,751,000","8,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-472,000",-,"-748,000",-,-,"-563,000","-2,636,000",-,-,"-2,666,000","-1,458,000","-2,208,000","-2,578,000","-5,549,000","-3,273,000","-2,032,000","-6,238,000","-2,859,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-24,376,000",-,-,"-18,144,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-3,101,000",-,-,"-62,190,000",-,-,-,-,-,-,-,"-600,000",-,-,-,"-2,439,000",-,-,"-318,000","-389,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"5,000,000","-26,000,000",-,-,-,-,-,-,-,"-825,000","3,450,000","13,650,000","4,820,000","14,290,000","-4,150,000","-4,196,000","26,322,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-27,611,000","756,000","-4,471,000","-63,204,000","-7,039,000","-3,070,000","-12,014,000","-6,391,000","-5,362,000","-3,285,000","-3,708,000","-9,170,000","1,252,000","9,130,000","1,215,000","-18,137,000","-8,155,000","-9,705,000","7,373,000","5,162,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,307,000","844,000","43,000","-204,000","-463,000","-329,000","-1,664,000","-1,483,000","-1,187,000","-442,000","-775,000","-3,377,000","694,000","2,599,000","-1,623,000","-2,481,000","-1,744,000","-1,997,000","1,580,000","1,111,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,918,000","-88,000","-4,514,000","-63,000,000","-6,576,000","-2,741,000","-10,350,000","-4,908,000","-4,175,000","-2,843,000","-2,933,000","-5,793,000","558,000","6,531,000","2,838,000","-15,656,000","-6,411,000","-7,708,000","5,793,000","4,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-29,918,000","-88,000","-4,514,000","-63,000,000","-6,576,000","-2,741,000","-10,350,000","-4,908,000","-4,175,000","-2,843,000","-2,933,000","-5,793,000","558,000","6,531,000","2,838,000","-15,656,000","-6,411,000","-7,708,000","5,793,000","4,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-51.010%,-,-,-,28.533%,-47.512%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,768,000","14,839,000","14,698,000","14,647,000","14,635,000","14,688,000","14,653,000","14,640,000","14,603,000","14,555,000","14,466,000","14,438,000","14,429,000","14,393,000","14,343,000","14,275,000","14,205,000","14,199,000","14,202,000","14,280,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,768,000","14,839,000","14,698,000","14,647,000","14,635,000","14,688,000","14,653,000","14,640,000","14,603,000","14,555,000","14,466,000","14,438,000","14,647,000","14,627,000","14,435,000","14,275,000","14,205,000","14,199,000","14,353,000","14,621,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.909%,1.028%,0.307%,0.048%,0.219%,0.914%,1.293%,1.399%,-0.300%,-0.492%,0.215%,1.142%,3.112%,3.014%,0.571%,-2.366%,-1.265%,0.788%,0.272%,2.252%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.026,-0.006,-0.307,-4.301,-0.449,-0.187,-0.706,-0.335,-0.286,-0.195,-0.203,-0.401,0.039,0.454,0.198,-1.097,-0.451,-0.543,0.408,0.284,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.030,-0.010,-0.310,-4.302,-0.450,-0.190,-0.710,-0.339,-0.290,-0.200,-0.203,-0.403,0.039,0.450,0.198,-1.097,-0.451,-0.543,0.400,0.277,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-50.534%,-,-,-,29.032%,-48.407%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"3,800,000","-4,472,000","-1,934,000","1,798,000","5,744,000","-9,750,000","-5,007,000","-2,048,000","1,018,000","1,148,000","-3,195,000","3,345,000","778,000","1,979,000","-2,848,000","2,138,000","5,594,000","3,383,000","322,000","12,754,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.257,-0.301,-0.132,0.123,0.392,-0.664,-0.342,-0.140,0.070,0.079,-0.221,0.232,0.053,0.135,-0.197,0.150,0.394,0.238,0.022,0.872,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,3.716%,65.278%,61.940%,61.272%,61.961%,65.397%,60.234%,62.324%,63.121%,62.693%,59.423%,58.066%,61.921%,60.349%,68.681%,68.374%,65.047%,51.418%,65.768%,70.949%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-64.294%,0.384%,-23.668%,56.803%,-16.703%,-8.196%,-33.100%,-15.406%,-7.853%,-8.526%,-9.686%,-14.048%,-1.750%,-5.930%,-2.869%,0.370%,-1.590%,-10.783%,15.459%,27.039%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-77.202%,-0.210%,-11.139%,-146.611%,-15.859%,-6.187%,-27.291%,-12.387%,-10.369%,-7.169%,-7.993%,-16.172%,1.411%,17.122%,8.276%,-47.895%,-20.228%,-25.125%,16.366%,13.607%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,9.806%,-10.668%,-4.773%,4.184%,13.853%,-22.008%,-13.203%,-5.169%,2.528%,2.895%,-8.707%,9.338%,1.968%,5.188%,-8.305%,6.541%,17.650%,11.027%,0.910%,42.839%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-22,728,000","2,219,000","-7,528,000","27,983,000","-3,384,000","-81,000","-9,002,000","-2,438,000","333,000","328,000","63,000","-1,302,000","2,884,000","1,241,000","2,524,000","3,622,000","3,000,000","390,000","8,233,000","9,582,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-58.648%,5.293%,-18.577%,65.121%,-8.161%,-0.183%,-23.737%,-6.153%,0.827%,0.827%,0.172%,-3.635%,7.295%,3.253%,7.360%,11.081%,9.466%,1.271%,23.259%,32.185%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,188,000","2,058,000","2,063,000","3,574,000","3,542,000","3,550,000","3,551,000","3,666,000","3,495,000","3,709,000","3,617,000","3,730,000","3,576,000","3,503,000","3,508,000","3,501,000","3,504,000","3,698,000","2,761,000","1,532,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,916,000","161,000","-9,591,000","24,409,000","-6,926,000","-3,631,000","-12,553,000","-6,104,000","-3,162,000","-3,381,000","-3,554,000","-5,032,000","-692,000","-2,262,000","-984,000","121,000","-504,000","-3,308,000","5,472,000","8,050,000",Upgrade,Financials in USD,Fiscal year is January - December
