Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"148,442,000","146,033,000","157,074,000","209,819,000","108,085,000","40,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1.766%,-7.029%,-25.138%,94.124%,164.312%,34.800%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,723,000","4,942,000","5,213,000","3,402,000","2,705,000","124,747,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"131,719,000","141,091,000","151,861,000","206,417,000","105,380,000","-83,854,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","118,939,000","131,881,000","145,401,000","143,846,000","126,417,000","105,421,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"138,750,000","138,750,000","148,662,000","160,842,000","150,813,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"257,689,000","270,631,000","294,063,000","304,688,000","277,230,000","105,421,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-125,970,000","-129,540,000","-142,202,000","-98,271,000","-171,850,000","-189,275,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-32,426,000","-23,823,000","-24,996,000","-26,046,000","-27,140,000","-15,647,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"8,438,000","10,943,000","2,359,000","582,000","2,820,000","5,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"18,073,000","-356,000","-83,000","-85,000","206,000","-50,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-87,183,000","-142,776,000","-164,922,000","-123,820,000","-195,964,000","-199,550,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"296,000","323,000","369,000","268,000","309,000","40,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-87,479,000","-143,099,000","-165,291,000","-124,088,000","-196,273,000","-199,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-87,479,000","-143,099,000","-165,291,000","-124,088,000","-196,273,000","-199,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"119,081,000","114,221,000","81,871,000","75,218,000","72,044,000","61,955,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"119,081,000","114,221,000","81,871,000","75,218,000","72,044,000","61,955,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.229%,39.513%,8.845%,4.406%,16.284%,9.114%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.735,-1.253,-2.019,-1.650,-2.724,-3.222,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.080,-1.253,-2.020,-1.650,-2.724,-3.222,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-120,456,000","-92,723,000","-149,672,000","-107,328,000","-160,379,000","-191,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.012,-0.812,-1.828,-1.427,-2.226,-3.083,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.734%,96.616%,96.681%,98.379%,97.497%,-205.057%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-84.861%,-88.706%,-90.532%,-46.836%,-158.995%,-462.854%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-58.931%,-97.991%,-105.231%,-59.140%,-181.591%,-488.079%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-81.147%,-63.495%,-95.288%,-51.153%,-148.382%,-467.141%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-125,634,000","-129,010,000","-141,581,000","-97,482,000","-170,878,000","-188,301,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-84.635%,-88.343%,-90.136%,-46.460%,-158.096%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"336,000","530,000","621,000","789,000","972,000","974,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-125,970,000","-129,540,000","-142,202,000","-98,271,000","-171,850,000","-189,275,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-84.861%,-88.706%,-90.532%,-46.836%,-158.995%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"148,442,000","146,033,000","157,074,000","209,819,000","108,085,000","40,893,000",Upgrade,Financials in USD,Fiscal year is January - December
