Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"62,501,000","64,994,000","73,069,000","68,791,000","45,599,000","36,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"19,000,000","19,519,000","2,674,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"81,501,000","84,513,000","75,743,000","68,791,000","45,599,000","36,629,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),31.515%,11.579%,10.106%,50.861%,24.489%,36.258%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"85,674,000","132,731,000","165,651,000","160,949,000","78,703,000","10,532,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,173,000","-48,218,000","-89,908,000","-92,158,000","-33,104,000","26,097,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","80,336,000","90,981,000","113,656,000","86,843,000","61,166,000","55,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"81,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"80,336,000","90,981,000","113,656,000","86,843,000","61,166,000","136,916,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-84,509,000","-139,199,000","-203,564,000","-179,001,000","-94,270,000","-110,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-9,410,000","-15,315,000","-13,642,000","-15,308,000","-15,326,000","-11,849,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,864,000","3,003,000","1,398,000","649,000","1,518,000","2,559,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-10,730,000","1,021,000","2,344,000","-447,000","-1,189,000","-27,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-101,785,000","-150,490,000","-213,464,000","-194,107,000","-109,267,000","-120,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"39,294,000","6,418,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"2,747,000",-,-,-,-,"18,476,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-2,649,000","-3,143,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-21,482,000",-,-,"-9,540,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-123,169,000","-153,633,000","-213,464,000","-164,353,000","-102,849,000","-101,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"355,000","521,000","449,000","473,000","136,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-123,524,000","-154,154,000","-213,913,000","-164,826,000","-102,985,000","-101,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-123,524,000","-154,154,000","-213,913,000","-164,826,000","-102,985,000","-101,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"75,013,000","93,517,000","127,338,000","100,123,000","56,459,000","61,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-48,511,000","-60,637,000","-86,575,000","-64,703,000","-46,526,000","-39,960,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"9,014,000","8,032,000","8,032,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-57,525,000","-68,669,000","-94,607,000","-64,703,000","-46,526,000","-39,960,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"16,968,846","8,110,906","5,924,967","5,446,684","4,800,348","3,647,458",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"16,968,846","8,110,906","5,924,967","5,446,684","4,800,348","3,647,458",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),144.733%,36.894%,8.781%,13.464%,31.608%,25.884%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.390,-8.466,-15.968,-11.879,-9.692,-10.956,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.390,-8.466,-15.968,-11.879,-9.692,-10.956,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-102,247,000","-128,288,000","-182,116,000","-121,106,000","-85,608,000","-97,306,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-6.026,-15.817,-30.737,-22.235,-17.834,-26.678,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-5.120%,-57.054%,-118.701%,-133.968%,-72.598%,71.247%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-103.691%,-164.707%,-268.756%,-260.210%,-206.737%,-302.544%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-70.582%,-81.253%,-124.905%,-94.057%,-102.033%,-109.094%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-125.455%,-151.797%,-240.439%,-176.049%,-187.741%,-265.653%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-79,978,000","-133,202,000","-196,178,000","-173,899,000","-90,570,000","-107,723,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-98.131%,-157.611%,-259.005%,-252.793%,-198.623%,-294.092%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,531,000","5,997,000","7,386,000","5,102,000","3,700,000","3,096,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-84,509,000","-139,199,000","-203,564,000","-179,001,000","-94,270,000","-110,819,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-103.691%,-164.707%,-268.756%,-260.210%,-206.737%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"62,501,000","84,513,000","75,743,000","68,791,000","45,599,000","36,629,000",Upgrade,Financials in USD,Fiscal year is January - December
