Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"62,898,000","54,116,000","41,374,000","45,059,000","37,095,000","32,196,000","30,888,000","29,339,000","28,075,000",-,"48,487,000","57,249,000","68,217,000","54,617,000","47,407,000","50,983,000","51,139,000","48,430,000","47,769,000","46,687,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),69.559%,68.083%,33.948%,53.581%,32.128%,-,-36.296%,-48.752%,-58.845%,-,2.278%,12.290%,33.395%,12.775%,-0.758%,9.202%,15.248%,8.328%,20.720%,6.662%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"53,305,000","56,391,000","50,924,000","64,310,000","61,879,000","67,944,000","62,307,000","58,955,000","58,259,000",-,"58,749,000","64,064,000","49,999,000","53,458,000","49,591,000","133,845,000","1,189,000","1,494,000","1,370,000","1,725,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"9,593,000","-2,275,000","-9,550,000","-19,251,000","-24,784,000","-35,748,000","-31,419,000","-29,616,000","-30,184,000",-,"-10,262,000","-6,815,000","18,218,000","1,159,000","-2,184,000","-82,862,000","49,950,000","46,936,000","46,399,000","44,962,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","65,619,000","64,776,000","64,223,000","63,588,000","67,801,000","68,203,000","65,950,000","57,086,000","52,420,000",-,"46,788,000","42,075,000","36,065,000","34,965,000","36,778,000","35,738,000","31,951,000","34,971,000","33,139,000","27,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,"65,205,000",-,-,-,-,-,-,-,-,-,-,-,-,"-93,387,000","32,349,000","30,790,000","30,249,000","36,366,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"65,619,000","64,776,000","129,428,000","63,588,000","67,801,000","68,203,000","65,950,000","57,086,000","52,420,000",-,"46,788,000","42,075,000","36,065,000","34,965,000","36,778,000","-57,649,000","64,300,000","65,761,000","63,388,000","63,899,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-56,026,000","-67,051,000","-138,978,000","-82,839,000","-92,585,000","-103,951,000","-97,369,000","-86,702,000","-82,604,000",-,"-57,050,000","-48,890,000","-17,847,000","-33,806,000","-38,962,000","-25,213,000","-14,350,000","-18,825,000","-16,989,000","-18,937,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,777,000","-2,788,000","-2,800,000","-2,821,000","-2,821,000","-2,843,000","-2,850,000","-2,858,000","-2,829,000",-,"-2,515,000","-5,069,000","-4,899,000","-4,852,000","-5,321,000","-4,763,000","-4,767,000","-4,634,000","-4,887,000","-4,598,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,570,000","4,420,000","6,032,000","7,152,000","5,842,000","5,128,000","3,646,000","3,115,000","2,101,000",-,"278,000","236,000","360,000","988,000","409,000","589,000","1,123,000","1,316,000","1,976,000","2,180,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"500,000",-,-,-,"1,400,000",-,-,-,"300,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"520,000","-3,495,000","238,000","874,000","335,000","-201,000","87,000","-528,000","-586,000",-,"26,000","154,000","654,000","216,000","-1,093,000","532,000","553,000","426,000","-190,000","359,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-54,713,000","-68,914,000","-135,508,000","-77,134,000","-89,229,000","-101,867,000","-96,486,000","-85,573,000","-83,918,000",-,"-59,261,000","-53,269,000","-21,732,000","-37,454,000","-44,967,000","-28,855,000","-17,441,000","-21,717,000","-20,090,000","-20,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-123,000","-653,000","-259,000","-11,394,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-16,658,000","1,700,000","-13,864,000","-1,509,000","-8,587,000","3,793,000","-5,085,000","-4,286,000","1,922,000","-9,231,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-54,836,000","-69,567,000","-135,767,000","-88,528,000","-89,229,000","-101,867,000","-96,486,000","-85,573,000","-83,918,000",-,"-75,919,000","-51,569,000","-35,596,000","-38,963,000","-53,554,000","-122,093,000","-22,526,000","-26,003,000","-18,168,000","-30,227,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-84,000","85,000","191,000","68,000","12,000","65,000","78,000","63,000","145,000",-,"52,000","4,000","43,000","49,000","313,000","-471,000","23,000","65,000","-18,976,000","32,000",Upgrade,Financials in USD,Fiscal year is January - December
