Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"173,731,386","139,917,220","110,775,610","133,670,454","124,959,304","26,742,085",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),399.307%,26.307%,-17.128%,6.971%,367.276%,-94.394%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"43,545,993","34,253,032","32,958,203","26,544,074","25,736,349","15,812,092",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"130,185,393","105,664,188","77,817,407","107,126,380","99,222,955","10,929,993",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","25,610,981","22,043,023","35,117,241","18,033,581","14,722,325","13,252,136",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,610,981","22,043,023","35,117,241","18,033,581","14,722,325","13,252,136",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"104,574,412","83,621,165","42,700,166","89,092,799","84,500,630","-2,322,143",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-3,016,817","-15,769,768",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,155,508","4,155,508","1,031,903","101,172","532,085","2,822,232",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,626,453",-,"400,663","117,770","-3,525,846","5,091,256",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"110,356,373","87,776,673","44,132,732","89,311,741","78,490,052","-10,178,423",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-4,981,461",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"110,356,373","87,776,673","44,132,732","89,311,741","73,508,591","-10,178,423",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"24,646,847","19,707,847","10,227,926","19,860,975","17,166,581","-2,937,276",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"85,709,526","68,068,826","33,904,806","69,450,766","56,342,010","-7,241,147",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"85,709,526","68,068,826","33,904,806","69,450,766","56,342,010","-7,241,147",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,100.765%,-51.182%,23.266%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,165,426","71,362,209","72,929,550","75,322,194","79,259,000","81,031,254",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,979,228","71,679,270","73,546,501","76,402,716","79,437,306","82,175,023",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.213%,-2.539%,-3.738%,-3.820%,-3.332%,-0.645%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.204,0.954,0.465,0.922,0.711,-0.089,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.195,0.950,0.456,0.907,0.710,-0.150,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,108.539%,-49.800%,27.812%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"71,458,825","94,777,645","41,611,062","11,444,016","71,503,727","-18,233,397",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.993,1.322,0.566,0.150,0.900,-0.222,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,74.935%,75.519%,70.248%,80.142%,79.404%,40.872%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,60.193%,59.765%,38.547%,66.651%,67.623%,-8.683%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,49.335%,48.649%,30.607%,51.957%,45.088%,-27.078%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,41.132%,67.738%,37.563%,8.561%,57.222%,-68.182%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"105,119,695","84,159,458","43,217,809","89,615,167","85,030,444","-1,795,146",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,60.507%,60.149%,39.014%,67.042%,68.046%,-6.713%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"545,283","538,293","517,643","522,368","529,814","526,997",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"104,574,412","83,621,165","42,700,166","89,092,799","84,500,630","-2,322,143",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,60.193%,59.765%,38.547%,66.651%,67.623%,-8.683%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,22.334%,22.452%,23.175%,22.238%,23.353%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"173,731,386","139,917,220","110,775,610","133,670,454","124,959,304","26,742,085",Upgrade,Financials in USD,Fiscal year is January - December
