Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"3,922,000","23,385,000","50,931,000","27,941,000","19,538,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-83.300%,-54.085%,82.281%,43.008%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"193,260,000","129,508,000","89,536,000","58,158,000","39,698,000","34,319,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-189,338,000","-106,123,000","-38,605,000","-30,217,000","-20,160,000","-34,319,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","35,416,000","28,306,000","23,897,000","20,051,000","15,184,000","9,952,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"35,416,000","28,306,000","23,897,000","20,051,000","15,184,000","9,952,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-224,754,000","-134,429,000","-62,502,000","-50,268,000","-35,344,000","-44,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"46,634,000","21,468,000","3,847,000","506,000","831,000","2,288,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-178,120,000","-112,961,000","-58,655,000","-49,762,000","-34,513,000","-41,983,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"18,000","8,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-178,120,000","-112,961,000","-58,655,000","-49,762,000","-34,495,000","-41,975,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-178,120,000","-112,961,000","-58,655,000","-49,762,000","-34,495,000","-41,975,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-178,120,000","-112,961,000","-58,655,000","-49,762,000","-34,495,000","-41,975,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"76,165,363","57,519,929","41,444,696","35,252,443","24,721,775","12,496,957",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"76,165,363","57,519,929","41,444,696","35,252,443","24,721,775","12,496,957",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),43.064%,38.787%,17.565%,42.597%,97.822%,1206.869%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.339,-1.964,-1.415,-1.412,-1.395,-3.359,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.339,-1.964,-1.420,-1.412,-1.400,-3.359,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-153,270,000","-117,592,000","-90,618,000","-58,423,000","54,970,000","-40,666,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.012,-2.044,-2.186,-1.657,2.224,-3.254,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-75.799%,-108.146%,-103.184%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5730.597%,-574.851%,-122.719%,-179.908%,-180.899%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4541.560%,-483.049%,-115.166%,-178.097%,-176.553%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3907.955%,-502.852%,-177.923%,-209.094%,281.349%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-222,310,000","-131,953,000","-60,401,000","-48,543,000","-33,963,000","-43,026,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-118.594%,-173.734%,-173.830%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,444,000","2,476,000","2,101,000","1,725,000","1,381,000","1,245,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-224,754,000","-134,429,000","-62,502,000","-50,268,000","-35,344,000","-44,271,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-122.719%,-179.908%,-180.899%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"3,922,000","23,385,000","50,931,000","27,941,000","19,538,000",-,Upgrade,Financials in USD,Fiscal year is January - December
