Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"70,717,000","69,558,000","209,908,000","33,917,000",-,"2,340,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-42.303%,-66.863%,518.887%,-,-,105.263%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"130,572,000","129,656,000","189,758,000","159,395,000","141,816,000","107,537,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-59,855,000","-60,098,000","20,150,000","-125,478,000","-141,816,000","-105,197,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","90,257,000","105,888,000","143,494,000","136,242,000","77,231,000","14,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"78,341,000","105,888,000","143,494,000","136,242,000","77,231,000","14,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-138,196,000","-165,986,000","-123,344,000","-261,720,000","-219,047,000","-119,399,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-51,201,000","-46,325,000","-36,731,000","-18,340,000","-4,926,000","-156,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,929,000","10,540,000","2,568,000","66,000","832,000","2,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-3,533,000","-5,528,000","-10,084,000","-6,672,000","24,368,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-129,000","-52,000","-109,000","50,000","-576,000","-255,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"11,638,000","6,404,000","52,913,000","35,111,000","-46,398,000","1,655,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-168,492,000","-200,947,000","-114,787,000","-251,505,000","-245,747,000","-115,902,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-216,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-42,114,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-168,492,000","-200,947,000","-156,901,000","-251,505,000","-245,963,000","-115,902,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"43,658,000","39,106,000","227,000","-21,479,000","327,000","582,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-212,150,000","-240,053,000","-157,128,000","-230,026,000","-246,290,000","-116,484,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-212,150,000","-240,053,000","-157,128,000","-230,026,000","-246,290,000","-116,484,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"91,370,510","81,712,166","78,152,964","76,748,204","65,410,292","49,279,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"91,370,510","81,712,166","78,152,964","76,748,204","65,410,292","49,279,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.443%,4.554%,1.830%,17.334%,32.732%,5.751%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.322,-2.938,-2.011,-2.997,-3.765,-2.364,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.322,-2.938,-2.011,-2.997,-3.765,-2.364,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-134,720,000","-121,902,000","-138,998,000","-236,808,000","-169,530,000","-121,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.474,-1.492,-1.779,-3.086,-2.592,-2.474,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-84.640%,-86.400%,9.599%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-195.421%,-238.630%,-58.761%,-771.648%,-,-5102.521%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-299.999%,-345.112%,-74.856%,-678.203%,-,-4977.949%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-190.506%,-175.252%,-66.219%,-698.199%,-,-5211.068%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-136,868,000","-164,799,000","-122,284,000","-260,750,000","-218,226,000","-118,817,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-193.543%,-236.923%,-58.256%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,328,000","1,187,000","1,060,000","970,000","821,000","582,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-138,196,000","-165,986,000","-123,344,000","-261,720,000","-219,047,000","-119,399,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-195.421%,-238.630%,-58.761%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"70,717,000","69,558,000","209,908,000","33,917,000",-,"2,340,000",Upgrade,Financials in USD,Fiscal year is January - December
