Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,"4,000","83,000","98,000","121,000","95,000","150,000","192,000","135,000","264,000","445,000","682,000","1,445,000","1,018,000","1,249,000","1,126,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-95.789%,-44.667%,-48.958%,-10.370%,-64.015%,-66.292%,-71.848%,-90.657%,-74.067%,-64.371%,-39.432%,-,7.497%,148.805%,19.153%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,"487,000","424,000","442,000","561,000","1,443,000","932,000","974,000","1,409,000","976,000","1,193,000","1,735,000","1,987,000","2,045,000","887,000","1,644,000","1,812,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,"-487,000","-420,000","-359,000","-463,000","-1,322,000","-837,000","-824,000","-1,217,000","-841,000","-929,000","-1,290,000","-1,305,000","-600,000","131,000","-395,000","-686,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","754,000","2,074,000","1,063,000","1,444,000","1,641,000","1,229,000","1,234,000","1,289,000","1,806,000","1,618,000","1,322,000","1,648,000","979,000","1,035,000","1,327,000","1,749,000","1,327,000","1,223,000","1,289,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"754,000","2,074,000","1,063,000","1,444,000","1,641,000","1,229,000","1,234,000","1,289,000","1,806,000","1,618,000","1,322,000","1,648,000","979,000","1,035,000","1,327,000","1,749,000","1,327,000","1,223,000","1,289,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-754,000","-2,074,000","-1,063,000","-1,931,000","-2,061,000","-1,588,000","-1,697,000","-2,611,000","-2,643,000","-2,442,000","-2,539,000","-2,489,000","-1,908,000","-2,325,000","-2,632,000","-2,349,000","-1,196,000","-1,618,000","-1,975,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-13,000","-11,000",-,-,-,-,-,-,-,-,-,"-1,000","-51,000","-246,000","-250,000","-222,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,"1,000",-,-,"7,000","22,000","27,000","21,000","5,000",-,"3,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-9,000","-19,000","2,000","-49,000","2,000","-5,000",-,"18,000","-16,000","-25,000","-1,000","-54,000","-7,000","-16,000","-8,000","1,950,000","-13,000","-7,000","-1,136,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-763,000","-2,093,000","-1,060,000","-1,993,000","-2,070,000","-1,586,000","-1,675,000","-2,566,000","-2,638,000","-2,462,000","-2,540,000","-2,540,000","-1,915,000","-2,341,000","-2,641,000","-450,000","-1,455,000","-1,875,000","-3,333,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"23,000","1,732,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"661,000",-,"-81,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-763,000","-2,093,000","-1,060,000","-1,970,000","-338,000","-1,586,000","-1,675,000","-2,566,000","-2,638,000","-2,462,000","-2,540,000","-2,540,000","-1,915,000","-1,680,000","-2,641,000","-531,000","-1,455,000","-1,875,000","-3,333,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-763,000","-2,093,000","-1,060,000","-1,970,000","-338,000","-1,586,000","-1,675,000","-2,566,000","-2,638,000","-2,462,000","-2,540,000","-2,540,000","-1,915,000","-1,680,000","-2,641,000","-531,000","-1,455,000","-1,875,000","-3,333,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,554,000","-3,477,000","-2,766,000","-2,251,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-763,000","-2,093,000","-1,060,000","-1,970,000","-338,000","-1,586,000","-1,675,000","-2,566,000","-2,638,000","-2,462,000","-2,540,000","-2,540,000","-1,915,000","-1,680,000","-2,641,000","-3,085,000","-4,932,000","-4,641,000","-5,584,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-763,000","-2,093,000","-1,060,000","-1,970,000","-338,000","-1,586,000","-1,675,000","-2,566,000","-2,638,000","-2,462,000","-2,540,000","-2,540,000","-1,915,000","-1,680,000","-2,641,000","-3,085,000","-4,932,000","-4,641,000","-5,584,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"914,000","914,000","853,000","755,600","750,800","751,000","751,000","733,350","731,450","684,600","536,450","494,750","493,200","493,200","464,450","295,300","163,200","158,250","137,750",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"914,000","914,000","853,000","755,600","750,800","751,000","751,000","733,350","731,450","684,600","536,450","494,750","493,200","493,200","464,450","295,300","163,200","158,250","137,750",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.737%,21.704%,13.582%,3.034%,2.645%,9.699%,39.994%,48.226%,48.307%,38.808%,15.502%,67.541%,202.206%,211.659%,237.169%,-,531.042%,599.386%,525.340%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.835,-2.290,-1.243,-2.607,-0.450,-2.112,-2.230,-3.499,-3.607,-3.596,-4.735,-5.134,-3.883,-3.406,-5.686,-10.447,-30.221,-29.327,-40.537,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.835,-2.290,-1.243,-2.607,-0.450,-2.112,-2.230,-3.499,-3.607,-3.596,-4.735,-5.134,-3.883,-3.406,-5.686,-10.447,-30.221,-29.327,-40.537,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-693,000","-2,068,000","-613,000","-2,248,000","-1,835,000","-1,112,000","-1,899,000","-1,579,000","-1,873,000","-1,767,000","-2,964,000","-1,086,000","-2,262,000","-1,949,000","-2,625,000","-4,570,000","-3,891,000","-4,040,000","-5,242,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.758,-2.263,-0.719,-2.975,-2.444,-1.481,-2.529,-2.153,-2.561,-2.581,-5.525,-2.195,-4.586,-3.952,-5.652,-15.476,-23.842,-25.529,-38.054,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-289.888%,-191.349%,-41.522%,12.868%,-31.625%,-60.924%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-51525.000%,-1913.253%,-1731.633%,-2157.851%,-2782.105%,-1628.000%,-1322.396%,-1843.704%,-722.727%,-522.472%,-385.924%,-162.561%,-117.485%,-129.544%,-175.400%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-8450.000%,-1910.843%,-1709.184%,-2120.661%,-2776.842%,-1641.333%,-1322.917%,-1881.481%,-725.379%,-377.528%,-387.243%,-213.495%,-484.479%,-371.577%,-495.915%,-,Upgrade,Financials in USD,Fiscal year is January - December
