Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"7,808,000","6,888,000","5,050,000","5,769,000","17,478,000","5,599,000","5,309,000","4,184,000","6,634,000","4,490,000","3,920,000","713,000","41,000","279,000","286,000","251,000","179,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-55.327%,23.022%,-4.879%,37.882%,163.461%,24.699%,35.434%,486.816%,16080.488%,1509.319%,1270.629%,184.064%,-77.095%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,255,000",-,"25,534,000","24,205,000","1,776,000",-,"29,985,000","28,208,000","26,928,000","25,974,000","24,508,000","22,463,000","20,494,000","18,642,000","18,726,000","16,471,000","16,113,000","13,628,000","11,503,000","13,520,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,553,000","6,888,000","-20,484,000","-18,436,000","15,702,000","5,599,000","-24,676,000","-24,024,000","-20,294,000","-21,484,000","-20,588,000","-21,750,000","-20,453,000","-18,363,000","-18,440,000","-16,220,000","-15,934,000","-13,628,000","-11,503,000","-13,520,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,971,000","7,325,000","7,710,000","7,022,000","8,308,000","8,401,000","8,641,000","7,862,000","7,965,000","7,704,000","7,216,000","6,332,000","5,808,000","4,898,000","4,690,000","4,559,000","2,555,000","1,911,000","2,221,000","1,666,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"23,434,000","23,797,000",-,-,"24,475,000","29,248,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"30,405,000","31,122,000","7,710,000","7,022,000","32,783,000","37,649,000","8,641,000","7,862,000","7,965,000","7,704,000","7,216,000","6,332,000","5,808,000","4,898,000","4,690,000","4,559,000","2,555,000","1,911,000","2,221,000","1,666,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-23,852,000","-24,234,000","-28,194,000","-25,458,000","-17,081,000","-32,050,000","-33,317,000","-31,886,000","-28,259,000","-29,188,000","-27,804,000","-28,082,000","-26,261,000","-23,261,000","-23,130,000","-20,779,000","-18,489,000","-15,539,000","-13,724,000","-15,186,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,"-2,322,000","-499,000","-495,000","-486,000","-658,000","-202,000","-198,000","-258,000","-178,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,495,000","2,870,000","2,439,000","2,660,000","2,753,000","2,793,000","2,669,000","2,376,000","1,839,000","1,225,000","235,000",-,"680,000","645,000","630,000",-,"394,000","14,000","29,000","71,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,235,000","783,000","739,000","678,000","721,000","712,000","720,000","624,000","651,000","650,000","655,000","2,494,000",-,-,-,"901,000","-70,000",-,"1,000","1,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-19,122,000","-20,581,000","-25,016,000","-22,120,000","-13,607,000","-28,545,000","-29,928,000","-28,886,000","-25,769,000","-27,313,000","-26,914,000","-27,910,000","-26,080,000","-23,111,000","-22,986,000","-20,536,000","-18,367,000","-15,723,000","-13,952,000","-15,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-2,398,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"-1,233,000",-,-,-,"-222,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-19,122,000","-22,979,000","-25,016,000","-22,120,000","-13,607,000","-28,545,000","-29,928,000","-28,886,000","-25,769,000","-27,313,000","-26,914,000","-29,143,000","-26,080,000","-23,111,000","-22,986,000","-20,758,000","-18,367,000","-15,723,000","-13,952,000","-15,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"1,986,000","738,000","942,000","560,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,122,000","-22,979,000","-25,016,000","-24,106,000","-14,345,000","-29,487,000","-30,488,000","-28,886,000","-25,769,000","-27,313,000","-26,914,000","-29,143,000","-26,080,000","-23,111,000","-22,986,000","-20,758,000","-18,367,000","-15,723,000","-13,952,000","-15,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,122,000","-22,979,000","-25,016,000","-24,106,000","-14,345,000","-29,487,000","-30,488,000","-28,886,000","-25,769,000","-27,313,000","-26,914,000","-29,143,000","-26,080,000","-23,111,000","-22,986,000","-20,758,000","-18,367,000","-15,723,000","-13,952,000","-15,292,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,602,848","51,580,310","42,428,813","42,232,994","42,025,938","41,825,555","41,811,087","41,804,238","41,672,621","41,515,305","41,370,186","38,046,412","36,971,767","36,847,435","36,817,277","27,725,746","5,884,027","5,418,845","5,154,229","4,764,355",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,602,848","51,580,310","42,428,813","42,232,994","42,025,938","41,825,555","41,811,087","41,804,238","41,672,621","41,515,305","41,370,186","38,046,412","36,971,767","36,847,435","36,817,277","27,725,746","5,884,027","5,418,845","5,154,229","4,764,355",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),48.962%,23.322%,1.477%,1.026%,0.848%,0.747%,1.066%,9.877%,12.715%,12.668%,12.366%,37.224%,528.341%,579.987%,614.312%,481.941%,37.008%,40.700%,33.829%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.305,-0.445,-0.590,-0.571,-0.341,-0.705,-0.729,-0.691,-0.618,-0.658,-0.651,-0.766,-0.705,-0.627,-0.624,-0.749,-3.122,-2.902,-2.707,-3.210,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.305,-0.445,-0.590,-0.571,-0.341,-0.705,-0.729,-0.691,-0.618,-0.658,-0.651,-0.766,-0.705,-0.627,-0.624,-0.749,-3.122,-2.902,-2.707,-3.210,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-21,314,000","-25,554,000","-29,446,000","-27,578,000","-27,292,000","-32,644,000","-31,816,000","-29,193,000","-20,316,000","-29,376,000","271,287,000","11,802,000","-20,732,000","-19,692,000","-24,941,000","-18,144,000","-2,699,000","-14,843,000","-11,783,000","-13,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.340,-0.495,-0.694,-0.653,-0.649,-0.780,-0.761,-0.698,-0.488,-0.708,6.558,0.310,-0.561,-0.534,-0.677,-0.654,-0.459,-2.739,-2.286,-2.794,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,83.927%,100.000%,-,-,89.839%,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-305.482%,-351.829%,-558.297%,-441.290%,-97.729%,-572.424%,-627.557%,-762.094%,-425.972%,-650.067%,-709.286%,-3938.569%,-64051.220%,-8337.276%,-8087.413%,-8278.486%,-10329.050%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-244.903%,-333.609%,-495.366%,-417.854%,-82.075%,-526.648%,-574.270%,-690.392%,-388.438%,-608.307%,-686.582%,-4087.377%,-63609.756%,-8283.513%,-8037.063%,-8270.120%,-10260.894%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-272.976%,-370.993%,-583.089%,-478.038%,-156.151%,-583.033%,-599.284%,-697.729%,-306.241%,-654.254%,6920.587%,1655.259%,-50565.854%,-7058.065%,-8720.629%,-7228.685%,-1507.821%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
