Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"602,000","1,610,000","2,002,000","2,887,000","3,073,000","2,165,000","1,964,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-80.410%,-25.635%,1.935%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,554,000","8,090,000","10,317,000","11,100,000","13,494,000","13,126,000","11,712,000","8,839,000","8,791,000","9,060,000","8,508,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-5,952,000","-6,480,000","-8,315,000","-8,213,000","-10,421,000","-10,961,000","-9,748,000","-8,839,000","-8,791,000","-9,060,000","-8,508,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,456,000","3,556,000","4,318,000","2,951,000","3,237,000","3,011,000","3,451,000","3,271,000","2,766,000","2,822,000","3,225,000","2,877,000","2,793,000","2,595,000","3,103,000","2,521,000","1,790,000","727,000","523,000","286,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,"6,258,000","8,607,000","9,119,000","6,714,000","5,814,000","7,769,000","5,662,000","4,610,000","2,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,456,000","3,556,000","4,318,000","2,951,000","3,237,000","3,011,000","3,451,000","3,271,000","2,766,000","2,822,000","3,225,000","9,135,000","11,400,000","11,714,000","9,817,000","8,335,000","9,559,000","6,389,000","5,133,000","3,134,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,408,000","-10,036,000","-12,633,000","-11,164,000","-13,658,000","-13,972,000","-13,199,000","-12,110,000","-11,557,000","-11,882,000","-11,733,000","-9,135,000","-11,400,000","-11,714,000","-9,817,000","-8,335,000","-9,559,000","-6,389,000","-5,133,000","-3,134,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-71,000","-83,000","-97,000","-106,000","-119,000","-127,000","-131,000","-129,000","-110,000","-94,000","-87,000","-88,000","-88,000","-80,000","-89,000","-78,000","-79,000","-92,000","-74,000","-60,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"808,000","938,000","1,105,000","1,320,000","1,423,000","1,275,000","539,000","1,095,000","266,000","104,000","58,000","39,000","41,000","20,000","19,000","75,000","51,000","35,000","39,000","12,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-8,671,000","-9,181,000","-11,625,000","-9,950,000","-12,354,000","-12,824,000","-12,791,000","-11,144,000","-11,401,000","-11,872,000","-11,762,000","-9,184,000","-11,447,000","-11,774,000","-9,887,000","-8,338,000","-9,587,000","-6,446,000","-5,168,000","-3,182,000",Upgrade,Financials in USD,Fiscal year is January - December
