Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"622,100,000","590,200,000","515,300,000","515,200,000","498,800,000","452,700,000","420,400,000","412,000,000","387,900,000","378,200,000","310,600,000","312,000,000","296,000,000","288,900,000","236,600,000","247,900,000","258,500,000","302,400,000","237,100,000","244,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),24.719%,30.373%,22.574%,25.049%,28.590%,19.699%,35.351%,32.051%,31.047%,30.910%,31.276%,25.857%,14.507%,-4.464%,-0.211%,1.557%,16.389%,64.796%,71.315%,85.639%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"203,000,000","200,300,000","166,900,000","146,000,000","153,400,000","157,300,000","148,000,000","125,700,000","113,800,000","140,700,000","106,800,000","91,500,000","96,900,000","77,900,000","76,100,000","69,600,000","71,800,000","83,300,000","60,400,000","57,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"419,100,000","389,900,000","348,400,000","369,200,000","345,400,000","295,400,000","272,400,000","286,300,000","274,100,000","237,500,000","203,800,000","220,500,000","199,100,000","211,000,000","160,500,000","178,300,000","186,700,000","219,100,000","176,700,000","186,300,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","234,300,000","242,000,000","243,100,000","218,900,000","204,200,000","221,800,000","242,700,000","182,900,000","186,300,000","182,800,000","200,700,000","156,500,000","154,600,000","143,200,000","129,000,000","106,500,000","112,500,000","96,500,000","117,800,000","101,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"234,300,000","242,000,000","243,100,000","218,900,000","204,200,000","221,800,000","242,700,000","182,900,000","186,300,000","182,800,000","200,700,000","156,500,000","154,600,000","143,200,000","129,000,000","106,500,000","112,500,000","96,500,000","117,800,000","101,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"184,800,000","147,900,000","105,300,000","150,300,000","141,200,000","73,600,000","29,700,000","103,400,000","87,800,000","54,700,000","3,100,000","64,000,000","44,500,000","67,800,000","31,500,000","71,800,000","74,200,000","122,600,000","58,900,000","85,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-1,100,000","-1,100,000",-,-,"-1,100,000","-1,100,000","-1,200,000","-2,200,000","-2,600,000","-6,600,000","-6,600,000","-6,200,000","-6,400,000","-7,800,000","-8,500,000","-8,300,000","-8,200,000","-8,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,400,000","22,800,000","23,400,000","20,000,000","14,500,000","10,700,000","9,800,000","8,400,000","200,000","1,600,000","1,000,000","700,000","800,000","900,000","1,400,000","1,600,000","2,700,000","3,600,000","4,700,000","5,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"208,200,000","170,700,000","127,600,000","169,200,000","155,700,000","84,300,000","38,400,000","110,700,000","86,800,000","54,100,000","1,500,000","58,100,000","38,700,000","62,500,000","26,500,000","65,600,000","68,400,000","117,900,000","55,400,000","82,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-16,900,000","-19,900,000","1,600,000","29,000,000","-40,100,000","37,300,000","2,200,000","7,200,000","11,100,000","-7,400,000","19,900,000","28,400,000","-8,200,000",-,"700,000","-5,500,000","-7,000,000","11,300,000","-16,500,000","-7,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-49,700,000","-88,700,000",-,-,-,-,-,-,"-70,000,000",-,-,-,-,-,"-18,400,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"190,300,000","98,600,000","34,500,000","198,200,000","115,600,000","121,600,000","-103,300,000","117,900,000","97,900,000","-23,300,000","21,400,000","-13,800,000","30,500,000","57,500,000","27,200,000","41,700,000","-57,100,000","83,200,000","38,900,000","38,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"60,500,000","33,600,000","-8,900,000","50,500,000","32,500,000","26,100,000","-26,700,000","28,900,000","29,400,000","-6,400,000","7,500,000","-6,500,000","8,000,000","15,200,000","-4,900,000","-306,200,000","500,000","3,600,000","1,500,000","4,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"129,800,000","65,000,000","43,400,000","147,700,000","83,100,000","95,500,000","-76,600,000","89,000,000","68,500,000","-16,900,000","13,900,000","-7,300,000","22,500,000","42,300,000","32,100,000","347,900,000","-57,600,000","79,600,000","37,400,000","34,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"129,800,000","65,000,000","43,400,000","147,700,000","83,100,000","95,500,000","-76,600,000","89,000,000","68,500,000","-16,900,000","13,900,000","-7,300,000","22,500,000","42,300,000","32,100,000","347,900,000","-57,600,000","79,600,000","37,400,000","34,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,56.197%,-31.937%,-,65.955%,21.314%,-,-,-,204.444%,-,-56.698%,-,-,-46.859%,-14.171%,923.235%,-,55.166%,-,88.074%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"101,100,000","100,800,000","99,800,000","98,400,000","97,900,000","97,600,000","97,100,000","96,300,000","95,800,000","95,600,000","95,300,000","94,900,000","94,700,000","94,600,000","94,200,000","93,500,000","93,300,000","93,000,000","92,600,000","92,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"104,300,000","103,900,000","103,600,000","102,300,000","101,100,000","100,200,000","97,100,000","100,800,000","99,000,000","95,600,000","97,600,000","94,900,000","97,700,000","97,700,000","98,200,000","97,200,000","93,300,000","98,200,000","97,000,000","97,200,000",Upgrade,Financials in USD,Fiscal year is January - December
