Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"31,466,000","30,989,000","25,478,000","15,345,000","1,718,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1.631%,21.630%,66.035%,793.190%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"102,780,000","101,322,000","81,421,000","74,998,000","50,506,000","42,266,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-71,314,000","-70,333,000","-55,943,000","-59,653,000","-48,788,000","-42,266,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","63,267,000","61,152,000","56,845,000","37,278,000","19,149,000","12,156,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-11,957,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"51,310,000","61,152,000","56,845,000","37,278,000","19,149,000","12,156,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-122,624,000","-131,485,000","-112,788,000","-96,931,000","-67,937,000","-54,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-17,104,000","-16,895,000","-10,672,000","-2,582,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,916,000","8,113,000","2,354,000","80,000","499,000","354,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"332,000","1,385,000","-1,868,000","900,000","-37,000","-53,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-134,480,000","-138,882,000","-122,974,000","-98,533,000","-67,475,000","-54,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-4,000,000","-4,000,000","107,375,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-61,000","-61,000","-828,000","-243,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-140,491,000","-142,943,000","-16,427,000","-98,776,000","-67,475,000","-54,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"-1,538,000","3,389,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-140,491,000","-141,405,000","-19,816,000","-98,776,000","-67,475,000","-54,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"8,880,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-140,491,000","-141,405,000","-19,816,000","-98,776,000","-76,355,000","-54,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,966,961","53,746,518","39,072,599","36,697,171","27,270,055","13,628,194",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"56,966,961","53,746,518","39,072,599","36,697,171","27,270,055","13,628,194",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.083%,37.556%,6.473%,34.569%,100.100%,33.298%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.466,-2.631,-0.507,-2.692,-2.800,-3.971,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.466,-2.631,-0.507,-2.692,-2.800,-3.971,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-115,933,000","-118,120,000","-114,660,000","-58,366,000","-60,912,000","-49,021,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.035,-2.198,-2.935,-1.590,-2.234,-3.597,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-226.638%,-226.961%,-219.574%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-389.703%,-424.296%,-442.688%,-631.678%,-3954.424%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-446.485%,-456.307%,-77.777%,-643.702%,-4444.412%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-368.439%,-381.168%,-450.035%,-380.358%,-3545.518%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-118,925,000","-126,128,000","-111,414,000","-96,576,000","-67,603,000","-54,144,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,699,000","5,357,000","1,374,000","355,000","334,000","278,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-122,624,000","-131,485,000","-112,788,000","-96,931,000","-67,937,000","-54,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"31,466,000","30,989,000","25,478,000","15,345,000","1,718,000",-,Upgrade,Financials in USD,Fiscal year is January - December
