Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,-,"9,434,000","18,437,000","32,166,000","6,829,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-48.831%,-42.682%,371.021%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"191,998,000","167,512,000","105,767,000","75,463,000","50,523,000","38,845,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-191,998,000","-167,512,000","-96,333,000","-57,026,000","-18,357,000","-32,016,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","63,518,000","46,542,000","32,810,000","21,967,000","12,944,000","10,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"63,518,000","46,542,000","32,810,000","21,967,000","12,944,000","10,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-255,516,000","-214,054,000","-129,143,000","-78,993,000","-31,301,000","-42,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-484,000","-1,434,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"41,212,000","27,620,000","8,713,000","466,000","2,279,000","2,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"324,000","199,000","-1,891,000","358,000","1,396,000","282,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-213,980,000","-186,235,000","-122,321,000","-78,169,000","-28,110,000","-41,618,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"146,000","3,550,000","-2,934,000","-719,000","4,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-988,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-213,834,000","-182,685,000","-125,255,000","-78,888,000","-29,094,000","-41,618,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-446,000","-292,000","118,000","-6,000","-257,000","-23,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-213,388,000","-182,393,000","-125,373,000","-78,882,000","-28,837,000","-41,595,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"437,000","1,795,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-213,388,000","-182,393,000","-125,810,000","-80,677,000","-28,837,000","-41,595,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"75,789,992","66,889,005","60,542,142","43,627,452","36,028,125","29,155,228",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"75,789,992","66,889,005","60,542,142","43,627,452","36,028,125","29,155,228",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.162%,10.483%,38.771%,21.093%,23.573%,8.923%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.816,-2.727,-2.078,-1.849,-0.800,-1.427,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.816,-2.727,-2.078,-1.849,-0.800,-1.427,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-158,990,000","-150,944,000","-101,324,000","-71,552,000","-50,761,000","-5,954,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.098,-2.257,-1.674,-1.640,-1.409,-0.204,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-57.069%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-1368.910%,-428.448%,-97.311%,-627.017%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-1333.581%,-437.582%,-89.651%,-609.094%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-1074.030%,-388.089%,-157.809%,-87.187%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-252,738,000","-210,513,000","-127,519,000","-78,087,000","-30,657,000","-42,390,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-95.309%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,778,000","3,541,000","1,624,000","906,000","644,000","429,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-255,516,000","-214,054,000","-129,143,000","-78,993,000","-31,301,000","-42,819,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-97.311%,-,Upgrade,Financials in USD,Fiscal year is January - December
