Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,000,000",-,"2,018,000","4,005,000","6,414,000","2,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),11011.111%,-,-49.613%,-37.558%,132.055%,-77.771%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,450,000","13,595,000","12,357,000","12,624,000","11,015,000","15,119,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-10,450,000","-13,595,000","-10,339,000","-8,619,000","-4,601,000","-12,355,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,545,000","11,907,000","12,201,000","11,443,000","7,251,000","8,537,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,545,000","11,907,000","12,201,000","11,443,000","7,251,000","8,537,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-23,995,000","-25,502,000","-22,540,000","-20,062,000","-11,852,000","-20,892,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-7,000","-13,000","-15,000","-12,000","-692,000","-1,827,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,224,000","472,000","352,000","1,000","12,000","53,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"152,000","574,000","915,000","1,609,000","-270,000","828,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-22,626,000","-24,469,000","-21,288,000","-18,464,000","-12,802,000","-21,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-1,600,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-296,000","-1,497,000","-3,585,000","2,448,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"313,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-22,609,000","-25,966,000","-24,873,000","-17,616,000","-12,802,000","-21,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"100,000",-,"200,000","115,000",-,"100,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-22,709,000","-25,966,000","-25,073,000","-17,731,000","-12,802,000","-21,938,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"4,403,000","5,716,000","5,909,000","4,744,000","4,303,000","8,894,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-18,306,000","-20,250,000","-19,164,000","-12,987,000","-8,499,000","-13,044,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"4,869,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-18,306,000","-20,250,000","-19,164,000","-12,987,000","-8,499,000","-17,913,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,612,257","2,084,973","1,919,788","1,566,204","1,178,448","757,301",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,612,257","2,084,973","1,919,788","1,566,204","1,178,448","757,301",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.142%,8.604%,22.576%,32.904%,55.612%,143.324%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-7.008,-9.712,-9.982,-8.292,-7.212,-23.654,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.008,-9.712,-9.982,-8.292,-7.212,-23.654,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,396,000","-19,081,000","-16,043,000","-19,308,000","-18,000,000","-23,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.956,-9.152,-8.357,-12.328,-15.274,-30.487,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-215.206%,-71.734%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2399.500%,-,-1116.947%,-500.924%,-184.783%,-755.861%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1830.600%,-,-949.653%,-324.270%,-132.507%,-648.082%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2339.600%,-,-794.995%,-482.097%,-280.636%,-835.311%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-23,905,000","-25,412,000","-22,448,000","-19,973,000","-11,758,000","-20,853,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-183.318%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"90,000","90,000","92,000","89,000","94,000","39,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-23,995,000","-25,502,000","-22,540,000","-20,062,000","-11,852,000","-20,892,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-184.783%,-,Upgrade,Financials in USD,Fiscal year is January - December
