Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"32,871,000","26,823,000","14,240,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),36.792%,88.364%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"299,456,000","298,407,000","281,614,000","256,973,000","220,811,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-266,585,000","-271,584,000","-267,374,000","-256,973,000","-220,811,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","140,392,000","119,903,000","121,673,000","121,445,000","115,105,000","102,007,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"214,262,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"140,392,000","119,903,000","121,673,000","121,445,000","115,105,000","316,269,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-406,977,000","-391,487,000","-389,047,000","-378,418,000","-335,916,000","-316,269,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"38,692,000","33,344,000","12,793,000","836,000","6,611,000","14,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"6,577,000","6,055,000","16,600,000","21,072,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-361,708,000","-352,088,000","-359,654,000","-356,510,000","-329,305,000","-301,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"889,136,000",-,"127,853,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"727,428,000","-352,088,000","-231,801,000","-356,510,000","-329,305,000","-301,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"53,120,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"674,308,000","-352,088,000","-231,801,000","-356,510,000","-329,305,000","-301,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"1,961,225,000","1,935,000","-110,064,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"674,308,000","-352,088,000","-231,801,000","1,604,715,000","-327,370,000","-411,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"674,308,000","-352,088,000","-231,801,000","1,604,715,000","-327,370,000","-411,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,513,651","55,651,487","54,789,435","60,447,346","68,997,879","59,994,539",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,167,699","55,651,487","54,789,435","60,447,346","68,997,879","59,994,539",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.175%,1.573%,-9.360%,-12.392%,15.007%,4.487%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),11.932,-6.327,-4.231,26.547,-4.745,-6.858,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),11.798,-6.327,-4.231,26.547,-4.745,-6.858,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-330,114,000","-297,061,000","-314,359,000","-413,061,000","-304,865,000","-382,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-5.774,-5.338,-5.738,-6.833,-4.418,-6.378,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1238.103%,-1459.520%,-2732.072%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,2051.377%,-1312.635%,-1627.816%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1004.271%,-1107.486%,-2207.577%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-401,288,000","-384,864,000","-380,483,000","-369,178,000","-326,126,000","-308,181,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,689,000","6,623,000","8,564,000","9,240,000","9,790,000","8,088,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-406,977,000","-391,487,000","-389,047,000","-378,418,000","-335,916,000","-316,269,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"32,871,000","26,823,000","14,240,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
