Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"280,496,000","297,146,000","333,253,000","475,699,000","546,649,000","398,772,000",Upgrade,Financials in CAD,Fiscal year is April - March
Revenue Growth (YoY),-6.169%,-10.835%,-29.945%,-12.979%,37.083%,76.182%,Upgrade,Financials in CAD,Fiscal year is April - March
Cost of Revenue,"193,608,000","217,250,000","316,580,000","551,997,000","459,404,000","298,367,000",Upgrade,Financials in CAD,Fiscal year is April - March
Gross Profit,"86,888,000","79,896,000","16,673,000","-76,298,000","87,245,000","100,405,000",Upgrade,Financials in CAD,Fiscal year is April - March
"Selling, General & Admin","171,686,000","194,662,000","309,833,000","447,285,000","572,867,000","672,897,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Expenses,"188,804,000","208,842,000","335,155,000","493,971,000","664,016,000","993,173,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Income,"-101,916,000","-128,946,000","-318,482,000","-570,269,000","-576,771,000","-892,768,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest Expense,"-88,173,000","-105,352,000","-126,157,000","-103,942,000","-8,459,000","-6,716,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,"9,424,000","16,235,000","24,282,000","6,601,000","21,367,000","66,327,000",Upgrade,Financials in CAD,Fiscal year is April - March
Earnings From Equity Investments,-,-,-,"-100,000","-52,629,000","-64,420,000",Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-3,187,000","704,000","1,816,000","3,113,000","-18,013,000","-1,245,000",Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-289,475,000","-172,679,000","-145,304,000","847,652,000","-446,993,000","91,895,000",Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-473,327,000","-390,038,000","-563,845,000","183,055,000","-1,081,498,000","-806,927,000",Upgrade,Financials in CAD,Fiscal year is April - March
Merger & Restructuring Charges,"-80,843,000","-40,421,000","-574,239,000","-449,017,000","-567,271,000","-716,175,000",Upgrade,Financials in CAD,Fiscal year is April - March
Impairment of Goodwill,"-42,081,000","-42,081,000","-1,727,679,000","-40,748,000",-,-,Upgrade,Financials in CAD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,"40,625,000","18,270,000","-252,153,000",-,-,"39,485,000",Upgrade,Financials in CAD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"2,400,000","-6,800,000","634,000","22,290,000",Upgrade,Financials in CAD,Fiscal year is April - March
Asset Writedown,"-17,266,000","-17,266,000","-14,614,000","-26,065,000","-6,634,000","-60,020,000",Upgrade,Financials in CAD,Fiscal year is April - March
Other Unusual Items,"-8,816,000","181,000","43,972,000","71,717,000","-29,192,000","12,293,000",Upgrade,Financials in CAD,Fiscal year is April - March
