Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"10,612,000","16,101,000","18,561,000","7,651,000","12,281,000","6,837,000","2,296,000",-,-,"1,331,000","1,408,000",-,"768,000",-,"724,000",-,"19,273,000","198,890,000","21,863,000","9,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,"12,000","183,000","111,000","53,000","85,000","63,000","71,000","188,000","537,000",-,"251,000","143,000","170,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"10,612,000","16,101,000","18,573,000","7,834,000","12,392,000","6,890,000","2,381,000","63,000","71,000","1,519,000","1,945,000",-,"1,019,000","143,000","894,000",-,"19,273,000","198,890,000","21,863,000","9,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-14.364%,133.687%,680.050%,12334.921%,17353.521%,353.588%,22.416%,-,-93.032%,962.238%,117.562%,-,-94.713%,-99.928%,-95.911%,-,116.308%,1395.863%,75.311%,-48.049%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,781,000","28,946,000","25,864,000","-124,249,000","9,126,000","6,697,000","5,512,000","-194,843,000","53,149,000","1,745,000","8,310,000",-,"93,064,000","99,860,000","83,419,000",-,"141,749,000","157,862,000","155,148,000","162,894,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,169,000","-12,845,000","-7,291,000","132,083,000","3,266,000","193,000","-3,131,000","194,906,000","-53,078,000","-226,000","-6,365,000",-,"-92,045,000","-99,717,000","-82,525,000",-,"-122,476,000","41,028,000","-133,285,000","-152,897,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","45,709,000","56,249,000","51,374,000","71,971,000","47,429,000","47,106,000","44,074,000","63,265,000","33,402,000","45,428,000","43,591,000",-,"42,229,000","54,984,000","63,569,000",-,"68,046,000","68,628,000","73,248,000","76,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"17,230,000","19,298,000","20,027,000","142,785,000","51,843,000","24,804,000","34,980,000","171,299,000",-,"55,107,000","70,390,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,"-92,930,000","-102,000,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
