Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"2,384,113","4,490,090","4,853,678","1,468,457","-188,597","117,989",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-60.852%,-7.491%,230.529%,-,-,-99.804%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"23,227,133","22,498,009","23,049,047","21,544,963","13,074,399","13,959,397",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"-20,843,020","-18,007,919","-18,195,369","-20,076,506","-13,262,996","-13,841,408",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","11,090,733","12,270,046","15,290,836","16,511,942","17,336,913","9,765,372",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"11,090,733","12,270,046","15,290,836","16,511,942","17,336,913","9,765,372",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-31,933,753","-30,277,965","-33,486,205","-36,588,448","-30,599,909","-23,606,780",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-12,172","-17,114","-20,013","-29,682","-23,440","-20,141",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"383,789","376,843","691,981","29,963","23,572","1,200,898",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-231,597","59,753","-429,971","389,868","-212,526",-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-8,341,874","-7,659,474","4,532,468",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-40,135,607","-37,517,957","-28,711,740","-36,198,299","-30,812,303","-22,426,023",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"7,781,844","7,781,844",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"-2,784,192",-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-32,353,763","-29,736,113","-28,711,740","-36,198,299","-33,596,495","-22,426,023",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,"-4,674,999",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-32,353,763","-29,736,113","-24,036,741","-36,198,299","-33,596,495","-22,426,023",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-32,353,763","-29,736,113","-24,036,741","-36,198,299","-33,596,495","-22,426,023",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"16,615,698","14,697,096","10,890,159","9,543,762","9,466,004","9,387,391",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"16,615,698","14,697,096","10,890,159","9,543,762","9,466,004","9,387,391",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),44.181%,34.958%,14.108%,0.821%,0.837%,8.083%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-1.947,-2.023,-2.207,-3.793,-3.549,-2.389,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-1.947,-2.023,-2.207,-3.793,-3.549,-2.389,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-32,613,787","-31,503,967","-29,705,273","-30,184,123","-22,653,713","41,263,535",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-1.963,-2.144,-2.728,-3.163,-2.393,4.396,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-1339.440%,-674.329%,-689.914%,-2491.625%,-,-20007.611%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1357.057%,-662.261%,-495.227%,-2465.057%,-,-19006.876%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-1367.963%,-701.633%,-612.016%,-2055.499%,-,34972.358%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-31,601,245","-29,938,890","-33,197,874","-36,461,780","-30,548,788","-23,542,577",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"332,508","339,075","288,331","126,668","51,121","64,203",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-31,933,753","-30,277,965","-33,486,205","-36,588,448","-30,599,909","-23,606,780",Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,"4,490,090","4,490,090","4,853,678","1,468,457","-188,597","117,989",Upgrade,Financials in USD,Fiscal year is July - June
