Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,1,"260,501","123,440","3,100,605","698,468","1,122,740",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-100.000%,111.035%,-96.019%,343.915%,-37.789%,-72.216%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,019,962","13,618,348","12,034,985","11,359,104","893,802","2,552,711",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-13,019,961","-13,357,847","-11,911,545","-8,258,499","-195,334","-1,429,971",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,043,973","6,731,945","6,217,063","6,507,641","2,623,158","4,268,177",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,043,973","6,731,945","6,217,063","6,507,641","2,623,158","4,268,177",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,063,934","-20,089,792","-18,128,608","-14,766,140","-2,818,492","-5,698,148",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-19,923","-29,402","-24,835",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"498,685","1,060,909","74,453",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-19,565,249","-19,028,883","-18,054,155","-14,786,063","-2,847,894","-5,722,983",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,565,249","-19,028,883","-18,054,155","-14,786,063","-2,847,894","-5,722,983",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,565,249","-19,028,883","-18,054,155","-14,786,063","-2,847,894","-5,722,983",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,543,793","5,333,096","4,223,099","3,034,867","1,368,764","1,363,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,543,793","5,333,096","4,223,099","3,034,867","1,368,764","1,363,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.137%,26.284%,39.153%,121.723%,0.387%,2.084%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.990,-3.568,-4.275,-4.872,-2.081,-4.197,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.990,-3.568,-4.275,-4.872,-2.081,-4.197,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-17,244,923","-18,099,281","-17,594,358","-14,297,051","-1,129,355","-338,290",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.635,-3.394,-4.166,-4.711,-0.825,-0.248,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-266.351%,-27.966%,-127.364%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2006393400.000%,-7711.983%,-14686.170%,-476.234%,-403.525%,-507.522%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1956524900.000%,-7304.726%,-14625.855%,-476.877%,-407.734%,-509.734%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1724492300.000%,-6947.874%,-14253.368%,-461.105%,-161.690%,-30.131%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,037,661","-19,912,394","-18,121,885",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"26,273","177,398","6,723",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-20,063,934","-20,089,792","-18,128,608","-14,766,140","-2,818,492","-5,698,148",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,1,"260,501","123,440","3,100,605","698,468","1,122,740",Upgrade,Financials in USD,Fiscal year is January - December
