Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"91,592,000","94,396,000","74,877,000","117,553,000","113,739,000","107,382,000","104,061,000","107,199,000","108,637,000","97,231,000","97,529,000","117,130,000","103,747,000","104,031,000","88,845,000","116,680,000","103,468,000","89,432,000","79,943,000","126,301,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-19.472%,-12.093%,-28.045%,9.659%,4.696%,10.440%,6.697%,-8.479%,4.713%,-6.537%,9.774%,0.386%,0.270%,16.324%,11.135%,-7.618%,-21.117%,-12.506%,16.315%,-3.360%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"29,827,000","30,388,000","25,815,000","39,376,000","32,785,000","19,777,000","12,847,000","10,446,000","11,545,000","11,452,000","10,822,000","31,851,000","10,907,000","12,163,000","15,484,000","17,164,000","21,692,000","22,076,000","30,266,000","37,550,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"61,765,000","64,008,000","49,062,000","78,177,000","80,954,000","87,605,000","91,214,000","96,753,000","97,092,000","85,779,000","86,707,000","85,279,000","92,840,000","91,868,000","73,361,000","99,516,000","81,776,000","67,356,000","49,677,000","88,751,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","36,113,000","36,564,000","37,605,000","46,967,000","32,346,000","31,584,000","31,117,000","28,390,000","28,619,000","30,124,000","28,861,000","28,687,000","27,742,000","27,052,000","27,652,000","33,782,000","34,928,000","34,243,000","36,450,000","38,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"36,113,000","36,564,000","37,605,000","46,967,000","32,346,000","31,584,000","31,117,000","28,390,000","28,619,000","30,124,000","28,861,000","28,687,000","27,742,000","27,052,000","27,652,000","33,782,000","34,928,000","34,243,000","36,450,000","38,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"25,652,000","27,444,000","11,457,000","31,210,000","48,608,000","56,021,000","60,097,000","68,363,000","68,473,000","55,655,000","57,846,000","56,592,000","65,098,000","64,816,000","45,709,000","65,734,000","46,848,000","33,113,000","13,227,000","50,061,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-9,421,000","-7,466,000","-7,231,000","-8,423,000","-9,839,000","-1,840,000","-1,527,000","-1,526,000","-1,524,000","-2,207,000","-2,341,000","-7,951,000","-7,841,000","-7,732,000","-7,626,000","-7,521,000","-7,419,000","-7,318,000","-7,220,000","-7,123,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,152,000","1,369,000","1,169,000","1,194,000","1,748,000","8,757,000","7,272,000","5,446,000","2,807,000","1,018,000","230,000","180,000","178,000","172,000","196,000","220,000","231,000","276,000","777,000","565,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,000","-4,000",-,-,-,-,"19,000","-18,000","151,000","-681,000","730,000","-2,566,000","2,164,000","-3,166,000","2,390,000","417,000","-2,616,000","-467,000","-3,439,000","4,823,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"17,385,000","21,343,000","5,395,000","23,981,000","40,517,000","62,938,000","65,861,000","72,265,000","69,907,000","53,785,000","56,465,000","46,255,000","59,599,000","54,090,000","40,669,000","58,850,000","37,044,000","25,604,000","3,345,000","48,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-16,000","-2,467,000","-437,000","11,379,000","-8,585,000","-48,711,000",-,-,-,-,-,-,"73,000","282,000","-311,000","-14,150,000","-1,232,000",-,-,"32,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-200,000",-,"-400,000",-,"-500,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"17,369,000","18,876,000","4,958,000","30,360,000","31,932,000","-1,076,222,000","65,861,000","72,265,000","69,907,000","53,785,000","56,465,000","46,255,000","59,672,000","54,372,000","40,358,000","44,500,000","35,812,000","25,204,000","3,345,000","47,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,723,000","19,736,000","9,120,000","32,105,000","17,982,000","13,256,000","20,147,000","23,398,000","19,590,000","16,705,000","17,664,000","4,881,000","3,827,000","-336,931,000","432,000","1,296,000","1,389,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"3,646,000","-860,000","-4,162,000","-1,745,000","13,950,000","-1,089,478,000","45,714,000","48,867,000","50,317,000","37,080,000","38,801,000","41,374,000","55,845,000","391,303,000","39,926,000","43,204,000","34,423,000","25,204,000","3,345,000","47,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"3,646,000","-860,000","-4,162,000","-1,745,000","13,950,000","-1,089,478,000","45,714,000","48,867,000","50,317,000","37,080,000","38,801,000","41,374,000","55,845,000","391,303,000","39,926,000","43,204,000","34,423,000","25,204,000","3,345,000","47,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"658,000","1,371,000","27,291,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"3,646,000","-860,000","-4,162,000","-1,087,000","15,321,000","-1,062,187,000","45,714,000","48,867,000","50,317,000","37,080,000","38,801,000","41,374,000","55,845,000","391,303,000","39,926,000","43,204,000","34,423,000","25,204,000","3,345,000","47,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"3,646,000","-860,000","-4,162,000","-1,087,000","15,321,000","-1,062,187,000","45,714,000","48,867,000","50,317,000","37,080,000","38,801,000","41,374,000","55,845,000","391,303,000","39,926,000","43,204,000","34,423,000","25,204,000","3,345,000","47,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-76.203%,-,-,-,-69.551%,-,17.817%,18.110%,-9.899%,-90.524%,-2.818%,-4.236%,62.232%,1452.543%,1093.602%,-9.725%,66.713%,105.194%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"159,706,000","159,014,000","157,700,000","156,014,000","155,886,000","155,367,000","154,452,000","153,337,000","153,066,000","153,304,000","157,821,000","165,496,000","162,742,000","161,948,000","160,967,000","160,071,000","159,846,000","159,407,000","158,374,000","154,380,645",Upgrade,Financials in USD,Fiscal year is January - December
