Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Sep '19 Sep 30, 2019",2018 - 2017,,
Revenue,"29,870,461","46,471,478","64,855,025","57,099,884","50,033,200","46,096,684",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),-51.769%,-28.346%,13.582%,14.124%,8.540%,-8.482%,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,"28,999,691","44,719,984","58,627,728","51,461,354","42,494,047","36,416,772",Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"870,770","1,751,494","6,227,297","5,638,530","7,539,153","9,679,912",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","3,606,828","3,793,123","2,900,950","3,242,485","2,674,009","3,501,374",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"763,760","568,470","1,224,344","8,000","54,000",-,Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"4,370,588","4,361,593","4,125,294","3,250,485","2,728,009","3,501,374",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-3,499,818","-2,610,099","2,102,003","2,388,045","4,811,144","6,178,538",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,-,-,-,"-57,671","-242,877","-223,657",Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,"873,389","99,190","24,860","462,014","57,984","89,197",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Equity Investments,"4,016","4,016","40,196","69,494","32,093","89,197",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-104,044","127,354","206,304","501,395","1,147,005","808,644",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-2,726,457","-2,379,539","2,373,363","3,363,277","5,805,349","6,941,919",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,"-5,523,365","-5,523,365","-812,804",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-8,249,822","-7,902,904","1,560,559","3,363,277","5,805,349","6,941,919",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,"-17,152","219,166","194,302","255,133","864,908","1,033,440",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-8,232,670","-8,122,070","1,366,257","3,108,144","4,940,441","5,908,479",Upgrade,Financials in USD,Fiscal year is October - September
Minority Interest in Earnings,"370,997","341,450","-289,564","44,724","123,269","-576,161",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-7,861,673","-7,780,620","1,076,693","3,152,868","5,063,710","5,332,318",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-7,861,673","-7,780,620","1,076,693","3,152,868","5,063,710","5,332,318",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-65.850%,-37.736%,-5.037%,3.149%,Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"7,150,000","7,150,000","7,150,000","6,817,857","6,000,000","6,000,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"7,150,000","7,150,000","7,150,000","6,817,857","6,000,000","6,000,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),-,-,4.872%,13.631%,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-1.100,-1.088,0.151,0.462,0.844,0.889,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-1.100,-1.100,0.150,0.450,0.844,0.889,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-66.667%,-46.679%,-5.037%,3.149%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"1,036,920","-1,536,474","9,421,919","-3,146,530","4,626,248","-1,196,585",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,0.145,-0.215,1.318,-0.462,0.771,-0.199,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,2.915%,3.769%,9.602%,9.875%,15.068%,20.999%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-11.717%,-5.617%,3.241%,4.182%,9.616%,13.403%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-26.319%,-16.743%,1.660%,5.522%,10.121%,11.568%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,3.471%,-3.306%,14.528%,-5.511%,9.246%,-2.596%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-2,373,423","-1,467,035","3,326,675","3,589,274","5,916,732","7,366,711",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-7.946%,-3.157%,5.129%,6.286%,11.826%,15.981%,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"1,126,395","1,143,064","1,224,672","1,201,229","1,105,588","1,188,173",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-3,499,818","-2,610,099","2,102,003","2,388,045","4,811,144","6,178,538",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-11.717%,-5.617%,3.241%,4.182%,9.616%,13.403%,Upgrade,Financials in USD,Fiscal year is October - September
Effective Tax Rate,-,-,12.451%,7.586%,14.898%,14.887%,Upgrade,Financials in USD,Fiscal year is October - September
Advertising Expenses,-,-,-,-,"2,488",-,Upgrade,Financials in USD,Fiscal year is October - September
