Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"11,707,000","1,554,000","3,883,000","31,272,000","8,771,000","22,904,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),869.925%,-59.979%,-87.583%,256.539%,-61.705%,17655.039%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,777,000","23,541,000","12,682,000","20,381,000","27,913,000","40,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-5,070,000","-21,987,000","-8,799,000","10,891,000","-19,142,000","-17,674,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,293,000","7,373,000","7,445,000","8,451,000","11,091,000","8,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-41,000","-55,000",-,"-524,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,252,000","7,318,000","7,445,000","7,927,000","11,091,000","8,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-11,322,000","-29,305,000","-16,244,000","2,964,000","-30,233,000","-25,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,316,000","1,631,000","1,440,000","132,000","1,081,000","1,439,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-10,006,000","-27,674,000","-14,804,000","3,096,000","-29,152,000","-24,511,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"436,000","436,000","-119,000","125,000","-138,000","-65,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,570,000","-27,238,000","-14,923,000","3,221,000","-29,290,000","-24,576,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"33,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,570,000","-27,238,000","-14,923,000","3,221,000","-29,290,000","-24,609,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,570,000","-27,238,000","-14,923,000","3,221,000","-29,290,000","-24,609,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"27,860,453","27,087,081","23,128,722","23,063,493","22,574,688","19,534,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"27,860,453","27,087,081","23,128,722","23,566,182","22,574,688","19,534,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.560%,17.114%,-1.856%,4.392%,15.563%,9.330%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.343,-1.006,-0.645,0.140,-1.297,-1.260,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.348,-1.010,-0.650,0.140,-1.300,-1.260,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-17,864,000","-9,655,000","-7,834,000","-25,690,000","-23,097,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.660,-0.417,-0.332,-1.138,-1.182,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-43.307%,-,-226.603%,34.827%,-218.242%,-77.165%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-96.711%,-1885.779%,-418.336%,9.478%,-344.693%,-113.299%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-81.746%,-1752.767%,-384.316%,10.300%,-333.941%,-107.444%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-1149.550%,-248.648%,-25.051%,-292.897%,-100.843%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,145,000","-28,963,000","-15,682,000","3,844,000","-29,287,000","-25,063,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-95.199%,-,-,12.292%,-,-109.426%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"177,000","342,000","562,000","880,000","946,000","887,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-11,322,000","-29,305,000","-16,244,000","2,964,000","-30,233,000","-25,950,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-96.711%,-,-,9.478%,-,-113.299%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,554,000","1,554,000","3,883,000","31,272,000","8,771,000","22,904,000",Upgrade,Financials in USD,Fiscal year is January - December
