Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,114,000","13,530,000","23,537,000","33,416,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.533%,-49.426%,8.072%,51.781%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,"33,163,000","14,644,000",-,-,"18,206,000","15,009,000",-,-,"11,774,000","13,417,000",-,"13,837,000","16,457,000","21,655,000",-,"19,549,000","13,703,000","18,960,000","31,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"-33,163,000","-14,644,000",-,-,"-18,206,000","-15,009,000",-,-,"-11,774,000","-13,417,000",-,"-13,837,000","-16,457,000","-21,655,000",-,"6,565,000","-173,000","4,577,000","2,261,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,323,000","13,808,000","12,264,000","10,875,000","16,422,000","11,260,000","11,103,000",-,"12,198,000","13,922,000","10,959,000",-,"14,010,000","15,484,000","12,786,000",-,"19,825,000","16,931,000","18,036,000","16,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"24,084,000","12,186,000","12,126,000","28,890,000","31,731,000","11,433,000","9,601,000",-,"38,568,000","11,742,000","10,670,000",-,"11,981,000","13,669,000","10,849,000",-,"12,168,000","10,576,000","10,218,000","9,834,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"35,407,000","25,994,000","24,390,000","39,765,000","48,153,000","22,693,000","20,704,000",-,"50,766,000","25,664,000","21,629,000",-,"25,991,000","29,153,000","23,635,000",-,"31,993,000","27,507,000","28,254,000","25,967,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-35,407,000","-59,157,000","-39,034,000","-39,765,000","-48,153,000","-40,899,000","-35,713,000",-,"-50,766,000","-37,438,000","-35,046,000",-,"-39,828,000","-45,610,000","-45,290,000",-,"-25,428,000","-27,680,000","-23,677,000","-23,706,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,052,000","-9,215,000","-8,231,000","-7,063,000","-7,916,000","-7,932,000","-7,933,000",-,"-4,932,000","-4,927,000","-4,941,000",-,"-4,911,000","-4,910,000","-4,897,000",-,"-6,882,000","-5,978,000","-5,903,000","-5,811,000",Upgrade,Financials in USD,Fiscal year is January - December
