Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,-,-,"16,000,000",-,-,-,-,-,-,-,-,-,-,-,-,"12,059",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,"20,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,-,"20,000","16,000,000",-,-,-,-,-,-,-,-,-,-,-,-,"12,059",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,317,231","906,680","1,493,659","1,111,645","1,085,010","1,392,099","438,283","841,617","1,332,153","567,227","707,928","1,001,633","1,628,467","1,439,922","1,280,242","717,616","985,880","631,114","938,041","997,855",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,317,231","-886,680","14,506,341","-1,111,645","-1,085,010","-1,392,099","-438,283","-841,617","-1,332,153","-567,227","-707,928","-1,001,633","-1,628,467","-1,439,922","-1,280,242","-705,557","-985,880","-631,114","-938,041","-997,855",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,380,997","1,537,973","1,296,441","880,550","1,415,844","1,097,294","1,269,458","1,777,957","2,033,367","1,801,878","1,664,791","1,279,025","1,338,616","1,305,865","1,300,143","1,100,514","1,021,325","1,090,327","1,032,603","1,118,752",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,380,997","1,537,973","1,296,441","880,550","1,415,844","1,097,294","1,269,458","1,777,957","2,033,367","1,801,878","1,664,791","1,279,025","1,338,616","1,305,865","1,300,143","1,100,514","1,021,325","1,090,327","1,032,603","1,118,752",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,698,228","-2,424,653","13,209,900","-1,992,195","-2,500,854","-2,489,393","-1,707,741","-2,619,574","-3,365,520","-2,369,105","-2,372,719","-2,280,658","-2,967,083","-2,745,787","-2,580,385","-1,806,071","-2,007,205","-1,721,441","-1,970,644","-2,116,607",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-11,132",-,-,-,"-8,599",-,-,-,"-4,973",-,"-2,033",-686,"-4,186",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"248,840","342,102","223,047","45,525","49,912","45,087","33,465","47,576","7,861","1,237",217,"1,141",259,332,250,224,331,"4,340","18,444","10,157",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-59,929","-18,861","8,066","-65,652","105,715","-25,888","14,666","-19,646","-1,424,165",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,509,317","-2,101,412","13,441,013","-2,023,454","-2,345,227","-2,470,194","-1,659,610","-2,600,243","-4,781,824","-2,367,868","-2,372,502","-2,284,490","-2,966,824","-2,747,488","-2,580,821","-1,810,033","-2,006,874","-1,717,101","-1,952,200","-2,106,450",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,"-100,000",-,-,-,"-414,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-4,037,811",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-28,379",-,-,-,"4,211",-,-,"4,211",-,-,-,-,"113,717",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"1,103,991","-120,234","12,194","-126,454","-1,513,400","-143,619","-208,926","-15,424","-337,515","-32,943","-1,196,723","47,476","-68,006","204,473","570,203","936,776",-,-,-,"-500,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,413,326","-2,221,646","13,453,207","-2,178,287","-5,762,941","-2,613,813","-1,868,536","-2,611,456","-5,119,339","-2,400,811","-3,565,014","-6,374,825","-3,034,830","-2,543,015","-2,010,618","-1,173,540","-2,006,874","-1,717,101","-1,952,200","-2,606,450",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"90,319",-,-,-,"-113,010",-,-,-,"-192,603",-,-,-,"12,055",-,-,-,"95,396",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,413,326","-2,221,646","13,453,207","-2,268,606","-5,762,941","-2,613,813","-1,868,536","-2,498,446","-5,119,339","-2,400,811","-3,565,014","-6,182,222","-3,034,830","-2,543,015","-2,010,618","-1,185,595","-2,006,874","-1,717,101","-1,952,200","-2,701,846",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,413,326","-2,221,646","13,453,207","-2,268,606","-5,762,941","-2,613,813","-1,868,536","-2,498,446","-5,119,339","-2,400,811","-3,565,014","-6,182,222","-3,034,830","-2,543,015","-2,010,618","-1,185,595","-2,006,874","-1,717,101","-1,952,200","-2,701,846",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"530,985",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,413,326","-2,221,646","13,453,207","-2,268,606","-6,293,926","-2,613,813","-1,868,536","-2,498,446","-5,119,339","-2,400,811","-3,565,014","-6,182,222","-3,034,830","-2,543,015","-2,010,618","-1,185,595","-2,006,874","-1,717,101","-1,952,200","-2,701,846",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,214,950","4,170,627","2,881,796","835,967","789,656","365,530","207,052","157,990","94,282","36,294","35,153","36,284","29,732","20,739","20,439","13,216","12,632","12,610","12,569","10,498",Upgrade,Financials in USD,Fiscal year is January - December
