Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
"Selling, General & Admin","1,685,608","3,206,517","8,659,692","2,786,236","2,422,082","2,828,549","2,700,742","2,177,849","2,904,448","2,498,957","4,405,555","3,036,781","6,021,160","3,629,090","5,697,514","2,698,904","1,916,250","1,304,527","1,379,620","373,077",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"206,999","219,591","565,962","1,307,385","1,011,055","1,353,095","1,361,683","101,822","-7,293,978","2,906,896","4,976,517","5,778,212","24,378,318","5,647,798","2,516,027","14,699,775","1,795,684","1,089,177","1,548,831","752,762",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,892,607","3,426,108","9,225,654","4,093,621","3,433,137","4,181,644","4,062,425","2,279,671","-4,389,530","5,405,853","9,382,072","8,814,993","30,399,478","9,276,888","8,213,541","17,398,679","3,711,934","2,393,704","2,928,451","1,125,839",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,892,607","-3,426,108","-9,225,654","-4,093,621","-3,433,137","-4,181,644","-4,062,425","-2,279,671","4,389,530","-5,405,853","-9,382,072","-8,814,993","-30,399,478","-9,276,888","-8,213,541","-17,398,679","-3,711,934","-2,393,704","-2,928,451","-1,125,839",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-66,202","-7,048","-1,021","-4,973","-8,987","-6,193",-863,"-3,218","-5,605","-2,395",-742,"-2,954","-5,144","-2,197","-1,203,404","-2,302,174","-2,332,839","-155,784",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,229,218,228,224,-,-,"1,873","4,686","2,664",926,139,"1,173",-,-,403,484,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,874","-4,332",-653,-495,-,"-2,615","-1,114","6,560",-,-,"-239,301","-536,637",-568,898,"532,653",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,895,252","-3,430,222","-9,292,281","-4,100,940","-3,434,158","-4,189,232","-4,070,653","-2,274,618","4,391,331","-5,408,145","-9,626,839","-9,352,852","-30,400,788","-9,278,944","-7,685,629","-17,400,392","-4,915,338","-4,695,878","-5,261,290","-1,281,623",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-2,351,988",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
