Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","4,685,726","4,212,189","6,134,390","6,571,950","4,413,049","5,056,300",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,844,340","3,480,053","4,931,164","7,529,490","2,888,925","2,120,120",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,"538,577",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,530,066","7,692,242","11,065,554","14,101,440","7,301,974","7,714,997",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,530,066","-7,692,242","-11,065,554","-14,101,440","-7,301,974","-7,714,997",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"44,021","51,772","67,283",-,"31,160","6,972",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-275,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-786,-,"451,140","-59,583","23,622",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,486,831","-7,640,470","-10,547,131","-14,161,023","-7,247,192","-7,708,300",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-20,748","-204,920","-824,822","-152,682","49,376","3,664",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,507,579","-7,845,390","-11,371,953","-14,313,705","-7,197,816","-7,704,636",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,507,579","-7,845,390","-11,371,953","-14,313,705","-7,197,816","-7,704,636",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-990,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,507,579","-7,845,390","-11,370,963","-14,313,705","-7,197,816","-7,704,636",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,636,344","3,409,190","1,197,521","893,226","494,513","366,583",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,636,344","3,409,190","1,197,521","893,226","494,513","366,583",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),113.150%,184.687%,34.067%,80.627%,34.898%,82.160%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.332,-2.301,-9.495,-16.025,-14.555,-21.017,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.332,-2.301,-9.495,-16.025,-14.555,-21.017,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,021,644","-8,447,094","-9,297,854","-12,090,129","-6,133,198","-4,947,215",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.423,-2.478,-7.764,-13.535,-12.403,-13.495,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-14,100,397","-7,300,931","-7,713,772",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"1,043","1,043","1,225",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,530,066","-7,692,242","-11,065,554","-14,101,440","-7,301,974","-7,714,997",Upgrade,Financials in USD,Fiscal year is January - December
