Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Operating Revenue,"1,109,823,000","1,125,046,000","1,127,618,000","1,086,770,000","943,324,000","962,936,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Revenue,"836,000","311,000","107,000","42,000","41,000","74,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue,"1,110,659,000","1,125,357,000","1,127,725,000","1,086,812,000","943,365,000","963,010,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-1.452%,-0.210%,3.764%,15.206%,-2.040%,-1.308%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"488,546,000","492,786,000","494,883,000","458,942,000","389,670,000","406,554,000",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"622,113,000","632,571,000","632,842,000","627,870,000","553,695,000","556,456,000",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","265,201,000","259,467,000","252,415,000","259,702,000","223,695,000","236,306,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"296,743,000","290,142,000","285,040,000","291,794,000","253,859,000","265,301,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"325,370,000","342,429,000","347,802,000","336,076,000","299,836,000","291,155,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-57,253,000","-67,160,000","-69,164,000","-64,287,000","-82,328,000","-96,224,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-1,144,000","756,000","-2,336,000","-1,052,000","1,366,000","-1,625,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"266,973,000","276,025,000","276,302,000","270,737,000","218,874,000","193,306,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,"-5,100,000",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Impairment of Goodwill,-,-,"-48,805,000","-300,000","-1,247,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,"-321,412,000","-757,000","-1,187,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,"-2,122,000","-12,327,000","-2,155,000",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"266,973,000","276,025,000","-93,915,000","262,458,000","204,113,000","191,151,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"61,024,000","66,686,000","-11,609,000","57,077,000","39,431,000","48,870,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"205,949,000","209,339,000","-82,306,000","205,381,000","164,682,000","142,281,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"205,949,000","209,339,000","-82,306,000","205,381,000","164,682,000","142,281,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,-,-,-,24.714%,15.744%,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"49,777,500","49,757,000","49,889,000","50,259,000","50,210,000","50,723,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"50,175,000","50,178,000","49,889,000","50,842,000","50,605,000","51,140,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),0.883%,0.579%,-1.874%,0.468%,-1.046%,-1.782%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),4.137,4.207,-1.650,4.086,3.280,2.805,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),4.100,4.170,-1.650,4.040,3.250,2.780,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,-,-,-,24.308%,16.906%,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"254,637,000","239,376,000","221,932,000","250,280,000","213,364,000","202,564,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,5.075,4.771,4.449,4.923,4.216,3.961,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,56.013%,56.211%,56.117%,57.772%,58.694%,57.783%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,29.295%,30.428%,30.841%,30.923%,31.784%,30.234%,Upgrade,Financials in USD,Fiscal year is April - March
