Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"500,919,000","659,825,000","494,333,000","439,718,000","750,530,000","318,754,000","319,290,000","335,035,000","264,306,000","224,818,000","213,259,000","258,535,000","187,633,000","220,553,000","177,566,000","163,562,000","125,853,000","103,962,000","99,476,000","71,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-33.258%,107.001%,54.823%,31.245%,183.963%,41.783%,49.719%,29.590%,40.863%,1.934%,20.101%,58.065%,49.089%,112.148%,78.501%,128.180%,79.633%,132.504%,198.781%,240.803%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"85,905,000","68,672,000","65,976,000","85,858,000","84,309,000","85,370,000","54,869,000","51,266,000","41,116,000","40,808,000","35,627,000","37,664,000","32,663,000","38,755,000","31,062,000","23,024,000","21,797,000","19,929,000","13,302,000","12,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"415,014,000","591,153,000","428,357,000","353,860,000","666,221,000","233,384,000","264,421,000","283,769,000","223,190,000","184,010,000","177,632,000","220,871,000","154,970,000","181,798,000","146,504,000","140,538,000","104,056,000","84,033,000","86,174,000","59,505,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","220,993,000","248,397,000","210,797,000","198,123,000","199,175,000","214,689,000","183,659,000","210,344,000","235,859,000","169,984,000","154,471,000","186,382,000","142,075,000","145,323,000","146,859,000","184,402,000","185,728,000","145,597,000","142,462,000","172,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"270,926,000","294,142,000","260,995,000","272,141,000","253,179,000","248,526,000","230,569,000","262,039,000","245,371,000","205,712,000","169,893,000","229,050,000","194,572,000","182,635,000","185,899,000","150,358,000","143,527,000","137,295,000","153,870,000","185,106,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"491,919,000","542,539,000","471,792,000","470,264,000","452,354,000","463,215,000","414,228,000","472,383,000","481,230,000","375,696,000","324,364,000","415,432,000","336,647,000","327,958,000","332,758,000","334,760,000","329,255,000","282,892,000","296,332,000","357,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-76,905,000","48,614,000","-43,435,000","-116,404,000","213,867,000","-229,831,000","-149,807,000","-188,614,000","-258,040,000","-191,686,000","-146,732,000","-194,561,000","-181,677,000","-146,160,000","-186,254,000","-194,222,000","-225,199,000","-198,859,000","-210,158,000","-298,073,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-34,376,000","-33,258,000","-35,253,000","-31,338,000","-30,893,000","-30,035,000","-28,955,000","-29,913,000","-41,084,000","-42,609,000","-42,362,000","-36,816,000","-40,274,000","-33,416,000","-32,515,000","-28,517,000","-28,731,000","-27,248,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"32,146,000","29,182,000","29,645,000","30,406,000","25,425,000","21,075,000","18,655,000","14,077,000","7,820,000","1,899,000","1,012,000","495,000","225,000","409,000","450,000","1,092,000","2,072,000","3,165,000","5,480,000","7,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-27,961,000","-54,338,000","-14,622,000","-21,118,000","-40,814,000","-36,818,000","-9,988,000","-9,367,000","-30,203,000","-41,180,000","-20,113,000","-23,842,000","-1,201,000","-4,730,000","-27,972,000","-9,368,000","2,423,000","-493,000","-1,079,000","2,949,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-107,096,000","-9,800,000","-63,665,000","-138,454,000","167,585,000","-275,609,000","-170,095,000","-213,817,000","-321,507,000","-273,576,000","-208,195,000","-254,724,000","-222,927,000","-183,897,000","-246,291,000","-231,015,000","-249,435,000","-223,435,000","-205,757,000","-287,871,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-1,567,000","-1,367,000","78,000","767,000","-16,844,000","1,400,000","-2,267,000","6,796,000","-7,850,000","-1,097,000","-31,161,000","-5,578,000","18,691,000","-4,434,000","47,016,000","-12,584,000","-3,017,000","45,532,000","24,111,000","11,288,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,"-76,586,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
