Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"8,594,000","8,548,000","19,283,000","13,977,000","30,111,000","25,074,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-6.526%,-55.671%,37.962%,-53.582%,20.089%,64.151%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"15,959,000","31,068,000","38,450,000","33,801,000","29,115,000","30,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-7,365,000","-22,520,000","-19,167,000","-19,824,000","996,000","-5,829,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,977,000","14,364,000","15,915,000","14,449,000","13,611,000","14,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"11,977,000","14,364,000","15,915,000","14,449,000","13,611,000","14,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,342,000","-36,884,000","-35,082,000","-34,273,000","-12,615,000","-19,944,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,955,000","-2,792,000","-2,399,000","-2,148,000","-2,237,000","-2,501,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,159,000","2,129,000","898,000","156,000","517,000","1,074,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,069,000","9,923,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,069,000","-27,624,000","-36,583,000","-36,265,000","-14,335,000","-21,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"1,250,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,069,000","-27,624,000","-35,333,000","-36,265,000","-14,335,000","-21,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-17,069,000","-27,624,000","-35,333,000","-36,265,000","-14,335,000","-21,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,"13,753,000","793,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-17,069,000","-27,624,000","-35,333,000","-36,265,000","-582,000","-20,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-17,069,000","-27,624,000","-35,333,000","-36,265,000","-582,000","-20,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"30,554,250","26,256,000","22,777,000","22,505,000","19,946,000","17,804,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"30,554,250","26,520,000","22,777,000","22,505,000","19,946,000","17,804,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.313%,16.433%,1.209%,12.830%,12.030%,11.392%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.559,-1.052,-1.551,-1.611,-0.029,-1.156,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.672,-1.205,-1.551,-1.611,-0.030,-1.156,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-21,895,000","-34,466,000","-26,391,000","-37,505,000","-38,912,000","10,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.717,-1.300,-1.159,-1.667,-1.951,0.615,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-85.699%,-263.453%,-99.398%,-141.833%,3.308%,-23.247%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-225.064%,-431.493%,-181.932%,-245.210%,-41.895%,-79.541%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-198.615%,-323.163%,-183.234%,-259.462%,-1.933%,-82.069%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-254.771%,-403.205%,-136.861%,-268.334%,-129.229%,43.655%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-19,393,000","-36,853,000","-34,963,000","-33,985,000","-12,318,000","-19,653,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-225.657%,-,-181.315%,-243.149%,-40.909%,-78.380%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"-51,000","31,000","119,000","288,000","297,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-19,342,000","-36,884,000","-35,082,000","-34,273,000","-12,615,000","-19,944,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-225.064%,-,-181.932%,-245.210%,-41.895%,-79.540%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"8,594,000","8,548,000","19,283,000","13,977,000","30,111,000","25,074,000",Upgrade,Financials in USD,Fiscal year is January - December
