Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"28,587,000","15,843,000","106,483,000","524,002,000","37,514,000","7,281,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-74.453%,-85.122%,-79.679%,1296.817%,415.231%,-35.475%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"182,663,000","212,597,000","193,853,000","161,841,000","122,400,000","94,737,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-154,076,000","-196,754,000","-87,370,000","362,161,000","-84,886,000","-87,456,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","58,767,000","74,591,000","55,059,000","56,290,000","42,580,000","33,544,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-4,070,000","-4,369,000","-6,051,000","-5,830,000","-2,040,000","140,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"47,716,000","70,222,000","49,008,000","50,460,000","40,540,000","33,684,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-201,792,000","-266,976,000","-136,378,000","311,701,000","-125,426,000","-121,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-64,576,000","-41,557,000","-11,704,000","-7,474,000","-3,825,000","-3,810,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"24,348,000","19,562,000","609,000","162,000","938,000","3,547,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"5,548,000","-1,691,000","23,235,000","29,660,000","-13,613,000","-268,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"2,760,000","-160,000","483,000","-2,530,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-236,472,000","-290,662,000","-121,478,000","333,889,000","-141,443,000","-124,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"300,000","3,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"1,578,000","-15,895,000","-7,081,000","-4,083,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-234,894,000","-306,557,000","-128,259,000","332,806,000","-141,443,000","-124,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,607,000","1,921,000","-1,470,000","3,217,000","-16,419,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-239,501,000","-308,478,000","-126,789,000","329,589,000","-125,024,000","-124,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-239,501,000","-308,478,000","-126,789,000","329,589,000","-125,024,000","-124,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,388,334","47,670,986","46,735,045","45,986,467","44,466,365","39,999,450",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"48,388,334","47,670,986","46,735,045","46,840,972","44,466,365","39,999,450",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.000%,2.003%,-0.226%,5.340%,11.167%,12.233%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.950,-6.471,-2.713,7.167,-2.812,-3.105,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.950,-6.471,-2.713,7.040,-2.812,-3.110,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-184,791,000","-153,083,000","-162,748,000","270,521,000","-142,099,000","-104,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.819,-3.211,-3.482,5.775,-3.196,-2.608,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-82.051%,69.114%,-226.278%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-705.887%,-1685.135%,-128.075%,59.485%,-334.345%,-1663.782%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-837.797%,-1947.093%,-119.070%,62.898%,-333.273%,-1705.823%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-646.416%,-966.250%,-152.839%,51.626%,-378.789%,-1432.976%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-189,319,000","-255,076,000","-127,841,000","319,000,000","-114,778,000","-114,471,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-120.058%,60.878%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"12,473,000","11,900,000","8,537,000","7,299,000","10,648,000","6,669,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-201,792,000","-266,976,000","-136,378,000","311,701,000","-125,426,000","-121,140,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-128.075%,59.485%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,0.967%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"28,587,000","15,843,000","106,483,000","524,002,000","37,514,000","7,281,000",Upgrade,Financials in USD,Fiscal year is January - December
