Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,565",-,"1,202",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153.053%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,563,774","1,625,821","2,123,778","2,225,038","1,142,160","1,005,715","3,510,252","6,384,190","4,570,562","3,229,584","1,902,832","2,848,101","805,392","754,302","219,592","256,907","1,053,769","898,887","973,586","868,923",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,563,774","-1,625,821","-2,123,778","-2,225,038","-1,142,160","-1,005,715","-3,510,252","-6,384,190","-4,570,562","-3,229,584","-1,902,832","-2,848,101","-805,392","-754,302","-219,592","-256,907","-1,053,769","-897,322","-973,586","-867,721",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,870,903","1,087,885","1,552,873","849,599","1,375,380","1,894,169","1,460,419","2,138,420","1,483,573","1,335,065","2,035,686","1,698,729","1,265,486","351,114","348,377","429,524","510,264","752,896","788,346","585,681",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,870,903","1,087,885","1,552,873","849,599","1,375,380","1,894,169","1,460,419","2,138,420","1,483,573","1,335,065","2,035,686","1,698,729","1,265,486","351,114","348,377","429,524","510,264","752,896","788,346","585,681",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,434,677","-2,713,706","-3,676,651","-3,074,637","-2,517,540","-2,899,884","-4,970,671","-8,522,610","-6,054,135","-4,564,649","-3,938,518","-4,546,830","-2,070,878","-1,105,416","-567,969","-686,431","-1,564,033","-1,650,218","-1,761,932","-1,453,402",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-76,775","-76,795","-75,413","-49,182",-,-,-,"-134,291","-147,773","-139,969","-140,912","-133,686","-1,719",-,-,-,-,-36,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209,-,-,13,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"13,710,502","90,049","118,338","371,003","232,305","637,092","11,240","1,257,105","97,260","946,481","1,991,446","2,442,190","1,001,147","1,013,559","-5,539,623",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"9,275,825","-2,623,657","-3,635,088","-2,780,429","-2,360,648","-2,311,974","-4,959,431","-7,265,505","-5,956,875","-3,752,459","-2,094,845","-2,244,609","-1,210,643","-225,543","-6,109,311","-686,222","-1,564,033","-1,650,218","-1,761,919","-1,453,438",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-800,000",-,-,-,-,-,"1,007,421",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"9,275,825","-2,623,657","-3,635,088","-3,580,429","-2,360,648","-2,311,974","-4,959,431","-7,265,505","-5,956,875","-2,745,038","-2,094,845","-2,244,609","-1,210,643","-225,543","-6,109,311","-686,222","-1,564,033","-1,650,218","-1,761,919","-1,453,438",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"9,275,825","-2,623,657","-3,635,088","-3,580,429","-2,360,648","-2,311,974","-4,959,431","-7,265,505","-5,956,875","-2,745,038","-2,094,845","-2,244,609","-1,210,643","-225,543","-6,109,311","-686,222","-1,564,033","-1,650,218","-1,761,919","-1,453,438",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"9,275,825","-2,623,657","-3,635,088","-3,580,429","-2,360,648","-2,311,974","-4,959,431","-7,265,505","-5,956,875","-2,745,038","-2,094,845","-2,244,609","-1,210,643","-225,543","-6,109,311","-686,222","-1,564,033","-1,650,218","-1,761,919","-1,453,438",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"30,023,675","19,770,739","19,533,976","19,585,671","12,370,830","8,579,284","8,579,284","8,423,849","7,195,529","7,195,529","7,195,529","7,211,019","5,919,485","5,099,172","4,901,606","5,069,811","4,828,856","4,745,040","4,635,763","4,444,342",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"30,067,095","19,770,739","19,533,976","19,585,671","12,370,830","8,579,284","8,579,284","8,423,849","7,195,529","7,195,529","7,195,529","7,211,019","5,919,485","5,099,172","4,901,606","5,069,811","4,828,856","4,745,040","4,635,763","4,444,342",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),143.048%,130.447%,127.688%,132.503%,71.924%,19.231%,19.231%,16.819%,21.557%,41.112%,46.799%,42.234%,22.586%,7.463%,5.735%,14.073%,10.835%,10.808%,9.462%,7.998%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.309,-0.133,-0.186,-0.183,-0.191,-0.269,-0.578,-0.862,-0.828,-0.381,-0.291,-0.311,-0.205,-0.044,-1.246,-0.135,-0.324,-0.348,-0.380,-0.327,Upgrade,Financials in USD,Fiscal year is January - December
