Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"196,786,000","186,704,000","210,118,000","307,056,000","196,576,000","213,808,000","220,382,000","167,412,000","217,127,000","165,526,000","148,735,000","165,229,000","138,743,000","116,676,000","117,942,000","118,864,000","118,404,000","75,239,000","68,259,000","96,459,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0.107%,-12.677%,-4.657%,83.413%,-9.465%,29.169%,48.171%,1.321%,56.496%,41.868%,26.109%,39.007%,17.178%,55.074%,72.786%,23.227%,65.795%,-12.024%,27.389%,11.723%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"172,260,000","147,696,000","130,869,000","150,471,000","173,705,000","198,605,000","209,268,000","199,587,000","179,473,000","159,443,000","147,865,000","187,810,000","130,254,000","123,567,000","143,617,000","130,875,000","91,902,000","126,553,000","94,192,000","85,373,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"24,526,000","39,008,000","79,249,000","156,585,000","22,871,000","15,203,000","11,114,000","-32,175,000","37,654,000","6,083,000","870,000","-22,581,000","8,489,000","-6,891,000","-25,675,000","-12,011,000","26,502,000","-51,314,000","-25,933,000","11,086,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","73,456,000","69,500,000","73,272,000","76,291,000","80,886,000","88,449,000","86,914,000","92,718,000","80,118,000","79,892,000","73,271,000","86,548,000","69,252,000","68,878,000","61,095,000","74,756,000","57,840,000","53,659,000","58,209,000","63,497,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"76,492,000","72,365,000","124,802,000","153,465,000","139,535,000","135,846,000","126,329,000","128,482,000","111,141,000","106,186,000","96,744,000","102,888,000","83,635,000","81,629,000","72,373,000","85,339,000","67,470,000","62,390,000","66,158,000","71,470,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-51,966,000","-33,357,000","-45,553,000","3,120,000","-116,664,000","-120,643,000","-115,215,000","-160,657,000","-73,487,000","-100,103,000","-95,874,000","-125,469,000","-75,146,000","-88,520,000","-98,048,000","-97,350,000","-40,968,000","-113,704,000","-92,091,000","-60,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-42,409,000","-43,490,000","-51,736,000","-44,275,000","-28,160,000","-29,115,000","-27,331,000","-30,100,000","-19,580,000","-21,976,000","-23,414,000","-21,802,000","-21,802,000","-22,559,000","-19,859,000","-23,792,000","-21,339,000","-7,963,000","-5,642,000","-7,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,"10,902,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,384,000",-,"2,430,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-6,000,000","900,000","1,200,000","5,200,000","-16,400,000","2,900,000","8,300,000","1,000,000","-1,400,000","-3,400,000","-3,000,000","-41,000,000",-,-,"-25,204,000","54,600,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-472,000","475,000","-494,000","12,439,000","134,000","-221,000","-530,000","36,616,000","-28,941,000","-34,457,000","213,000","29,763,000","-11,982,000","470,000",-,"-25,731,000","24,866,000","9,309,000","-9,459,000","11,549,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-100,847,000","-75,472,000","-85,681,000","-23,516,000","-161,090,000","-147,079,000","-134,776,000","-153,141,000","-123,408,000","-159,936,000","-122,075,000","-158,508,000","-108,930,000","-110,609,000","-143,111,000","-92,273,000","-37,441,000","-109,974,000","-107,192,000","-54,298,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,300,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"53,300,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"5,400,000","-3,400,000","885,000","1,323,000","-4,000,000","-1,500,000","2,186,000","3,132,000","-9,100,000","3,500,000","-9,168,000","-20,839,000","-6,800,000","2,700,000","15,020,000","31,577,000","4,200,000","2,200,000","-4,373,000","-335,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-500,000","-3,800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-44,000","-161,000",-,-,-,"-217,800,000",-,"-33,384,000",-,-,-,-,-,-,-,"-54,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-700,000","-2,900,000","100,000","-134,858,000","-1,500,000","128,900,000","-2,400,000","-6,300,000","5,300,000","7,741,000","9,352,000","40,739,000","-17,930,000","-9,973,000","-100,000","-324,000","-14,163,000","-73,569,000","-900,000","-12,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-97,991,000","-85,733,000","-84,696,000","-157,051,000","-166,590,000","-237,479,000","-134,990,000","-189,693,000","-127,208,000","-148,695,000","-121,891,000","-138,608,000","-133,660,000","-117,882,000","-128,191,000","-61,720,000","-47,404,000","-181,343,000","-112,465,000","-67,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"8,663,000","13,446,000","6,880,000","-1,259,000","-33,620,000","-38,596,000","3,969,000","-18,804,000","-17,893,000","3,392,000","4,835,000","4,657,000","-36,000","488,000","451,000","12,634,000","22,288,000","84,000","222,000","10,644,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-106,654,000","-99,179,000","-91,576,000","-155,792,000","-132,970,000","-198,883,000","-138,959,000","-170,889,000","-109,315,000","-152,087,000","-126,726,000","-143,265,000","-133,624,000","-118,370,000","-128,642,000","-74,354,000","-69,692,000","-181,427,000","-112,687,000","-77,677,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-106,654,000","-99,179,000","-91,576,000","-155,792,000","-132,970,000","-198,883,000","-138,959,000","-170,889,000","-109,315,000","-152,087,000","-126,726,000","-143,265,000","-133,624,000","-118,370,000","-128,642,000","-74,354,000","-69,692,000","-181,427,000","-112,687,000","-77,677,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"76,925,523","76,725,070","76,496,127","75,490,569","75,377,997","74,730,433","73,729,284","72,656,790","71,654,671","71,372,940","71,215,105","70,669,797","70,585,938","70,414,632","70,188,602","68,886,219","67,641,171","65,150,780","62,389,158","56,570,002",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"76,925,523","76,725,070","76,496,127","75,490,569","75,377,997","74,730,433","73,729,284","72,656,790","71,654,671","71,372,940","71,215,105","70,669,797","70,585,938","70,414,632","70,188,602","68,886,219","67,641,171","65,150,780","62,389,158","56,570,002",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.053%,2.669%,3.753%,3.900%,5.196%,4.704%,3.530%,2.812%,1.514%,1.361%,1.462%,2.589%,4.354%,8.079%,12.501%,21.772%,19.796%,16.522%,11.698%,12.394%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.386,-1.293,-1.197,-2.064,-1.764,-2.661,-1.885,-2.352,-1.526,-2.131,-1.779,-2.027,-1.893,-1.681,-1.833,-1.079,-1.030,-2.785,-1.806,-1.373,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.386,-1.293,-1.197,-2.064,-1.764,-2.661,-1.885,-2.357,-1.530,-2.131,-1.779,-2.027,-1.893,-1.681,-1.833,-1.079,-1.030,-2.785,-1.806,-1.373,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-77,514,000","-64,078,000","61,173,000","-105,854,000","-20,876,000","-20,365,000","-39,761,000","-174,585,000","-43,427,000","-63,942,000","-106,716,000","-77,566,000","-57,034,000","-39,119,000","-105,826,000","-70,718,000","23,351,000","-76,970,000","-87,577,000","-14,859,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.008,-0.835,0.800,-1.402,-0.277,-0.273,-0.539,-2.403,-0.606,-0.896,-1.499,-1.098,-0.808,-0.556,-1.508,-1.027,0.345,-1.181,-1.404,-0.263,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,12.463%,20.893%,37.716%,50.996%,11.635%,7.111%,5.043%,-19.219%,17.342%,3.675%,0.585%,-13.666%,6.119%,-5.906%,-21.769%,-10.105%,22.383%,-68.201%,-37.992%,11.493%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-26.407%,-17.866%,-21.680%,1.016%,-59.348%,-56.426%,-52.280%,-95.965%,-33.845%,-60.476%,-64.460%,-75.936%,-54.162%,-75.868%,-83.132%,-81.900%,-34.600%,-151.124%,-134.914%,-62.601%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-54.198%,-53.121%,-43.583%,-50.737%,-67.643%,-93.019%,-63.054%,-102.077%,-50.346%,-91.881%,-85.203%,-86.707%,-96.310%,-101.452%,-109.072%,-62.554%,-58.859%,-241.134%,-165.087%,-80.529%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-39.390%,-34.321%,29.114%,-34.474%,-10.620%,-9.525%,-18.042%,-104.285%,-20.001%,-38.630%,-71.749%,-46.945%,-41.108%,-33.528%,-89.727%,-59.495%,19.721%,-102.301%,-128.301%,-15.404%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-45,480,000","-26,339,000","9,842,000","83,825,000","-54,609,000","-69,638,000","-72,390,000","-121,792,000","-39,010,000","-70,923,000","-69,560,000","-106,658,000","-58,396,000","-73,534,000","-84,461,000","-84,948,000","12,057,000","-103,494,000","-82,856,000","-51,107,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-23.111%,-14.107%,4.684%,27.299%,-27.780%,-32.570%,-32.847%,-72.750%,-17.966%,-42.847%,-46.768%,-64.552%,-42.089%,-63.024%,-71.612%,-71.466%,10.183%,-137.554%,-121.385%,-52.983%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,486,000","7,018,000","55,395,000","80,705,000","62,055,000","51,005,000","42,825,000","38,865,000","34,477,000","29,180,000","26,314,000","18,811,000","16,750,000","14,986,000","13,587,000","12,402,000","53,025,000","10,210,000","9,235,000","9,277,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-51,966,000","-33,357,000","-45,553,000","3,120,000","-116,664,000","-120,643,000","-115,215,000","-160,657,000","-73,487,000","-100,103,000","-95,874,000","-125,469,000","-75,146,000","-88,520,000","-98,048,000","-97,350,000","-40,968,000","-113,704,000","-92,091,000","-60,384,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-26.407%,-17.866%,-21.680%,1.016%,-59.348%,-56.426%,-52.280%,-95.965%,-33.845%,-60.476%,-64.460%,-75.936%,-54.162%,-75.868%,-83.132%,-81.900%,-34.600%,-151.124%,-134.914%,-62.601%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"196,786,000","186,704,000","210,118,000","307,056,000","196,576,000","213,808,000","220,382,000","167,412,000","217,127,000","165,526,000","148,735,000","165,229,000","138,743,000","116,676,000","117,942,000","118,864,000","118,404,000","75,239,000","68,259,000","96,459,000",Upgrade,Financials in USD,Fiscal year is January - December
