Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"10,524,000","9,477,000","11,684,000","14,028,000","15,202,000","9,105,000","7,683,000","10,533,000","10,012,000","11,565,000","9,294,000","11,544,000","9,059,000","9,013,000","7,323,000","7,131,000","15,695,000","4,122,000","7,489,000","8,633,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-30.772%,4.086%,52.076%,33.181%,51.838%,-21.271%,-17.334%,-8.758%,10.520%,28.315%,26.915%,61.885%,-42.281%,118.656%,-2.217%,-17.398%,525.548%,-42.829%,272.217%,253.522%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"29,313,000","5,011,000","30,898,000","19,522,000","18,274,000","2,694,000","14,258,000","19,590,000","12,327,000","14,486,000","11,563,000","11,345,000","10,323,000","7,534,000","6,869,000","7,666,000","5,972,000","3,778,000","5,833,000","5,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-18,789,000","4,466,000","-19,214,000","-5,494,000","-3,072,000","6,411,000","-6,575,000","-9,057,000","-2,315,000","-2,921,000","-2,269,000","199,000","-1,264,000","1,479,000","454,000","-535,000","9,723,000","344,000","1,656,000","3,178,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,959,000","13,318,000","14,107,000","9,659,800","11,326,000","14,635,000","14,979,000","13,774,000","15,468,000","15,680,000","15,400,000","17,634,000","13,434,000","11,843,000","10,774,000","11,587,000","11,065,000","10,881,000","12,485,000","11,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"25,694,000",-,-,-,"14,537,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,959,000","39,012,000","14,107,000","9,659,800","11,326,000","29,172,000","14,979,000","13,979,000","16,083,000","16,295,000","16,015,000","18,249,000","14,049,000","12,458,000","11,389,000","12,202,000","11,680,000","11,496,000","13,100,000","12,163,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-32,748,000","-34,546,000","-33,321,000","-15,153,800","-14,398,000","-22,761,000","-21,554,000","-23,036,000","-18,398,000","-19,216,000","-18,284,000","-18,050,000","-15,313,000","-10,979,000","-10,935,000","-12,737,000","-1,957,000","-11,152,000","-11,444,000","-8,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,"-435,000","-812,000","-781,000","-662,000","-552,000","-1,194,000","-1,388,000","-1,388,000","-1,376,000","-1,346,000","-1,827,000","-1,840,000","-1,806,000","-1,784,000","-1,787,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,387,000","3,720,000","4,037,000","2,338,000","1,786,000","1,623,000","1,202,000","1,064,000","640,000","362,000","61,000","6,000","6,000","280,000","1,000",-,-,"8,000","54,000","362,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,361,000","-30,826,000","-29,284,000","-12,815,800","-12,612,000","-21,573,000","-21,164,000","-22,753,000","-18,420,000","-19,406,000","-19,417,000","-19,432,000","-16,695,000","-12,075,000","-12,280,000","-14,564,000","-3,801,000","-12,950,000","-13,174,000","-10,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-1,200,200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-20,699,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-1,347,000",-,-,-,-,"-1,559,000",-,-,"2,065,000",-,"-905,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-29,361,000","-30,826,000","-29,284,000","-14,016,000","-12,612,000","-22,920,000","-21,164,000","-43,452,000","-18,420,000","-19,406,000","-20,976,000","-19,432,000","-16,695,000","-10,010,000","-12,280,000","-15,469,000","-3,801,000","-12,950,000","-13,174,000","-10,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"83,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,361,000","-30,826,000","-29,284,000","-14,099,000","-12,612,000","-22,920,000","-21,164,000","-43,452,000","-18,420,000","-19,406,000","-20,976,000","-19,432,000","-16,695,000","-10,010,000","-12,280,000","-15,469,000","-3,801,000","-12,950,000","-13,174,000","-10,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-29,361,000","-30,826,000","-29,284,000","-14,099,000","-12,612,000","-22,920,000","-21,164,000","-43,452,000","-18,420,000","-19,406,000","-20,976,000","-19,432,000","-16,695,000","-10,010,000","-12,280,000","-15,469,000","-3,801,000","-12,950,000","-13,174,000","-10,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"54,449,000","53,206,000","52,913,000","42,168,000","38,341,000","37,576,000","37,486,000","37,352,000","37,338,000","37,322,000","37,253,000","32,700,000","28,766,000","28,744,000","24,735,000","14,501,000","12,794,000","12,477,000","11,553,000","10,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"54,449,000","53,206,000","52,913,000","42,168,000","38,341,000","37,576,000","37,486,000","37,352,000","37,338,000","37,322,000","37,253,000","32,700,000","28,766,000","28,744,000","24,735,000","14,501,000","12,794,000","12,477,000","11,553,000","10,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),42.012%,41.596%,41.154%,12.894%,2.686%,0.681%,0.625%,14.226%,29.799%,29.843%,50.608%,125.502%,124.840%,130.376%,114.100%,35.930%,19.639%,17.444%,21.035%,12.361%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.539,-0.579,-0.553,-0.334,-0.329,-0.610,-0.565,-1.163,-0.493,-0.520,-0.563,-0.594,-0.580,-0.348,-0.496,-1.067,-0.297,-1.038,-1.140,-0.976,Upgrade,Financials in USD,Fiscal year is January - December
