Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"14,607,000","17,971,000","17,054,000","18,003,000","18,932,000","18,892,000","17,795,000","23,585,000","20,317,000","19,479,000","18,716,000","27,648,000","23,575,000","21,624,000","20,132,000","31,743,000","23,631,000","18,653,000","27,619,000","52,570,000",Upgrade,Financials in USD,Fiscal year is October - September
Revenue,"14,607,000","17,971,000","17,054,000","18,003,000","18,932,000","18,892,000","17,795,000","23,585,000","20,317,000","19,479,000","18,716,000","27,648,000","23,575,000","21,624,000","20,132,000","31,743,000","23,631,000","18,653,000","27,619,000","52,570,000",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),-22.845%,-4.875%,-4.164%,-23.668%,-6.817%,-3.014%,-4.921%,-14.695%,-13.820%,-9.920%,-7.034%,-12.900%,-0.237%,15.928%,-27.108%,-39.618%,-53.947%,-57.957%,-30.310%,-24.777%,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"14,607,000","17,971,000","17,054,000","18,003,000","18,932,000","18,892,000","17,795,000","23,585,000","20,317,000","19,479,000","18,716,000","27,648,000","23,575,000","21,624,000","20,132,000","31,743,000","23,631,000","18,653,000","27,619,000","52,570,000",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","13,683,000","13,414,000","14,235,000","16,518,000","13,795,000","12,618,000","13,778,000","12,696,000","12,569,000","12,929,000","10,476,000","9,508,000","8,356,000","8,477,000","8,326,000","7,377,000","6,728,000","6,823,000","6,884,000","6,921,000",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"30,778,000","28,742,000","35,585,000","36,371,000","36,167,000","42,987,000","43,468,000","40,902,000","34,796,000","39,090,000","42,087,000","48,549,000","48,946,000","46,994,000","41,506,000","36,665,000","36,686,000","34,682,000","32,610,000","32,778,000",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"44,461,000","42,156,000","49,820,000","52,889,000","49,962,000","55,605,000","57,246,000","53,598,000","47,365,000","52,019,000","52,563,000","58,057,000","57,302,000","55,471,000","49,832,000","44,042,000","43,414,000","41,505,000","39,494,000","39,699,000",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-29,854,000","-24,185,000","-32,766,000","-34,886,000","-31,030,000","-36,713,000","-39,451,000","-30,013,000","-27,048,000","-32,540,000","-33,847,000","-30,409,000","-33,727,000","-33,847,000","-29,700,000","-12,299,000","-19,783,000","-22,852,000","-11,875,000","12,871,000",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-2,581,000","-2,355,000","-2,563,000","-3,441,000","-3,151,000","-1,997,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,"2,038,000","3,487,000","3,809,000","4,572,000","1,808,000","3,866,000","1,837,000","654,000","631,000","393,000","255,000","258,000","2,021,000",-,"545,000",-,"6,471,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"73,000",-,-,-,-,-,-,-,"83,000",-,-,-,"-1,688,000","439,000",-,"677,000","-5,322,000","1,445,000","1,950,000","2,076,000",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-30,324,000","-23,053,000","-31,520,000","-33,755,000","-32,373,000","-34,844,000","-37,614,000","-29,359,000","-26,334,000","-32,147,000","-33,592,000","-30,151,000","-33,394,000","-33,408,000","-29,155,000","-11,622,000","-18,634,000","-21,407,000","-9,925,000","14,947,000",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,"1,138,000",-,-,"-274,000","2,856,000",-,-,"339,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-29,186,000","-23,053,000","-31,520,000","-34,029,000","-29,517,000","-34,844,000","-37,614,000","-29,020,000","-26,334,000","-32,147,000","-33,592,000","-30,151,000","-33,394,000","-33,408,000","-29,155,000","-11,622,000","-18,634,000","-21,407,000","-9,925,000","14,947,000",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,"-363,000","-395,000","-363,000","-622,000","-1,410,000","4,221,000","44,000","-34,000","14,000","-447,000",-,"-36,000","-8,795,000","-9,384,000","-7,110,000","-3,294,000","10,707,000","-7,142,000","-3,920,000","1,504,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-28,823,000","-22,658,000","-31,157,000","-33,407,000","-28,107,000","-39,065,000","-37,658,000","-28,986,000","-26,348,000","-31,700,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-28,823,000","-22,658,000","-31,157,000","-33,407,000","-28,107,000","-39,065,000","-37,658,000","-28,986,000","-26,348,000","-31,700,000","-33,592,000","-30,115,000","-24,599,000","-24,024,000","-22,045,000","-8,328,000","-29,341,000","-14,265,000","-6,005,000","13,443,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-48.318%,Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"21,190,000","21,180,000","21,167,000","21,088,000","21,057,000","21,054,000","21,035,000","20,816,000","20,755,000","20,710,000","20,551,000","20,388,000","20,221,000","20,201,000","20,171,000","20,093,000","20,074,000","20,020,000","19,922,000","19,751,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"21,190,000","21,180,000","21,167,000","21,088,000","21,057,000","21,054,000","21,035,000","20,816,000","20,755,000","20,710,000","20,551,000","20,388,000","20,221,000","20,201,000","20,171,000","20,093,000","20,074,000","20,020,000","19,922,000","20,773,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),0.632%,0.598%,0.628%,1.307%,1.455%,1.661%,2.355%,2.099%,2.641%,2.520%,1.884%,1.468%,0.732%,0.904%,1.250%,-3.273%,-3.842%,-5.141%,-5.511%,-0.178%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-1.360,-1.070,-1.472,-1.584,-1.335,-1.855,-1.790,-1.392,-1.269,-1.531,-1.635,-1.477,-1.217,-1.189,-1.093,-0.414,-1.462,-0.713,-0.301,0.681,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-1.360,-1.070,-1.472,-1.584,-1.335,-1.855,-1.790,-1.392,-1.269,-1.531,-1.635,-1.477,-1.219,-1.190,-1.093,-0.414,-1.462,-0.713,-0.301,0.650,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-48.000%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-19,351,000","-21,317,000","-30,269,000","-25,775,000","-22,970,000","-34,279,000","-16,166,000","-38,797,000","-16,971,000","-29,853,000","-26,449,000","-13,634,000","-21,054,000","-29,905,000","-4,709,000","-15,078,000","-15,791,000","-4,761,000","14,320,000","11,875,000",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.913,-1.006,-1.430,-1.222,-1.091,-1.628,-0.769,-1.864,-0.818,-1.441,-1.287,-0.669,-1.041,-1.480,-0.233,-0.750,-0.787,-0.238,0.719,0.572,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-204.381%,-134.578%,-192.131%,-193.779%,-163.902%,-194.331%,-221.697%,-127.255%,-133.130%,-167.052%,-180.845%,-109.986%,-143.063%,-156.525%,-147.526%,-38.746%,-83.716%,-122.511%,-42.996%,24.484%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-197.323%,-126.081%,-182.696%,-185.564%,-148.463%,-206.781%,-211.621%,-122.900%,-129.685%,-162.739%,-179.483%,-108.923%,-104.344%,-111.099%,-109.502%,-26.236%,-124.163%,-76.476%,-21.742%,25.572%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-132.478%,-118.619%,-177.489%,-143.171%,-121.329%,-181.447%,-90.846%,-164.499%,-83.531%,-153.257%,-141.318%,-49.313%,-89.306%,-138.295%,-23.391%,-47.500%,-66.823%,-25.524%,51.848%,22.589%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-29,375,000","-23,591,000","-32,145,000","-34,244,000","-30,361,000","-36,062,000","-38,911,000","-29,502,000","-26,393,000","-31,824,000","-33,025,000","-29,629,000","-32,921,000","-33,024,000","-28,866,000","-11,428,000","-18,874,000","-21,936,000","-10,960,000","13,775,000",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-201.102%,-131.273%,-188.489%,-190.213%,-160.369%,-190.885%,-218.662%,-125.088%,-129.906%,-163.376%,-176.453%,-107.165%,-139.644%,-152.719%,-143.384%,-36.002%,-79.870%,-117.600%,-39.683%,26.203%,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"479,000","594,000","621,000","642,000","669,000","651,000","540,000","511,000","655,000","716,000","822,000","780,000","806,000","823,000","834,000","871,000","909,000","916,000","915,000","904,000",Upgrade,Financials in USD,Fiscal year is October - September
