Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"59,849,000","77,873,000","62,432,000",-,"120,027,000","60,053,000","58,574,000",-,"136,203,000","137,610,000","136,347,000","166,988,000","64,194,000","139,772,000","113,892,000","156,130,000","127,519,000","99,587,000","94,817,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-8,743,000","8,743,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"59,849,000","77,873,000","62,432,000",-,"120,027,000","60,053,000","58,574,000",-,"136,203,000","137,610,000","136,347,000","166,988,000","64,194,000","139,772,000","113,892,000","156,130,000","127,519,000","90,844,000","103,560,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),-50.137%,29.674%,6.587%,-,-11.876%,-56.360%,-57.040%,-,112.174%,-1.547%,19.716%,6.954%,-49.659%,53.859%,9.977%,-,-80.197%,34.404%,153.085%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"93,064,000","90,168,000","74,162,000",-,"317,880,000","56,180,000","52,559,000",-,"116,942,000","-97,288,000","102,833,000","114,654,000","109,725,000","138,959,000","129,998,000","131,468,000","129,298,000","147,448,000","115,453,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"-33,215,000","-12,295,000","-11,730,000",-,"-197,853,000","3,873,000","6,015,000",-,"19,261,000","234,898,000","33,514,000","52,334,000","-45,531,000","813,000","-16,106,000","24,662,000","-1,779,000","-56,604,000","-11,893,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","29,265,000","33,137,000","30,788,000",-,"60,572,000","30,890,000","27,051,000",-,"68,677,000","71,670,000","62,339,000","59,572,000","45,448,000","60,861,000","44,958,000","52,813,000","43,716,000","54,371,000","34,325,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,-,-,-,-,"-211,875,000",-,-,-,-,"222,818,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"-8,175,000","-7,251,000","-9,387,000",-,"-16,316,000","-13,510,000","-6,838,000",-,"-11,837,000","-9,957,000","-7,680,000","-17,404,000","-12,781,000","-13,298,000","-10,266,000","-17,204,000","-12,201,000","-22,802,000",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"21,090,000","25,886,000","21,401,000",-,"-167,619,000","17,380,000","20,213,000",-,"56,840,000","284,531,000","54,659,000","42,168,000","32,667,000","47,563,000","34,692,000","35,609,000","31,515,000","31,569,000","34,325,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-54,305,000","-38,181,000","-33,131,000",-,"-30,234,000","-13,507,000","-14,198,000",-,"-37,579,000","-49,633,000","-21,145,000","10,166,000","-78,198,000","-46,750,000","-50,798,000","-10,947,000","-33,294,000","-88,173,000","-46,218,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-695,000",-,"-254,000",-,"-4,143,000",-,"-844,000",-,"-1,721,000","-4,206,000",-,"-3,182,000","-4,049,000","-3,050,000","-1,375,000",-,"-61,950,000","-2,382,000","-24,858,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
