Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"12,515,000","15,728,000","4,844,000","5,708,000","11,276,000","14,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"12,515,000","15,728,000","4,844,000","5,708,000","11,276,000","14,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),125.536%,224.690%,-15.137%,-49.379%,-23.334%,31.486%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"12,515,000","15,728,000","4,844,000","5,708,000","11,276,000","14,708,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","33,951,000","31,938,000","25,932,000","34,907,000","44,960,000","74,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"83,213,000","60,223,000","75,543,000","70,336,000","101,607,000","110,782,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"117,164,000","92,161,000","101,475,000","105,243,000","146,567,000","185,731,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-104,649,000","-76,433,000","-96,631,000","-99,535,000","-135,291,000","-171,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-724,000","-378,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,603,000","3,714,000","427,000","425,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000",-,-,-,"2,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-102,047,000","-72,719,000","-96,204,000","-99,110,000","-136,013,000","-171,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"920,000","-23,552,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-102,047,000","-72,719,000","-96,204,000","-98,190,000","-159,565,000","-171,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"42,000","7,000","70,000","-381,000","-10,000","610,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-102,089,000","-72,726,000","-96,274,000","-97,809,000","-159,555,000","-172,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-102,089,000","-72,726,000","-96,274,000","-97,809,000","-159,555,000","-172,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"96,161,114","95,121,390","77,384,133","54,916,937","54,092,666","37,007,247",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"96,161,114","95,121,390","77,384,133","54,916,937","54,092,666","37,007,247",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.596%,22.921%,40.911%,1.524%,46.168%,27.942%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.062,-0.765,-1.244,-1.781,-2.950,-4.648,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.062,-0.765,-1.244,-1.781,-2.950,-4.648,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-108,723,000","-80,330,000","-56,420,000","-109,152,000","-168,395,000","-153,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.131,-0.844,-0.729,-1.988,-3.113,-4.159,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-836.189%,-485.968%,-1994.860%,-1743.781%,-1199.814%,-1162.789%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-815.733%,-462.398%,-1987.490%,-1713.542%,-1414.996%,-1169.506%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-868.742%,-510.745%,-1164.740%,-1912.263%,-1493.393%,-1046.465%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"-63,271,000","-83,469,000","-91,159,000","-124,830,000","-167,974,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"13,162,000","13,162,000","8,376,000","10,461,000","3,049,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-104,649,000","-76,433,000","-96,631,000","-99,535,000","-135,291,000","-171,023,000",Upgrade,Financials in USD,Fiscal year is January - December
