Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"51,394,000","48,804,000","54,335,000","34,053,000","15,890,000","9,074,000",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-2.231%,-10.179%,59.560%,114.305%,75.116%,74.601%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"44,782,000","38,958,000","45,173,000","27,720,000","5,422,000","5,145,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"6,612,000","9,846,000","9,162,000","6,333,000","10,468,000","3,929,000",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","18,222,000","21,796,000","21,692,000","23,946,000","15,331,000","7,662,000",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"233,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"18,495,000","22,021,000","24,329,000","29,368,000","18,713,000","10,572,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-11,883,000","-12,175,000","-15,167,000","-23,035,000","-8,245,000","-6,643,000",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-3,671,000","-3,671,000","-1,972,000","-673,000","-20,504,000","-707,000",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"51,000","51,000","689,000","17,734,000","277,000","1,056,000",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,004,000","6,955,000","6,014,000","5,810,000",-,"2,597,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-11,499,000","-8,840,000","-10,436,000","-164,000","-28,472,000","-3,697,000",Upgrade,Financials in CAD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-617,000","-4,383,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,"-3,905,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,"-7,336,000",-,-,"-3,632,000",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-14,233,000","-9,457,000","-26,060,000","-164,000","-28,472,000","-7,329,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,"-155,000","771,000","-1,138,000","500,000","262,000","90,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-14,078,000","-10,228,000","-24,922,000","-664,000","-28,734,000","-7,419,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"-166,379,000","-17,854,000",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Company,"-14,078,000","-10,228,000","-191,301,000","-18,518,000","-28,734,000","-7,419,000",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,"1,215,000","730,000","2,411,000","755,000","36,000","127,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-12,863,000","-9,498,000","-188,890,000","-17,763,000","-28,698,000","-7,292,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-12,863,000","-9,498,000","-188,890,000","-17,763,000","-28,698,000","-7,292,000",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"2,232,500","2,136,500","1,196,833","967,483","2,517,368","532,967",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,232,500","2,136,500","1,247,500","967,483","2,517,368","532,967",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),17.771%,71.263%,28.943%,-61.568%,372.331%,13.508%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-5.762,-4.446,-157.825,-18.360,-11.400,-13.682,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-5.762,-4.446,-156.236,-18.360,-11.400,-13.800,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"2,750,000","-8,656,000","-14,202,000","-38,950,000","-10,536,000","-7,506,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,1.232,-4.051,-11.384,-40.259,-4.185,-14.083,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,12.865%,20.174%,16.862%,18.597%,65.878%,43.300%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-23.121%,-24.947%,-27.914%,-67.645%,-51.888%,-73.209%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-25.028%,-19.462%,-347.640%,-52.163%,-180.604%,-80.361%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,5.351%,-17.736%,-26.138%,-114.381%,-66.306%,-82.720%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-9,936,000","-9,773,000","-9,780,000","-18,856,000","-7,524,000","-6,178,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-19.333%,-20.025%,-17.999%,-55.373%,-47.350%,-68.085%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"1,947,000","2,402,000","5,387,000","4,179,000","721,000","465,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-11,883,000","-12,175,000","-15,167,000","-23,035,000","-8,245,000","-6,643,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-23.121%,-24.947%,-27.914%,-67.644%,-51.888%,-73.209%,Upgrade,Financials in CAD,Fiscal year is January - December
