Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"694,957,000","674,978,000","666,823,000","541,533,000","429,647,000","421,026,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),4.397%,1.223%,23.136%,26.041%,2.048%,24.831%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"255,377,000","260,926,000","284,092,000","195,800,000","176,749,000","178,831,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"439,580,000","414,052,000","382,731,000","345,733,000","252,898,000","242,195,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","280,286,000","269,441,000","254,516,000","199,345,000","193,516,000","200,782,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"42,911,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"337,574,000","326,729,000","311,804,000","255,809,000","201,382,000","206,485,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"102,006,000","87,323,000","70,927,000","89,924,000","51,516,000","35,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-15,277,000","-20,306,000","-39,976,000","-31,750,000","-25,671,000","-23,628,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"17,559,000","11,444,000","4,542,000","896,000","4,629,000","7,376,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"195,000","-186,000","-1,288,000","-66,000","1,234,000","724,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"104,483,000","78,275,000","34,205,000","59,004,000","31,708,000","20,182,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-8,788,000","-3,072,000","-11,245,000",-,"38,000","-5,058,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"-10,000,000","-2,600,000","1,618,000","-5,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-26,134,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,"-3,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-150,607,000","-13,502,000","26,476,000",-,"-13,275,000","-16,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-54,912,000","61,701,000","13,302,000","56,404,000","20,089,000","-10,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"35,819,000","19,746,000","-2,607,000","14,424,000","-125,434,000","268,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-90,731,000","41,955,000","15,909,000","41,980,000","145,523,000","-11,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-90,731,000","41,955,000","15,909,000","41,980,000","145,523,000","-11,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,163.719%,-62.103%,-71.152%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,310,500","46,222,000","45,521,000","44,262,000","42,671,000","41,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,310,500","51,979,000","46,538,000","45,630,000","43,682,000","41,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.491%,11.692%,1.990%,4.460%,5.225%,1.471%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.959,0.908,0.349,0.948,3.410,-0.265,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.959,0.886,0.340,0.920,3.330,-0.270,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,160.676%,-63.043%,-72.372%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"193,525,000","139,488,000","115,198,000","79,851,000","39,231,000","60,361,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.179,2.684,2.475,1.750,0.898,1.454,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,63.253%,61.343%,57.396%,63.843%,58.862%,57.525%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,14.678%,12.937%,10.637%,16.605%,11.990%,8.482%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-13.056%,6.216%,2.386%,7.752%,33.870%,-2.616%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,27.847%,20.666%,17.276%,14.745%,9.131%,14.337%,Upgrade,Financials in USD,Fiscal year is January - December
