Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"89,363,000","82,713,000","64,357,000","48,042,000","11,799,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),15.643%,28.522%,33.960%,307.170%,65450.000%,-98.404%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,696,000","9,361,000","7,654,000","5,157,000","1,009,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"80,667,000","73,352,000","56,703,000","42,885,000","10,790,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","110,847,000","93,274,000","82,838,000","87,535,000","90,219,000","60,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"53,553,000","45,614,000","52,906,000","47,642,000","40,710,000","49,297,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"164,400,000","138,888,000","135,744,000","135,177,000","130,929,000","109,496,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-83,733,000","-65,536,000","-79,041,000","-92,292,000","-120,139,000","-109,478,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,215,000","-14,715,000","-8,438,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,815,000","2,641,000","938,000","365,000","1,986,000","4,616,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-22,208,000","-20,714,000","-21,487,000","-17,444,000","-357,000","-284,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-111,341,000","-98,324,000","-108,028,000","-109,371,000","-118,510,000","-105,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-6,600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-111,341,000","-98,324,000","-108,028,000","-109,371,000","-125,110,000","-105,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,037,000","3,920,000","1,755,000","1,449,000","3,374,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-115,378,000","-102,244,000","-109,783,000","-110,820,000","-128,484,000","-105,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-115,378,000","-102,244,000","-109,783,000","-110,820,000","-128,484,000","-105,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"37,413,383","28,834,303","22,806,812","22,347,481","21,780,826","20,528,727",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"37,413,383","28,834,303","22,806,812","22,347,481","21,780,826","20,528,727",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),46.477%,26.428%,2.055%,2.602%,6.099%,30.306%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.084,-3.546,-4.814,-4.959,-5.899,-5.122,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.084,-3.546,-4.814,-4.959,-5.899,-5.122,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-96,379,000","-76,570,000","-87,813,000","-85,644,000","-107,101,000","-71,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.576,-2.656,-3.850,-3.832,-4.917,-3.475,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,90.269%,88.683%,88.107%,89.266%,91.448%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-93.700%,-79.233%,-122.816%,-192.107%,-1018.213%,-608211.111%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-129.112%,-123.613%,-170.584%,-230.673%,-1088.940%,-584144.444%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-107.851%,-92.573%,-136.447%,-178.269%,-907.713%,-396344.444%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-83,282,000","-64,734,000","-78,117,000","-91,461,000","-119,723,000","-109,182,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-93.195%,-78.263%,-121.381%,-190.377%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"451,000","802,000","924,000","831,000","416,000","296,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-83,733,000","-65,536,000","-79,041,000","-92,292,000","-120,139,000","-109,478,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-93.700%,-79.233%,-122.816%,-192.107%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
