Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,"89,565","7,617,174","216,188","-3,121,996",-,"54,990",-,-,"500,000",-,"16,085,844","54,994",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,13751.926%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"89,565","7,617,174","216,188","-3,121,996",-,"54,990",-,-,"500,000",-,"16,085,844","54,994",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,045,240","1,507,412","1,575,719","1,134,607","1,042,572","1,440,394","1,287,313","890,343","798,939","1,129,519","1,243,687","1,048,086","1,222,146","1,525,592","1,533,953","2,321,804","1,887,195","1,953,535","2,085,261","1,607,425",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,585,233","1,874,721","2,818,926","1,674,932","2,878,798","2,515,211","3,106,310","1,670,490","2,100,432","2,898,012","1,887,953","2,253,811","2,366,521","1,464,687","1,580,540","2,479,870","2,487,861","2,268,984","2,511,754","1,840,827",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,630,473","3,382,133","4,394,645","2,809,539","3,921,370","3,955,605","4,393,623","2,560,833","2,899,371","4,027,531","3,131,640","3,301,897","3,588,667","2,990,279","3,114,493","4,801,674","4,375,056","4,222,519","4,597,015","3,448,252",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,630,473","-3,292,568","3,222,529","-2,593,351","-7,043,366","-3,955,605","-4,338,633","-2,560,833","-2,899,371","-3,527,531","-3,131,640","12,783,947","-3,533,673","-2,990,279","-3,114,493","-4,801,674","-4,375,056","-4,222,519","-4,597,015","-3,448,252",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,"-7,568","-19,529","-32,051","-44,839","-57,428","-68,973","-81,133","-84,293","-87,847","-133,345","-154,881",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"273,574","308,845","331,364","299,379","317,569","379,521","370,469","297,158","163,966","69,877","41,576","22,443","17,264","17,344","10,649","2,921","5,614","7,177","59,938","74,658",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"138,081","-84,430","-40,072","12,274","74,827","27,455","98,134","34,243","326,240","583,445","-377,988","-150,318","479,951","221,322","-195,065","133,808","140,477","-2,066,445","-1,100,029","236,400",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,218,818","-3,068,153","3,513,821","-2,281,698","-6,650,970","-3,548,629","-3,870,030","-2,229,432","-2,409,165","-2,881,777","-3,487,581","12,624,021","-3,081,297","-2,809,041","-3,367,882","-4,746,078","-4,313,258","-6,369,634","-5,770,451","-3,292,075",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,"250,000",-,-,-,"-4,000,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
