Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 28, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"4,392,000,000","4,655,600,000","4,451,600,000","4,138,700,000","4,088,200,000","3,869,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-5.630%,4.583%,7.560%,1.235%,5.641%,-18.213%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,807,900,000","2,975,200,000","2,996,200,000","2,722,500,000","2,593,300,000","2,436,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,584,100,000","1,680,400,000","1,455,400,000","1,416,200,000","1,494,900,000","1,433,700,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,182,000,000","1,272,000,000","1,160,700,000","1,108,400,000","1,100,400,000","1,095,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"114,000,000","122,500,000","123,100,000","122,000,000","121,700,000","119,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"47,700,000","-800,000","3,000,000","-417,600,000","-4,300,000","2,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,343,700,000","1,393,700,000","1,286,800,000","812,800,000","1,217,800,000","1,217,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"240,400,000","286,700,000","168,600,000","603,400,000","277,100,000","216,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-214,500,000","-201,200,000","-140,700,000","-119,700,000","-130,600,000","-125,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-1,700,000","-1,900,000","-1,500,000","-1,100,000","3,000,000","2,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"31,200,000","31,200,000","-41,000,000","-20,300,000","4,600,000","32,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,900,000","6,300,000","-28,000,000","-59,100,000","-1,200,000","-27,500,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"46,500,000","121,100,000","-42,600,000","403,200,000","152,900,000","99,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-114,600,000","-42,200,000","-89,400,000","-16,900,000","-7,600,000","-25,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-117,500,000","-90,000,000",-,"-16,100,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-400,000","-400,000","-400,000","-2,000,000","-98,300,000","-4,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"5,800,000",-,"2,200,000","47,500,000","-21,100,000","71,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-22,800,000",-,-,"-157,000,000",-,"-13,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-2,000,000","3,200,000","-8,900,000",-,"-20,000,000","21,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-205,000,000","-8,300,000","-139,100,000","258,700,000","5,900,000","148,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-58,100,000","-3,900,000","-8,200,000","389,600,000","-38,300,000","-10,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-146,900,000","-4,400,000","-130,900,000","-130,900,000","44,200,000","158,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-12,700,000","-8,300,000","-9,700,000","62,000,000","-206,800,000","-12,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-159,600,000","-12,700,000","-140,600,000","-68,900,000","-162,600,000","146,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-159,600,000","-12,700,000","-140,600,000","-68,900,000","-162,600,000","146,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,11.527%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"136,875,000","135,300,000","134,500,000","133,600,000","136,100,000","136,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"136,875,000","135,300,000","134,500,000","133,600,000","137,200,000","136,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.314%,0.595%,0.674%,-2.624%,0.513%,-1.302%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.166,-0.094,-1.045,-0.516,-1.195,1.074,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.166,-0.094,-1.045,-0.516,-1.187,1.068,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,12.389%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"151,700,000","303,800,000","210,900,000","-66,400,000","430,600,000","101,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.108,2.245,1.568,-0.497,3.138,0.740,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Per Share,1.101,1.092,1.040,0.960,0.900,0.820,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Growth,2.039%,5.000%,8.333%,6.667%,9.756%,7.895%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,36.068%,36.094%,32.694%,34.218%,36.566%,37.047%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,5.474%,6.158%,3.787%,14.579%,6.778%,5.592%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-3.634%,-0.273%,-3.158%,-1.665%,-3.977%,3.775%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,3.454%,6.525%,4.738%,-1.604%,10.533%,2.610%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"571,900,000","646,200,000","507,200,000","915,600,000","661,900,000","612,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,13.021%,13.880%,11.394%,22.123%,16.190%,15.838%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"331,500,000","359,500,000","338,600,000","312,200,000","384,800,000","396,500,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"240,400,000","286,700,000","168,600,000","603,400,000","277,100,000","216,400,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,5.473%,6.158%,3.787%,14.579%,6.778%,5.592%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,150.599%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"138,500,000","119,300,000","130,900,000","130,500,000","142,800,000",Upgrade,Financials in USD,Fiscal year is January - December
