Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,-,-,"40,560,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,"40,560,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,608,000","16,762,000","15,740,000","16,365,000","15,953,000","15,664,000","16,369,000","11,138,000","12,012,000","19,636,000","11,767,000","9,754,000","8,872,000","10,362,000","11,953,000","10,724,000","10,097,000","9,924,000","3,141,000","3,036,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"36,824,000","48,386,000","49,585,000","51,557,000","46,765,000","42,684,000","48,584,000","40,616,000","42,181,000","43,825,000","46,112,000","28,439,000","53,998,000","44,770,000","38,394,000","29,521,000","24,670,000","17,452,000","13,258,000","11,869,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"51,432,000","65,148,000","65,325,000","67,922,000","62,718,000","58,348,000","64,953,000","51,754,000","54,193,000","63,461,000","57,879,000","38,193,000","62,870,000","55,132,000","50,347,000","40,245,000","34,767,000","27,376,000","16,399,000","14,905,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-51,432,000","-65,148,000","-24,765,000","-67,922,000","-62,718,000","-58,348,000","-64,953,000","-51,754,000","-54,193,000","-63,461,000","-57,879,000","-38,193,000","-62,870,000","-55,132,000","-50,347,000","-40,245,000","-34,767,000","-27,376,000","-16,399,000","-14,905,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-6,309,000",-,-,-,"-493,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,247,000",-,"34,948,000",-,"7,209,000","4,451,000","4,109,000",-,"1,905,000","424,000","426,000","996,000","99,000","115,000","99,000","871,000","120,000","84,000","164,000","359,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"-13,704,000","-2,310,000","-6,822,000","-2,371,000","-5,338,000","-1,751,000","-1,831,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
