Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,"3,551,000","16,097,000","15,825,000","146,267,000","62,546,000","31,575,000","32,412,000","151,805,000","27,439,000","38,283,000","45,891,000","32,811,000","21,303,000","7,633,000","27,376,000","23,529,000","29,455,000",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),-,-,-,-94.323%,-49.020%,-51.175%,-3.648%,127.946%,-17.522%,-29.372%,362.665%,28.803%,401.546%,67.632%,39.449%,-27.676%,-82.369%,-35.883%,-51.132%,-15.012%,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,-,-,-,"3,551,000","16,097,000","15,825,000","146,267,000","62,546,000","31,575,000","32,412,000","151,805,000","27,439,000","38,283,000","45,891,000","32,811,000","21,303,000","7,633,000","27,376,000","23,529,000","29,455,000",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","32,562,000","30,842,000","30,992,000","27,378,000","29,238,000","28,581,000","26,671,000","23,264,000","37,332,000","36,968,000","36,046,000","26,031,000","40,638,000","19,740,000","18,017,000","10,280,000","15,750,000","11,958,000","17,149,000","11,554,000",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"129,641,000","145,299,000","95,199,000","112,718,000","95,189,000","89,947,000","71,431,000","81,416,000","78,073,000","68,353,000","74,206,000","64,729,000","62,528,000","58,019,000","43,026,000","35,077,000","42,002,000","31,364,000","28,620,000","22,754,000",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"162,203,000","176,141,000","126,191,000","140,096,000","124,427,000","118,528,000","98,102,000","104,680,000","115,405,000","105,321,000","110,252,000","90,760,000","103,166,000","77,759,000","61,043,000","45,357,000","57,752,000","43,322,000","45,769,000","34,308,000",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-162,203,000","-176,141,000","-126,191,000","-136,545,000","-108,330,000","-102,703,000","48,165,000","-42,134,000","-83,830,000","-72,909,000","41,553,000","-63,321,000","-64,883,000","-31,868,000","-28,232,000","-24,054,000","-50,119,000","-15,946,000","-22,240,000","-4,853,000",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-14,647,000","-5,094,000","-7,244,000","-5,367,000","-5,262,000","-5,158,000","-5,057,000","-2,849,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,"7,170,000","6,498,000","6,250,000","2,802,000","3,885,000","4,172,000","4,560,000","2,682,000","1,583,000","1,240,000","1,054,000","1,156,000","1,148,000","1,280,000","1,524,000","2,169,000","2,271,000","2,335,000","2,404,000","2,180,000",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-3,118,000","760,000","189,000","421,000","717,000","306,000","8,000","507,000","90,000","-377,000","1,759,000","-707,000","-1,345,000","664,000","-110,000","1,153,000","-583,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-172,798,000","-173,977,000","-126,996,000","-138,689,000","-108,990,000","-103,383,000","47,676,000","-41,794,000","-82,157,000","-72,046,000","44,366,000","-62,872,000","-65,080,000","-29,924,000","-26,818,000","-20,732,000","-48,431,000","-13,611,000","-19,836,000","-2,673,000",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,"1,708,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-172,798,000","-173,977,000","-126,996,000","-138,689,000","-108,990,000","-103,383,000","47,676,000","-41,794,000","-82,157,000","-72,046,000","44,366,000","-62,872,000","-63,372,000","-29,924,000","-26,818,000","-20,732,000","-48,431,000","-13,611,000","-19,836,000","-2,673,000",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,"546,000",-,-,"-3,313,000","2,025,000","742,000",-,"17,000","3,785,000",-,-,-,"2,000",-,-,-,"2,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-173,344,000","-173,977,000","-126,996,000","-135,376,000","-111,015,000","-104,125,000","47,676,000","-41,811,000","-85,942,000","-72,046,000","44,366,000","-62,872,000","-63,374,000","-29,924,000","-26,818,000","-20,732,000","-48,433,000","-13,611,000","-19,836,000","-2,673,000",Upgrade,Financials in USD,Fiscal year is October - September
Minority Interest in Earnings,"2,808,000","3,184,000","1,696,000","2,512,000","1,336,000","1,179,000","999,000","486,000","431,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-170,536,000","-170,793,000","-125,300,000","-132,864,000","-109,679,000","-102,946,000","48,675,000","-41,325,000","-85,511,000","-72,046,000","44,366,000","-62,872,000","-63,374,000","-29,924,000","-26,818,000","-20,732,000","-48,433,000","-13,611,000","-19,836,000","-2,673,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-170,536,000","-170,793,000","-125,300,000","-132,864,000","-109,679,000","-102,946,000","48,675,000","-41,325,000","-85,511,000","-72,046,000","44,366,000","-62,872,000","-63,374,000","-29,924,000","-26,818,000","-20,732,000","-48,433,000","-13,611,000","-19,836,000","-2,673,000",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-,-,-,-,9.712%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"124,356,000","124,199,000","123,285,000","107,415,000","107,209,000","107,004,000","106,757,000","106,039,000","105,885,000","105,753,000","105,545,000","104,534,000","104,273,000","104,099,000","103,867,000","102,757,000","102,336,000","101,843,000","101,653,000","97,090,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"124,356,000","124,199,000","123,285,000","107,415,000","107,209,000","107,004,000","108,143,000","106,039,000","105,885,000","105,753,000","107,929,000","104,534,000","104,273,000","104,099,000","103,867,000","102,757,000","102,336,000","101,843,000","101,653,000","97,090,000",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),15.994%,16.069%,14.002%,1.298%,1.250%,1.183%,0.198%,1.440%,1.546%,1.589%,3.911%,1.729%,1.893%,2.215%,2.178%,5.837%,1.334%,2.992%,3.640%,1.569%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-1.371,-1.375,-1.016,-1.237,-1.023,-0.962,0.456,-0.390,-0.808,-0.681,0.420,-0.601,-0.608,-0.287,-0.258,-0.202,-0.473,-0.134,-0.195,-0.028,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-1.371,-1.380,-1.020,-1.240,-1.023,-0.962,0.450,-0.390,-0.808,-0.681,0.410,-0.601,-0.608,-0.290,-0.260,-0.202,-0.474,-0.134,-0.200,-0.030,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-,-,-,-,9.756%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-161,505,000","-129,867,000","-126,452,000","-186,496,000","-89,833,000","-67,382,000","-58,985,000","-114,427,000","-101,448,000","-78,351,000","57,977,000","-67,086,000","-32,228,000","-33,541,000","256,707,000","-43,193,000","-12,735,000","-35,564,000","-31,194,000","-27,850,000",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-1.299,-1.046,-1.026,-1.736,-0.838,-0.630,-0.545,-1.079,-0.958,-0.741,0.537,-0.642,-0.309,-0.322,2.471,-0.420,-0.124,-0.349,-0.307,-0.287,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,-,-,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-,-,-,-3845.255%,-672.983%,-648.992%,32.930%,-67.365%,-265.495%,-224.944%,27.373%,-230.770%,-169.483%,-69.443%,-86.044%,-112.914%,-656.609%,-58.248%,-94.522%,-16.476%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-,-,-,-3741.594%,-681.363%,-650.528%,33.278%,-66.071%,-270.819%,-222.282%,29.226%,-229.134%,-165.541%,-65.207%,-81.735%,-97.320%,-634.521%,-49.719%,-84.304%,-9.075%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-,-,-,-5251.929%,-558.073%,-425.795%,-40.327%,-182.949%,-321.292%,-241.735%,38.192%,-244.491%,-84.184%,-73.088%,782.381%,-202.755%,-166.841%,-129.909%,-132.577%,-94.551%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-157,178,000","-171,359,000","-121,666,000","-132,282,000","-104,471,000","-99,427,000","50,834,000","-39,445,000","-81,170,000","-70,315,000","44,147,000","-60,748,000","-62,379,000","-29,871,000","-26,314,000","-22,206,000","-48,345,000","-14,410,000","-20,868,000","-3,593,000",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-,-,-,-,-,-,34.754%,-63.066%,-257.070%,-216.941%,29.081%,-221.393%,-162.942%,-65.091%,-80.199%,-104.239%,-,-52.637%,-88.691%,-12.198%,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"5,025,000","4,782,000","4,525,000","4,263,000","3,859,000","3,276,000","2,669,000","2,689,000","2,660,000","2,594,000","2,594,000","2,573,000","2,504,000","1,997,000","1,918,000","1,848,000","1,774,000","1,536,000","1,372,000","1,260,000",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-162,203,000","-176,141,000","-126,191,000","-136,545,000","-108,330,000","-102,703,000","48,165,000","-42,134,000","-83,830,000","-72,909,000","41,553,000","-63,321,000","-64,883,000","-31,868,000","-28,232,000","-24,054,000","-50,119,000","-15,946,000","-22,240,000","-4,853,000",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-,-,-,-,-,-,32.929%,-67.365%,-265.495%,-224.944%,27.373%,-230.770%,-169.482%,-69.443%,-86.044%,-112.914%,-,-58.248%,-94.522%,-16.476%,Upgrade,Financials in USD,Fiscal year is October - September
