Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"3,074,000","6,772,000","1,925,000","1,676,000","1,944,000","933,000","58,980,000","44,356,000","14,981,000","18,549,000","18,414,000","17,069,000","14,225,000","13,412,000","11,142,000","15,896,000","7,558,000","5,465,000","2,515,000","2,802,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),58.128%,625.831%,-96.736%,-96.221%,-87.024%,-94.970%,220.300%,159.863%,5.315%,38.302%,65.267%,7.379%,88.211%,145.416%,343.022%,467.309%,211.157%,94.001%,-4.445%,68.694%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"34,650,000","34,604,000","32,138,000","20,916,000","34,275,000","40,876,000","65,629,000","87,191,000","79,817,000","81,307,000","72,139,000","69,515,000","53,130,000","48,023,000","44,852,000","38,982,000","30,694,000","26,669,000","29,278,000","25,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-31,576,000","-27,832,000","-30,213,000","-19,240,000","-32,331,000","-39,943,000","-6,649,000","-42,835,000","-64,836,000","-62,758,000","-53,725,000","-52,446,000","-38,905,000","-34,611,000","-33,710,000","-23,086,000","-23,136,000","-21,204,000","-26,763,000","-22,407,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","20,801,000","17,251,000","20,855,000","15,935,000","18,948,000","22,622,000","21,943,000","21,584,000","21,555,000","20,351,000","20,742,000","16,936,000","15,718,000","12,168,000","12,500,000","10,313,000","8,351,000","7,503,000","7,729,000","6,671,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"20,801,000","17,251,000","20,855,000","15,935,000","18,948,000","22,622,000","21,943,000","21,584,000","21,555,000","20,351,000","20,742,000","16,936,000","15,718,000","12,168,000","12,500,000","10,313,000","8,351,000","7,503,000","7,729,000","6,671,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-52,377,000","-45,083,000","-51,068,000","-35,175,000","-51,279,000","-62,565,000","-28,592,000","-64,419,000","-86,391,000","-83,109,000","-74,467,000","-69,382,000","-54,623,000","-46,779,000","-46,210,000","-33,399,000","-31,487,000","-28,707,000","-34,492,000","-29,078,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-538,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,438,000","4,827,000","4,149,000","4,414,000","4,697,000","4,381,000","3,694,000","2,880,000","1,787,000","757,000","418,000","297,000","289,000","346,000","377,000","346,000","447,000","635,000","972,000","1,314,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"261,000","1,829,000","-1,085,000","-461,000","1,412,000","629,000","6,017,000","5,176,000","841,000","5,847,000","8,359,000","464,000","11,026,000","-8,700,000","744,000","-20,058,000","-27,644,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-47,678,000","-38,427,000","-48,004,000","-31,222,000","-45,170,000","-57,555,000","-18,881,000","-56,363,000","-83,763,000","-76,505,000","-65,690,000","-68,621,000","-43,308,000","-55,133,000","-45,089,000","-53,111,000","-58,684,000","-28,072,000","-33,520,000","-28,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-12,900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"4,800,000",-,-,"200,000","400,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-47,678,000","-38,427,000","-48,004,000","-44,122,000","-45,170,000","-52,755,000","-18,881,000","-56,363,000","-83,563,000","-76,105,000","-65,690,000","-68,621,000","-43,308,000","-55,133,000","-45,089,000","-53,111,000","-58,684,000","-28,072,000","-33,520,000","-28,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-47,678,000","-38,427,000","-48,004,000","-44,122,000","-45,170,000","-52,755,000","-18,881,000","-56,363,000","-83,563,000","-76,105,000","-65,690,000","-68,621,000","-43,308,000","-55,133,000","-45,089,000","-53,111,000","-58,684,000","-28,072,000","-33,520,000","-28,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-47,678,000","-38,427,000","-48,004,000","-44,122,000","-45,170,000","-52,755,000","-18,881,000","-56,363,000","-83,563,000","-76,105,000","-65,690,000","-68,621,000","-43,308,000","-55,133,000","-45,089,000","-53,111,000","-58,684,000","-28,072,000","-33,520,000","-28,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"117,769,161","117,468,124","101,104,345","98,613,726","98,568,012","98,400,355","98,054,687","97,220,972","97,023,506","96,704,413","96,343,529","95,788,351","95,409,201","94,326,648","93,431,877","87,358,287","86,887,280","79,304,627","75,886,964","75,596,026",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"117,769,161","117,468,124","101,104,345","98,613,726","98,568,012","98,400,355","98,054,687","97,220,972","97,023,506","96,704,413","96,343,529","95,788,351","95,409,201","94,326,648","93,431,877","87,358,287","86,887,280","79,304,627","75,886,964","75,596,026",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.480%,19.378%,3.110%,1.433%,1.592%,1.754%,1.776%,1.496%,1.692%,2.521%,3.116%,9.650%,9.808%,18.942%,23.120%,15.559%,29.819%,21.608%,16.892%,17.029%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.405,-0.327,-0.475,-0.447,-0.458,-0.536,-0.193,-0.580,-0.861,-0.787,-0.682,-0.716,-0.454,-0.584,-0.483,-0.608,-0.675,-0.354,-0.442,-0.374,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.405,-0.327,-0.475,-0.452,-0.458,-0.536,-0.193,-0.580,-0.861,-0.787,-0.682,-0.716,-0.454,-0.584,-0.483,-0.608,-0.675,-0.354,-0.442,-0.374,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-29,914,000","-32,357,000","-33,436,000","-36,818,000","-38,838,000","-30,692,000","-32,068,000","-82,066,000","-63,723,000","-63,288,000","-74,697,000","-88,662,000","-48,110,000","-45,725,000","-31,077,000","-22,936,000","-31,687,000","38,205,000","-27,743,000","-28,125,000",Upgrade,Financials in USD,Fiscal year is January - December
